Title,affliation_country
Green pathway in utilizing CO2 via cycloaddition reaction with epoxide-A mini review,Thailand
"Parasitism of soldiers of the termite, macrotermes gilvus (Hagen), by the scuttle fly, megaselia scalaris (loew) (diptera: Phoridae)",Thailand
Structure-activity analysis and molecular docking studies of coumarins from toddalia asiatica as multifunctional agents for alzheimer's disease,Thailand
Synthesis and characterization of hollow-sphered poly(n-methyaniline) for enhanced electrical conductivity based on the anionic surfactant templates and doping,Thailand
Erratum: Gastric peroral endoscopic pyloromyotomy versus gastric electrical stimulation in the treatment of refractory gastroparesis: A propensity score-matched analysis of long term outcomes (Endoscopy (2020) 52 (349-358) DOI: 10.1055/a-1111-8566),United States
Friends and exam cheating: An experimental study in Thailand,Thailand
Measurement of differential cross sections and charge ratios for t-channel single top quark production in proton–proton collisions at √s=13Te,Armenia
Quantification of glucose-6-phosphate dehydrogenase activity by spectrophotometry: A systematic review and meta-analysis,Australia
Cationic Polylactic Acid-Based Nanoparticles Improve BSA-FITC Transport Across M Cells and Engulfment by Porcine Alveolar Macrophages,Thailand
The role of preoperative parenteral nutrition,Thailand
Cyanidin attenuates methylglyoxal-induced oxidative stress and apoptosis in ins-1 pancreatic β-cells by increasing glyoxalase-1 activity,Thailand
"Growth, Body Composition, and Neurodevelopmental Outcomes at 2 Years among Preterm Infants Fed an Exclusive Human Milk Diet in the Neonatal Intensive Care Unit: A Pilot Study",United States
Search for an excited lepton that decays via a contact interaction to a lepton and two jets in proton-proton collisions at √s = 13 TeV,Armenia
The development and validation of a hazard perception test for Thai drivers,Thailand
"Degradation mechanism of 2,4-dichlorophenol by fungi isolated from marine invertebrates",Greece
"Search for direct top squark pair production in events with one lepton, jets, and missing transverse momentum at 13 TeV with the CMS experiment",Armenia
Search for high mass dijet resonances with a new background prediction method in proton-proton collisions at √s = 13 TeV,Armenia
Review of upper limb exoskeleton for rehabilitation and assistive application,Thailand
Gut leakage enhances sepsis susceptibility in iron-overloaded β-thalassemia mice through macrophage hyperinflammatory responses,Thailand
High-capacity dual-electrolyte aluminum-air battery with circulating methanol anolyte,Thailand
The causal connection of natural resources and globalization with energy consumption in top Asian countries: evidence from a nonparametric causality-in-quantile approach,Malaysia
Early childhood caries and its associated factors among 9-to 18-month old exclusively breastfed children in thailand: A cross-sectional study,Thailand
Benzoxazine dimer analogue targets integrin β3 in lung cancer cells and suppresses anoikis resistance and migration,Thailand
Levansucrase from bacillus amyloliquefaciens kk9 and its y237s variant producing the high bioactive levan-type fructooligosaccharides,Thailand
"Hiring discrimination against highly competent candidates: An investigation of competence and warmth stereotypes, and cooperative/competitive mindsets",Thailand
IR microspectroscopic identification of microplastics in municipal wastewater treatment plants,Thailand
Cost-Effectiveness Analysis of Xpert MTB/RIF for Multi-Outcomes of Presumptive Pulmonary Tuberculosis Patients in Thailand,Thailand
"Successful pregnancy following chemotherapy in a survivor of small cell carcinoma of the ovary, hypercalcemic type (SCCOHT): A case report and review of literature",United States
Binder-free α-MnO2 nanowires on carbon cloth as cathode material for zinc-ion batteries,Thailand
Heuristic Algorithms for Aggregated HVAC Control via Smart Thermostats for Regulation Service,United States
Gastric peroral endoscopic pyloromyotomy versus gastric electrical stimulation in the treatment of refractory gastroparesis: A propensity score-matched analysis of long term outcomes,United States
National screening programs for cervical cancer in Asian countries,Japan
The First Asian Kidney Transplantation Prediction Models for Long-term Patient and Allograft Survival,Thailand
Role of Zeolite-Supported Nanoscale Zero-Valent Iron in Selenate Removal,Thailand
Comparison of exercise training and estrogen supplementation on mast cellmediated doxorubicin-induced cardiotoxicity,Thailand
On-farm lambing outcomes after transfer of vitrified and slow frozen embryos,Thailand
Relationships Between Pharmaceutical Therapy–Related Quality of Life and Health Utility Scores in Thai Patients With Chronic Diseases,Thailand
Indetermination of indeterminate biliary strictures,Thailand
Synthesis of reusable biobased nano-catalyst from waste sugarcane bagasse for biodiesel production,Malaysia
Determination of anti-leishmanial drugs efficacy against Leishmania martiniquensis using a colorimetric assay,Thailand
Multi Response Optimization of Bioactive Starch Foam Composite Using Taguchi’s Method and Grey Relational Analysis,Thailand
Potential Thai medicinal plants for neurodegenerative diseases: A review focusing on the anti-glutamate toxicity effect,Thailand
Determination of radiation dose and low-dose protocol for digital chest tomosynthesis using radiophotoluminescent (RPL) glass dosimeters,Thailand
The wake of a three-dimensional underwater obstacle: Effect of bottom boundary conditions,United States
The impact of corrected field output factors based on IAEA/AAPM code of practice on small-field dosimetry to the calculated monitor unit in eclipse™ treatment planning system,Thailand
"Immune response and protective efficacy of intramuscular and intradermal vaccination with porcine reproductive and respiratory syndrome virus 1 (PRRSV-1) modified live vaccine against highly pathogenic PRRSV-2 (HP-PRRSV-2) challenge, either alone or in combination with of PRRSV-1",Thailand
Fatty acid–binding protein 4 downregulation drives calcification in the development of kidney stone disease,United States
Returns to education among the informally employed in Thailand,Thailand
Is childhood obstructive sleep apnoea an independent risk factor of hypertension in adulthood?,Australia
International comparison of peritoneal dialysis prescriptions from the Peritoneal Dialysis Outcomes and Practice Patterns Study (PDOPPS),Hong Kong
Hepatic expression of HGF/C-met and native liver survival in biliary atresia,Thailand
Effect of lidocaine nebuliser compared with NSS nebuliser in reducing cough symptom and pain in early tracheostomy care,Thailand
Mastering nocturnal jigsaws in Parkinson’s disease: a dusk-to-dawn review of night-time symptoms,Thailand
Molecular approaches to allergen-specific immunotherapy: Are we so far from clinical implementation?,Thailand
Superhydrophobic surface modification for corrosion protection of metals and alloys,Thailand
Global Retinoblastoma Presentation and Analysis by National Income Level,United Kingdom
Multi-model projections of precipitation extremes in Southeast Asia based on CORDEX-Southeast Asia simulations,Malaysia
The evolutionarily conserved HtrA is associated with stress tolerance and protein homeostasis in the halotolerant cyanobacterium Halothece sp. PCC7418,Thailand
Modulation of DNA and RNA by PNA,Thailand
Adsorptions of lithium ion/atom and packing of Li ions on graphene quantum dots: Application for Li-ion battery,Thailand
"The clinical characteristics, pre- and post–liver transplantation outcomes in patients having autoimmune overlap syndromes",Thailand
Genetic and clinical risk factors associated with phenytoin-induced cutaneous adverse drug reactions in Thai population,Thailand
Phase inversion temperature-fabricated cinnamon oil nanoemulsion as a natural preservative for prolonging shelf-life of chilled Asian seabass (Lates calcarifer) fillets,Thailand
Dynamic feedback control of day-to-day traffic disequilibrium process,China
Increased Levels of Plasma Tumor Necrosis Factor-α Mediate Schizophrenia Symptom Dimensions and Neurocognitive Impairments and Are Inversely Associated with Natural IgM Directed to Malondialdehyde and Paraoxonase 1 Activity,Thailand
Silver nanoparticle/bacterial nanocellulose paper composites for paste-and-read SERS detection of pesticides on fruit surfaces,Thailand
Impaired ability to turn in bed in parkinson's disease as a potential rare cause of positional asphyxia: a sensor-based analysis,Thailand
Alginate microencapsulated human hepatocytes for the treatment of acute liver failure in children,United Kingdom
Virus-like particles displaying major house dust mite allergen Der p 2 for prophylactic allergen immunotherapy,Thailand
Neurodevelopmental pathways in bipolar disorder,Canada
Systemic distribution of progesterone receptor subtypes in human tissues,Japan
Enhanced H2 production with efficient N2-fixation by fructose mixotrophically grown Anabaena sp. PCC 7120 strain disrupted in uptake hydrogenase,Thailand
Enhancing purchase intention in circular economy: An empirical evidence of remanufactured automotive product in Thailand,Thailand
Comprehensive investigation on bond mechanism of embedded through-section fiber-reinforced polymer bars to concrete for structural analysis,Thailand
Antioxidant and Anti-inflammatory Diagnostic Biomarkers in Multiple Sclerosis: A Machine Learning Study,Brazil
"Duck Tembusu virus detection and characterization from mosquitoes in duck farms, Thailand",Thailand
An iterative elastic SBFE approach for collapse load analysis of inelastic structures,Australia
Synthesis and electrochemical performance of LiV3O8/graphene for aqueous lithium batteries,Malaysia
Unilateral breast enlargement secondary to hemodialysis arteriovenous fistula,Thailand
Risk factors of foot and mouth disease in an endemic area on low vaccination rate in Xayaboury province of Lao People’s Democratic Republic (Lao PDR),Laos
Trinucleotide repeat expansion in the transcription factor 4 (TCF4) gene in Thai patients with Fuchs endothelial corneal dystrophy,Japan
Optimal scheduling of electric vehicles aggregator under market price uncertainty using robust optimization technique,China
"The Effects of Restricted Protein Diet Supplemented With Ketoanalogue on Renal Function, Blood Pressure, Nutritional Status, and Chronic Kidney Disease-Mineral and Bone Disorder in Chronic Kidney Disease Patients: A Systematic Review and Meta-Analysis",Thailand
The potential use of cross-linked alginate/gelatin hydrogels containing silver nanoparticles for wound dressing applications,Thailand
Physical and psychological predictors on pain intensity in conscripts with plantar fasciitis,Thailand
Predicting bacteria causing acute bacterial rhinosinusitis by clinical features Predição de bactérias causadoras de rinossinusite bacteriana aguda por características clínicas,Thailand
Student and feedback: Which type of feedback is preferable?,Thailand
"Creative leadership strategies for primary school principals to promote teachers’ creativity in Guangxi, China",Thailand
Use of metal mesh to assist the multi-phase reaction in a microreactor,Thailand
Constructing MoS2/g-C3N4 heterojunction with enhanced oxygen evolution reaction activity: A theoretical insight,China
"Corrigendum: Fertility Preservation for Child and Adolescent Cancer Patients in Asian Countries (Frontiers in Endocrinology, (2019), 10, 10.3389/fendo.2019.00655)",Japan
Cortical superficial siderosis progression in cerebral amyloid angiopathy: Prospective MRI study,{}
Asian CHI symposium: HCI research from asia and on asian contexts and cultures,Japan
Atomic diffusion mediated by vacancy defects in L12-Zr3Al: A first-principles study,China
An introduction to deep convolutional neural networks with keras,Pakistan
Large-scale Distributive Matrix Collaborative Filtering for Recommender System,China
Visual-based Items Recommendation Using Deep Neural Network,China
Constraints on the χc1 versus χc2 Polarizations in Proton-Proton Collisions at s =8 TeV,Armenia
Elucidating the Regulon of a Fur-like Protein in Mycobacterium avium subsp. paratuberculosis (MAP),United States
Ethyl acetate extract of kaempferia parviflora inhibits helicobacter pyloriassociated mammalian cell inflammation by regulating proinflammatory cytokine expression and leukocyte chemotaxis,Thailand
Long-Term Isotope Evidence on the Diet and Habitat Breadth of Pleistocene to Holocene Caprines in Thailand: Implications for the Extirpation and Conservation of Himalayan Gorals,Thailand
A Well-Defined Core–Shell-Structured Capsule Catalyst for Direct Conversion of CO2 into Liquefied Petroleum Gas,Japan
Rocking vibrations of rigid foundations on multi-layered poroelastic media,Thailand
Comparison of two caries prevention programs among Thai kindergarten: A randomized controlled trial,Thailand
A highly responsive methanol sensor based on graphene oxide/polyindole composites,Thailand
"Middle Permian (Roadian) gastropods from the Khao Khad Formation, Central Thailand: Implications for palaeogeography of the Indochina Terrane",Germany
Performance analysis and temperature gradient of solid oxide fuel cell stacks operated with bio-oil sorption-enhanced steam reforming,Thailand
Aryl ethynylpyrene as fluorescent sensors for cyanide ions in aqueous media,Thailand
Computational Study of the Evolution of Ni-Based Catalysts during the Dry Reforming of Methane,United States
Supersymmetric solutions of 7D maximal gauged supergravity,Thailand
Rapid Low-Cost Microarray-Based Genotyping for Genetic Screening in Primary Immunodeficiency,Netherlands
Electrochemical immunosensor functionalized with nanobodies for the detection of the toxic microalgae Alexandrium minutum using glassy carbon electrode modified with gold nanoparticles,Slovenia
Quantitative analysis of calcium carbonate formation in magnetized water,Thailand
Neoproterozoic to Early Triassic tectono-stratigraphic evolution of Indochina and adjacent areas: A review with new data,Viet Nam
Bacterial cellulose membrane conjugated with plant-derived osteopontin: Preparation and its potential for bone tissue regeneration,Thailand
"Hydrochemical, geophysical and multivariate statistical investigation of the seawater intrusion in the coastal aquifer at Phetchaburi Province, Thailand",Thailand
Photocatalytic zinc oxide on flexible polyacrylonitrile nanofibers via sol–gel coaxial electrospinning,Thailand
A Control System for Maintaining Passenger Cabin Air Quality,Thailand
Epigenetic TET-Catalyzed Oxidative Products of 5-Methylcytosine Impede Z-DNA Formation of CG Decamers,Thailand
"Investigating carbon dioxide absorption by urban trees in a new park of Bangkok, Thailand",Thailand
Husband's willingness-to-pay for HIV and syphilis screening at antenatal care clinic under the Thai universal coverage scheme,Thailand
Study of excited Λb 0 states decaying to Λb 0π+π− in proton-proton collisions at s=13TeV,Armenia
Measurement of the tt‾bb‾ production cross section in the all-jet final state in pp collisions at s=13 TeV,Armenia
Production of Λc + baryons in proton-proton and lead-lead collisions at s NN =5.02TeV,Armenia
Running of the top quark mass from proton-proton collisions at s=13TeV,Armenia
Undrained lower bound solutions for end bearing capacity of shallow circular piles in non-homogeneous and anisotropic clays,Thailand
Influence of rice husk ash on mechanical properties and fire resistance of recycled aggregate high-calcium fly ash geopolymer concrete,Thailand
"Vincetoxicum strigosum (Asclepiadoideae, Apocynaceae), a new species from northeastern Thailand",Thailand
User requirement and usability testing framework for information system development: Case study of financial institution,Thailand
Head gimbal assembly automated visual inspection by using digital image processing,Thailand
Development of Decision Support System for Solving the Machine Selection Problem in an Intermittent Manufacturing System Design,Thailand
Applying rice husk biochar to revitalise saline sodic soil in Khorat Plateau area - A case study for food security purposes,Thailand
Development of Delaminate Inspection by Using Sound Sensor and Pattern Recognition Technique,Thailand
Development of Leishmania (Mundinia) in guinea pigs,Czech Republic
Improvement of Non-oil Ethylene Propylene Diene Monomers Mixing Process,Thailand
Creation A Strategic Plan for Supporting Digital Transformation,Thailand
The Development of Machineries and Technologies to Support Digital Transformation,Thailand
Automated Monitoring and Behavior Analysis for Proactive Security Operations,Thailand
Reduced Cardiac Index Reserve and Hypovolemia in Severe Falciparum Malaria,Australia
"Feeding Cells with a Novel ""trojan"" Carrier: Citrate Nanoparticles",Thailand
CdS/ZnO: A Multipronged Approach for Efficient Reduction of Carbon Dioxide under Visible Light Irradiation,China
Performance of the prototype shaftless small scale horizontal wind turbine for electricity generating from industrial exhaust air system,Thailand
Fuel replacement: A possible option for Thailand energy security?,Thailand
"Enhanced oil recovery: Potential for oil production development in Fang oilfield, Thailand",Thailand
"A systemic approach to integrated sustainable solid waste management through community engagement: A case study of Tan Deaw sub-district, Saraburi province",Thailand
Business model and market designs for solar prosumer on peer to peer energy trading in Thailand,Thailand
Feasibility on development of kinetic-energy harvesting floors,Thailand
Comparative customer economics on different financial options in support the adoption of residential rooftop photovoltaic in Thailand,Thailand
Crucial factors in shaping strategies for Thai energy business in the dynamic era,Thailand
Efficiency of zinc ions (II) adsorption using activated carbon from palm kernel shell,Thailand
Changes in plasma aldosterone level after weight loss by bariatric surgery in morbidly obese patients,Thailand
Predictors of advanced fibrosis in elderly patients with biopsy-confirmed nonalcoholic fatty liver disease: The GOASIA study,Thailand
Tuning of catalytic behaviors in ethanol dehydration with oxygen cofeeding over Pd-HBZ catalyst for ethylene production at low temperature,Thailand
Effect of light intensity on survival and photosynthetic efficiency of cultured corals of different ages,Thailand
"Distribution of sea cucumbers, Holothuria atra, on reefs in the upper Gulf of Thailand and the effect of their population densities on sediment microalgal productivity",Thailand
Search for a Narrow Resonance Lighter than 200 GeV Decaying to a Pair of Muons in Proton-Proton Collisions at s =13 TeV,Armenia
Extraocular muscle insertion shift after disinsertion during strabismus surgery,United States
Sulfonated hydrothermal carbon-based catalyzed esterification under microwave irradiation: Optimization and kinetic study,Thailand
"Complete mitochondrial genome of a sea star, Linckia laevigata (Echinodermata, Asteroidea, Valvatida, Ophidiasteridae)",Japan
Parallel U-shaped assembly line balancing with adaptive MOEA/D hybridized with BBO,Thailand
"Taxonomic revision of the land snail genera Macrochlamys Gray, 1847 and Sarika Godwin-Austen, 1907 (Eupulmonata: Ariophantidae) from south-eastern Myanmar, with descriptions of three new species",Thailand
Soluble fms-like tyrosine kinase 1 and placental growth factor ratio for predicting preeclampsia in elderly gravida,Thailand
Normal Range of Ocular Ductions in Various Age Brackets by Prism Shifting Light-Reflex Test,Thailand
Behavioral problems in perinatally HIV-infected young children with early antiretroviral therapy and HIV-exposed uninfected young children: prevalence and associated factors,Thailand
"Health Connections in Intergenerational Relationships: A Case Study on the Impact of Familial Activities on the Health and Well-being of Young and Elderly People in Bangkok, Thailand: Research",Thailand
Extraction of lycopene from tomato with environmentally benign solvents: Box-Behnken design and optimization,Thailand
Cepharanthine combined with 5-fluorouracil inhibits the growth of p53-mutant human colorectal cancer cells,Thailand
In-Hospital Complications and Readmission in Patients with Hemophilia Undergoing Hip or Knee Arthroplasty,Thailand
EMBODIED CARBON EMISSIONS OF CONSTRUCTION MATERIALS: A CASE STUDY OF BUILDINGS IN THAILAND,{}
Chemical constituents of chloroform extract from the lichen Ramalina peruviana Arch (Ramalinaceae),Viet Nam
Nursing research priorities in Indonesia as perceived by nurses,Indonesia
"A novel, virus-like double-stranded RNA in Phytopythium cucurbitacearum isolated from para rubber tree (Hevea brasiliensis) in eastern Thailand",Thailand
"The ovarian structure and oogenesis of the pea crab Pinnotheres cyclinus Gordon, 1932: A histological investigation",Thailand
Antioxidant and Acetylcholinesterase Inhibitory Activities of Morinda Citrifolia L. Extracts,Thailand
Conference proceedings from the 22nd Bangkok International Symposium on HIV Medicine,Thailand
The mediation effects of organizational engagement between HRM practices and employee job satisfaction in the pharmaceutical industry in Thailand,Thailand
Photocatalytic degradation of organic dyes using nickel oxide incorporated titania nanocatalyst,India
Ablepharon macrostomia syndrome in a Thai patient: Case report and literature review,Thailand
Prevalence and time course of elevated serum levels of liver enzymes in otherwise healthy Thai infants with breast milk jaundice: A cohort study,Thailand
2019 Seoul consensus on esophageal Achalasia guidelines,South Korea
Discovering a population of Tylototriton verrucosus (Caudata: Salamandridae) from Thailand: Implications for conservation,Thailand
"Predicting potential distribution of an endemic butterfly lizard, Leiolepis ocellata (Squamata: Agamidae)",Thailand
Production Allocation and Distribution for Bottled Water Manufacturing,Thailand
Low-Risk Innovative Ideas with High Self-Confidence: Innovation Process Characteristics in ASEAN Countries,Japan
An Integer Programming Model for the Deterministic Wave-Based Same-Day Pickup and Delivery Problem,Thailand
Forecasting Inbound Tour Daily Demand with Multi Seasonality Pattern: A Case Study of a Tour Operator in Thailand,Thailand
Effect of Cracking Furnace Parameters through Transfer Line Exchanger Outlet Temperature,Thailand
Analyzing the Effects of Sessions on Unique Visitors and Unique Page Views with Google Analytics: A case study of a Tourism Website in Thailand,Thailand
Prediction of the Profitability of Pairs Trading Strategy Using Machine Learning,Thailand
Offshore Crew Boat Sailing Time Forecast using Regression Models,Thailand
Customer Churn Prediction for a Software-as-a-Service Inventory Management Software Company: A Case Study in Thailand,Thailand
Numerical solution of direct and inverse problems for time-dependent volterra integro-differential equation using finite integration method with shifted chebyshev polynomials,Thailand
Ultrasound-guided physiological saline injection for patients with myofascial pain,Thailand
Search for heavy Higgs bosons decaying to a top quark pair in proton-proton collisions at √s = 13 TeV,Armenia
"A study on the knowledge, attitudes, and practices of Asian dermatologists in the management of atopic dermatitis",Singapore
Uncommon atypical presentations of COVID-19: Important and should not be under recognized!,China
Role of spin-orbit coupling in the alloying behavior of multilayer Bi1-xSbx solid solutions revealed by a first-principles cluster expansion,Thailand
Semantic labeling in remote sensing corpora using feature fusion-based enhanced global convolutional network with high-resolution representations and depthwise atrous convolution,Thailand
Roles of salicylate donors in enhancement of productivity and isotacticity of ziegler-natta catalyzed propylene polymerization,Japan
Ionic liquid-based electrolytes for energy storage devices: A brief review on their limits and applications,South Korea
Simultaneous enhancement of photocatalytic bactericidal activity and strength properties of acrylonitrile-butadiene-styrene plastic via a facile preparation with silane/TiO2,Thailand
Minimal Starobinsky supergravity coupled to a dilaton-axion superfield,Thailand
"Multivariate statistical analysis of hydrochemical data and stable isotopes of groundwater contaminated with nitrate at Huay Sai royal development study center and adjacent areas in Phetchaburi province, Thailand",Thailand
Current colorectal cancer in Thailand,Thailand
"Ceropegia graminea (Apocynaceae: Asclepiadoideae), a new species from eastern Thailand",Thailand
Outcome after functional hemispherectomy in children with Rasmussen encephalitis: A report of 20 years’ experience at King Chulalongkorn Memorial Hospital,Thailand
Measurement of properties of Bs0 → μ+μ − decays and search for B0 → μ+μ − with the CMS experiment,Armenia
Diagnostic and prognostic roles of circulating miRNA-223-3p in hepatitis B virus–related hepatocellular carcinoma,Thailand
One-pot synthesis of amorphous calcium phosphate/Fe3O4 composites and the application in the removal of cadmium,Thailand
Volkov–Akulov–Starobinsky supergravity revisited,Thailand
Target identification using homopharma and network-based methods for predicting compounds against dengue virus-infected cells,Japan
Efficient Adaptive Procedure for Buckling Analysis of Skeletal Structures,Thailand
"The 8th IUPAC International Conference on Green Chemistry, 9-14 September 2018 - Bangkok (Thailand)",Thailand
Antibiofilm activity and cytotoxicity of silk sericin against Streptococcus mutans bacteria in biofilm: An in vitro study,Thailand
Structure–activity relationships and molecular docking analysis of Mcl-1 targeting renieramycin T analogues in patient-derived lung cancer cells,Thailand
Epitope finding in 2019 novel coronavirus (2019-nCoV): The first world report,Thailand
"Surgical treatment of strabismus in thyroid eye disease: characteristics, dose–response, and outcomes",United States
Object-oriented software for fitness-for-service assessment of cracked cylinder based on API RP 579,Thailand
Contact mixing patterns and population movement among migrant workers in an urban setting in Thailand,Thailand
Catalytic dehydration of ethanol over W/TiO2 catalysts having different phases of titania support,Thailand
Survival of Salmonella in various wild animal feces that may contaminate produce,Turkey
Wide electrochemical window of screen-printed electrode for determination of rapamycin using ionic liquid/graphene composites,Thailand
A combination of experimental and computational methods to study the reactions during a Lignin-First approach,Sweden
Facile investigation of Ti 3+ state in Ti-based ziegler-natta catalyst with a combination of cocatalysts using electron Spin resonance (ESR),Thailand
Evidence against an important role of plasma insulin and glucagon concentrations in the increase in EGP caused by SGLT2 inhibitors,United States
Visual genotyping of thalassemia by using pyrrolidinyl peptide nucleic acid probes immobilized on carboxymethylcellulose-modified paper and enzyme-induced pigmentation,Thailand
Machine-learning classification of neurocognitive performance in children with perinatal HIV initiating de novo antiretroviral therapy,United States
Blockade of PD-1 Attenuated Postsepsis Aspergillosis Via the Activation of IFN-γ and the Dampening of IL-10,Thailand
Comparative study of different chitosan solutions to assist the green synthesis of gold nanoparticles under irradiation,Thailand
"Antioxidant, α-amylase and α-glucosidase activity of various solvent fractions of I. obliquus and the preventive role of active fraction against H2O2 induced damage in hepatic L02 cells as fungisome",China
"In major depression, increased kappa and mu opioid receptor levels are associated with immune activation",Iraq
Evaluation of Anyplex™ II MTB/MDR kit’s performance to rapidly detect isoniazid and rifampicin resistant Mycobacterium tuberculosis from various clinical specimens,Thailand
Pathogenesis of Thai duck Tembusu virus in Cherry Valley ducks: The effect of age on susceptibility to infection,Thailand
Serum Galactomannan Index for the Rapid Diagnosis of Fungal Peritonitis in Patients With Peritoneal Dialysis,Thailand
"Effect of backfat thickness during late gestation on farrowing duration, piglet birth weight, colostrum yield, milk yield and reproductive performance of sows",Thailand
An epidemiological survey of the current status of Zika and the immune interaction between dengue and Zika infection in Southern Taiwan,Taiwan
Investigation of Generalized SIFs of cracks in 3D piezoelectric media under various crack-face conditions,Thailand
Transcriptome analysis identifies immune-related genes and antimicrobial peptides in Siamese fighting fish (Betta splendens),Thailand
"Synbiotic edible film from konjac glucomannan composed of Lactobacillus casei-01® and Orafti®GR, and its application as coating on bread buns",Thailand
An improved method for analyzing and reporting patterns of in-field recurrence after stereotactic ablative radiotherapy in early-stage non-small cell lung cancer,United States
Motor-sparing effect of iPACK (interspace between the popliteal artery and capsule of the posterior knee) block versus tibial nerve block after total knee arthroplasty: A randomized controlled trial,Thailand
Simultaneous biosurfactant-assisted remediation and corn cultivation on cadmium-contaminated soil,Thailand
Cyanobacterial production of poly(3-hydroxybutyrate-co-3-hydroxyvalerate) from carbon dioxide or a single organic substrate: improved polymer elongation with an extremely high 3-hydroxyvalerate mole proportion,Thailand
Verbal and visuospatial short-term and working memory data across a 43-year period (1973–2016) worldwide: Flynn and anti-Flynn effects,Thailand
Innovative seawater uranium recovery agent based on low-cost polyacrylonitrile fibers,Thailand
Characterization of graphene grown by direct-liquid-injection chemical vapor deposition with cyclohexane precursor in N2 ambient,Thailand
"Genetic characterization of infectious bronchitis viruses in Thailand, 2014–2016: identification of a novel recombinant variant",Thailand
Select a protective agent for encapsulation of Lactobacillus plantarum,Thailand
"Long-term data from a phase 3 study of radotinib versus imatinib in patients with newly diagnosed, chronic myeloid leukaemia in the chronic phase (RERISE)",South Korea
"On C1,α-regularity for critical points of a geometric obstacle-type problem",Thailand
Typical and Atypical Hemolytic Uremic Syndrome in the Critically Ill,United States
Impact of obstructive sleep apnea on silent cerebral small vessel disease: a systematic review and meta-analysis,Thailand
Optimization of Fiber-Reinforced Polymer Patches for Repairing Fatigue Cracks in Steel Plates Using a Genetic Algorithm,Thailand
No changes in gut microbiota after two-week sleep extension in chronically sleep-deprived individuals,Thailand
Enhanced hydrogen production by Nostoc sp. CU2561 immobilized in a novel agar bead,Thailand
Risk-involved stochastic scheduling of plug-in electric vehicles aggregator in day-ahead and reserve markets using downside risk constraints method,China
Resting-state neural signatures of depressive symptoms in acute HIV,United States
The Initial Functional Unit When Naming Words and Pseudowords in Thai: Evidence from Masked Priming,Australia
Low-cost management of mushroom poisoning in a limited-resource area: a 12-year retrospective study,Thailand
Integrated process for the production of fermentable sugar and methane from rubber wood,Thailand
The role of neutrophil chemotaxis activity as an immunologic biomarker to predict mortality in critically-ill patients with severe sepsis,Thailand
Paper-based cation-selective optode sensor containing benzothiazole calix[4]arene for dual colorimetric Ag+ and Hg2+ detection,Thailand
Polyhydroxyalkanoate production using two-stage continuous stirred tank activated sludge systems with glycerol as a carbon source,Thailand
Natural polyphenols prevent indomethacin-induced and diclofenac-induced Caco-2 cell death by reducing endoplasmic reticulum stress regardless of their direct reactive oxygen species scavenging capacity,Thailand
A cleanser formulated with Tris (hydroxymethyl) aminomethane and l-arginine significantly improves facial acne in male Thai subjects,Thailand
Assessment of C-DBP and N-DBP formation potential and its reduction by MIEX® DOC and MIEX® GOLD resins using fluorescence spectroscopy and parallel factor analysis,Thailand
Oxidative upgrade of furfural to succinic acid using SO3H-carbocatalysts with nitrogen functionalities based on polybenzoxazine,Thailand
Effect of Jagged1 on the expression of genes in regulation of osteoblast differentiation and bone mineralization ontology in human dental pulp and periodontal ligament cells,Thailand
Risk-constrained stochastic power procurement of storage-based large electricity consumer,China
Metaheuristic optimization algorithms to estimate statistical distribution parameters for characterizing wind speeds,United States
Hydrogen Production by Steam Reforming of Fusel Oil Using a CeCoOx Mixed-Oxide Catalyst,Thailand
A scaling perspective on the distribution of executive compensation,Thailand
Effect of different phase composition in titania on catalytic behaviors of AgLi/TiO2 catalysts via ethanol dehydrogenation,Thailand
Promotional role of MgO on sorption-enhanced steam reforming of ethanol over Ni/CaO catalysts,China
Differential quantitative proteomics reveals key proteins related to phenotypic changes of breast cancer cells expressing progesterone receptor A,Thailand
Does Food Allergy Require Any Change in Measles-Mumps-Rubella Vaccination?: Correspondence,Thailand
"Ontological politics of hydrosocial territories in the Salween River basin, Myanmar/Burma",Finland
Do monetary policy transparency and central bank communication reduce interest rate disagreement?,Thailand
Synthesis of hierarchical structured rare earth metal–doped Co3O4 by polymer combustion method for high performance electrochemical supercapacitor electrode materials,India
Dating multiple generation of zircons from granites and gneiss from Thailand: Implication for the crustal evolution of the Sibumasu terrane,Thailand
Local structure and evolution of phase transformation in Bi0.4871Na0.4871La0.0172TiO3–BaTiO3 materials,Thailand
Community and compensation: Director remuneration in Thailand,Thailand
Catalytic activity of heterogeneous acid catalysts derived from corncob in the esterification of oleic acid with methanol,Thailand
A preliminary investigation for Cu distribution in paddy soil and rice plants in contaminated paddy fields,Thailand
Dissolvable and edible film for long-lasting kaffir lime aroma in food,Thailand
Depression in the medically ill,Canada
Anatomical and Ultrasonography-Based Investigation to Localize the Arteries on the Central Forehead Region During the Glabellar Augmentation Procedure,Thailand
Antibody levels to Malassezia pachydermatis and Staphylococcus pseudintermedius in atopic dogs and their relationship with lesion scores,Thailand
Hepatitis B virus vaccine immune response and mortality in dialysis patients: a meta-analysis,Thailand
Synthesis and characterizations of TiN-SBA-15 mesoporous materials for CO2 dry reforming enhancement,Thailand
Positive mother-child interactions and parenting styles were associated with lower screen time in early childhood,Thailand
