Title,Author_count,Open_access,Unique_affiliations_count,cite_count
Accuracy of clinical risk scores in predicting post-rtPA intracerebral hemorrhage in a Thai cohort,5,,3,0
Heart failure council of Thailand (HFCT) 2019 heart failure guideline: Advanced heart failure,5,,2,1
Ethnic variation of colonic polyps,4,,3,0
"Nitrate contamination in groundwater in sugarcane field, Suphan Buri Province, Thailand",2,,1,5
Ultrasound visualization of the anatomy relevant for lumbar plexus block: Comparison of the paramedian transverse and Shamrock scan technique,5,0,4,4
Extreme Debris Disk Variability: Exploring the Diverse Outcomes of Large Asteroid Impacts during the Era of Terrestrial Planet Formation,17,1,15,22
Search for a low-mass τ − τ + resonance in association with a bottom quark in proton-proton collisions at √s = 13 TeV,2286,1,248,17
Industry 4.0: A solution towards technology challenges of sustainable business performance,4,1,4,303
Expression of a stress-responsive gene cluster for mycosporine-2-glycine confers oxidative stress tolerance in Synechococcus elongatus PCC7942,5,0,2,5
"Patch metrics of roosting site selection by Lyle's flying fox (Pteropus lylei Andersen, 1908) in a human-dominated landscape in Thailand",7,1,3,4
"Non-oral, aerobic, Gram-negative bacilli in the oral cavity of Thai HIV-positive patients on Highly-active anti-retrovirus therapy medication",4,1,3,6
"Validation of a self-report adherence measurement tool among a multinational cohort of children living with HIV in Kenya, South Africa and Thailand",10,1,9,9
Unintentional pediatric trauma in the emergency department,2,1,3,0
Tensor network analysis of critical coupling in two dimensional ϕ 4 theory,6,1,5,34
Modelling population dynamics and seasonal movement to assess and predict the burden of melioidosis,8,1,5,4
"Prototheca paracutis sp. nov., a novel oleaginous achlorophyllous microalga isolated from a mangrove forest",6,0,2,8
Determinants of giving birth in a health facility; analysis of three Pakistan demographic health surveys,3,,2,2
"Fuzzy AHP integrated with GIS analyses for drought risk assessment: A case study from Upper Phetchaburi River Basin, Thailand",2,1,1,40
"Search for supersymmetry in events with a photon, jets, b -jets, and missing transverse momentum in proton–proton collisions at 13 Te",2283,1,178,15
Blood leukocyte LINE-1 hypomethylation and oxidative stress in knee osteoarthritis,5,1,2,6
Combinations of single-top-quark production cross-section measurements and |f LV Vtb| determinations at √s = 7 and 8 TeV with the ATLAS and CMS experiments,5215,1,457,23
Finding the best effective way of treatment for rapid I-131 turnover Graves’ disease patients A randomized clinical trial,3,1,3,6
Combined measurements of Higgs boson couplings in proton–proton collisions at √s=13Te,2298,1,178,379
T-duality equivalences beyond string theory,4,1,3,15
An Ssd1 homolog impacts trehalose and chitin biosynthesis and contributes to virulence in Aspergillus fumigatus,5,1,3,16
"Micromonospora caldifontis sp. nov., isolated from hot spring soil",3,1,3,2
Momentum space conformal three-point functions of conserved currents and a general spinning operator,3,1,2,33
Measurement of inclusive very forward jet cross sections in proton-lead collisions at √sNN = 5.02 TeV,2280,1,244,11
Projection of future precipitation extremes across the Bangkok Metropolitan Region,1,1,1,18
Effect of cetyltrimethylammonium bromide on the biosorption of acid blue 25 onto bengal gram fruit shell,5,0,4,4
Adsorption of acid blue 25 from aqueous solution using zeolite and surfactant modified zeolite,7,0,6,16
Measurement of the energy density as a function of pseudorapidity in proton–proton collisions at √s=13TeV,2284,1,179,12
Occurrence of seasonal water replacement in mangrove soil and the trunk growth response of Avicennia alba related to salinity changes in a tropical monsoon climate,7,0,4,13
Does reviewing fasting plasma glucose results patterns before glycosylated hemoglobin testing in type-2 diabetic patients lead to better testing decision?,2,0,1,0
Pain duration and intensity are related to coexisting pain and comorbidities present in temporomandibular disorder pain patients,4,0,1,7
Natural Thermoresponsive Rice Granules as Biocompatible Drug Carriers,5,1,3,1
"Life after 90: Predictors of mortality and performance of the ACS-NSQIP risk calculator in 4,724 nonagenarian patients undergoing emergency general surgery",12,0,2,15
"Measurement of the t t ¯ production cross section, the top quark mass, and the strong coupling constant using dilepton events in pp collisions at √s=13Te",2283,1,179,67
Factorials and the finite sequences of sets,2,0,1,4
Simultaneous determination of β-agonists by UHPLC coupled with electrochemical detection based on palladium nanoparticles modified BDD electrode,6,0,3,21
"Volatile Chemical Composition, Antibacterial and Antifungal Activities of Extracts from Different Parts of Globba schomburgkii Hook.f.",8,0,1,4
Long-term growth in children with posterior urethral valves,2,1,1,4
Standards of diagnostic colonoscopy for early-stage neoplasia: Recommendations by an Asian private group,21,1,17,17
Osteitis in Chronic Rhinosinusitis,3,0,5,23
Chrysotobibenzyl inhibition of lung cancer cell migration through Caveolin-1-dependent mediation of the integrin switch and the sensitization of lung cancer cells to cisplatin-mediated apoptosis,7,0,1,17
Differential efficacy of combined phacoemulsification and endocyclophotocoagulation in open-angle glaucoma versus angle-closure glaucoma,13,1,11,11
Periostin plays role in force-induced stem cell potential by periodontal ligament stem cells,3,0,2,17
Complications and accuracy of computed tomography-guided transthoracic needle biopsy in patients over 80 years of age,6,0,2,7
"Efficacy of Baricitinib in the Treatment of Chilblains Associated With Aicardi-Goutières Syndrome, a Type I Interferonopathy",10,1,4,35
Female-restricted syndromic intellectual disability in a patient from Thailand,4,0,3,10
Gene expression profiling of Jagged1-treated human periodontal ligament cells,7,0,1,3
"Effect of supplementing the laying hen diets with choline, folic acid, and vitamin B12 on production performance, egg quality, and yolk phospholipid",4,0,3,6
Measurement properties of patient-reported outcome measures in radiotherapy-induced trismus,5,0,3,2
"Blood glucose, amino acid profiles and nutrient transporter gene expressions in the small intestine of low and normal birthweight piglets during the early suckling period",3,1,1,11
Pyrolysis of Millettia (Pongamia) pinnata waste for bio-oil production using a fly ash derived ZSM-5 catalyst,3,0,2,15
Phase stabilities and vibrational analysis of hydrogenated diamondized bilayer graphenes: A first principles investigation,7,0,5,32
In situ catalytic pyrolysis of Jatropha wastes using ZSM-5 from hydrothermal alkaline fusion of fly ash,4,0,2,34
Compact buds with biphasic differentiation and calcitonin-expressing neuroendocrine cells—previously unrecognized structures of thyroglossal duct unveiled by immunohistochemistry,2,0,3,2
Intra-Articular Tranexamic Acid Mitigates Blood Loss and Morphine Use After Total Knee Arthroplasty. A Randomized Controlled Trial,6,0,3,23
New approaches to monitor semi-volatile organic compounds released during coffee roasting using flow-through/active sampling and comprehensive two-dimensional gas chromatography,8,2,5,18
State-community property-rights sharing in forests and its contributions to environmental outcomes: Evidence from Thailand's community forestry,1,0,1,16
Transthyretin Amyloidosis Mimicking Obstructive Hypertrophic Cardiomyopathy: A Great Imitator,7,0,1,1
Der p 1-specific regulatory T-cell response during house dust mite allergen immunotherapy,15,0,7,58
"Optimal strategies of siting, sizing, and scheduling of BESS: Voltage management solution for future LV network",3,0,3,2
Revisit Roles of HTA on Drug Policy in Universal Health Coverage in Thailand: Where Are We? And What Is Next?,5,1,7,8
"Impacts of salinity level and flood irrigation on Cd mobility through a Cd-contaminated soil, Thailand: experimental and modeling techniques",3,0,2,18
"Clinical manifestations, treatment outcomes, and prognostic factors of pediatric anti-NMDAR encephalitis in tertiary care hospitals: A multicenter retrospective/prospective cohort study",4,0,4,19
Catalytic hydrotreatment of pyrolysis-oil with bimetallic Ni-Cu catalysts supported by several mono-oxide and mixed-oxide materials,5,0,4,10
Laundry Detergency of Solid Nonparticulate Soil or Waxy Solids: Part II. Effect of the Surfactant Type,4,0,3,3
A pH optical and fluorescent sensor based on rhodamine modified on activated cellulose paper,5,0,2,12
ALK-positive histiocytosis: an expanded clinicopathologic spectrum and frequent presence of KIF5B-ALK fusion,14,1,9,62
The aspartate aminotransferase/platelet count ratio index (APRI) in dengue,1,0,2,1
"Cortico-anorectal, Spino-anorectal, and Cortico-spinal Nerve Conduction and Locus of Neuronal Injury in Patients With Fecal Incontinence",6,2,4,14
"Evidence of pandemic H1N1 influenza exposure in dogs and cats, Thailand: A serological survey",10,0,1,8
Anatomical variations of anterior ethmoidal artery and their significance in endoscopic sinus surgery: a systematic review,5,0,4,20
Anatomical variations of anterior ethmoidal artery at the ethmoidal roof and anterior skull base in Asians,8,0,4,9
"Independent and additive effects of PNPLA3 and TM6SF2 polymorphisms on the development of non-B, non-C hepatocellular carcinoma",8,0,2,24
Use of Combined Botulinum Toxin and Physical Therapy for Treatment Resistant Congenital Muscular Torticollis,6,0,3,17
Premature small for gestational age infants fed an exclusive human milk-based diet achieve catch-up growth without metabolic consequences at 2 years of age,5,1,5,17
Adsorption of single and mixed haloacetonitriles on silica-based porous materials: Mechanisms and effects of porous structures,4,0,2,9
"Productive aging in developing Southeast Asia: Comparative analyses between Myanmar, Vietnam and Thailand",3,2,3,18
Novel mutations in SPTA1 and SPTB identified by whole exome sequencing in eight Thai families with hereditary pyropoikilocytosis presenting with severe fetal and neonatal anaemia,9,1,3,12
Market Opportunity Analysis in Thailand: Case of Individual Power Sources by Thermoelectric-Generator Technology for Portable Electronics,3,0,2,1
Prophylactic angiographic embolisation after endoscopic control of bleeding to high-risk peptic ulcers: A randomised controlled trial,12,0,4,39
Diagnostic Performance of the Electroencephalogram in the Elderly Manifesting With Episodes of Unresponsiveness,3,0,2,0
Providing regular care for grandchildren in Thailand: An analysis of the impact on grandparents’ health,2,0,1,15
Through the looking glass: Understanding Thai academics' viewpoints on integrated marketing communications,2,1,1,3
Health status and labour market outcome: Empirical evidence from Australia,3,0,4,2
Erratum: Au-catalyzed desorption of GaAs oxides (Nanotechnology (2019) 30 (215703) DOI: 10.1088/1361-6528/ab062e),4,0,2,0
Assessment of bioaerosols in tuberculosis high-risk areas of health care facilities in central Thailand,6,1,6,4
Characteristics and risk factors for antituberculosis drug-induced liver injury in a cohort of patients with cirrhosis in a tertiary referral university teaching hospital in Thailand,7,1,1,2
"Measurement and Determinants of Quality of Life of Older Adults in Ho Chi Minh City, Vietnam",4,0,3,6
A novel catalyst of Ni hybridized with single-walled carbon nanohorns for converting methyl levulinate to γ-valerolactone,6,1,3,14
Unacceptable Forms of Work in the Thai Sex and Entertainment Industry,1,1,1,4
Quasiparticle relaxation dynamics in URu2-xFexSi2 single crystals,8,1,6,1
Factors influencing the decision to choose a birth center by pregnant women in Gombe state Nigeria: Baseline survey,2,1,1,7
Controlling self-assembling and color-transition of polydiacetylene/zinc(II) ion/zinc oxide nanocomposites by varying pH: Effects of surface charge and head group dissociation,4,0,2,29
Re-forming of CO2-Containing Natural Gas with Steam and Partial Oxidation over Ni Catalysts in Corona Discharge for Synthesis Gas Production,5,0,1,5
Subject-Independent Emotion Recognition during Music Listening Based on EEG Using Deep Convolutional Neural Networks,4,2,3,17
Heterogeneity effects on the management of retirement fund,2,0,1,1
Three-dimensional dynamic response of multilayered poroelastic media,3,0,1,17
Effects of conductive polyazulene and plasticizer embedded in deproteinized natural rubber transdermal patch on electrically controlled naproxen release-permeation,4,0,3,5
Search for W Boson Decays to Three Charged Pions,2280,1,253,6
Catalytic Steam Reforming of Biomass-Derived Tar over the Coal/Biomass Blended Char: Effect of Devolatilization Temperature and Biomass Type,3,0,2,14
"DP4-assisted structure elucidation of isodemethylchodatin, a new norlichexanthone derivative meager in h-atoms, from the lichen parmotrema tsavoense",7,1,5,6
Evaluating the CO2 Capture Performance Using a BEA-AMP Biblend Amine Solvent with Novel High-Performing Absorber and Desorber Catalysts in a Bench-Scale CO2 Capture Pilot Plant,4,0,2,20
An application of scissored-pair control moment gyroscopes in a design of wearable balance assistance device for the elderly,3,0,1,6
Jet Shapes of Isolated Photon-Tagged Jets in Pb-Pb and pp Collisions at sNN =5.02 TeV,2301,1,248,35
"An effect-analysis method for species-dependent coral health status in temperature and ammonia: A case study of Acropora sp., Turbinaria sp., and Porites sp.",3,1,1,0
Attention allocation to 2D and 3D emotion-inducing scenes: A neurophysiological study,6,0,4,3
Cationic-Polymer-Functionalized Zinc Oxide Quantum Dots: Preparation and Application to Iron(II) Ion Detection,2,0,2,3
Near-horizon quasinormal modes of charged scalar around a general spherically symmetric black hole,3,1,1,8
Phytostilbenoid production in white mulberry (Morus alba L.) cell culture using bioreactors and simple deglycosylation by endogenous enzymatic hydrolysis,7,0,4,8
Potential of sustainable bioenergy production from Synechocystis sp. cultivated in wastewater at large scale – A low cost biorefinery approach,5,0,4,34
Myalgic encephalomyelitis or chronic fatigue syndrome: how could the illness develop?,4,1,5,38
Study on Raman spectroscopy of InSb nano-stripes grown on GaSb substrate by molecular beam epitaxy and their Raman peak shift with magnetic field,12,1,4,5
Molecular beam epitaxial growth of interdigitated quantum dots for heterojunction solar cells,13,0,5,4
Anti-phase domain induced morphological differences of self-assembled InSb/GaAs quantum dots grown on (0 0 1) Ge substrate,11,1,5,2
Analysis for T-stress of cracks in 3D anisotropic elastic media by weakly singular integral equation method,3,0,2,11
Heterostructures of mesoporous TiO 2 and SnO 2 nanocatalyst for improved electrochemical oxidation ability of vitamin B6 in pharmaceutical tablets,10,0,10,33
"In Schizophrenia, Increased Plasma IgM/IgA Responses to Gut Commensal Bacteria Are Associated with Negative Symptoms, Neurocognitive Impairments, and the Deficit Phenotype",4,0,5,41
Effect of oxygen concentration on the tension and shear strength of Zr-O system: A first-principles study,5,0,2,7
"The 2nd international conference on electronics, communications and control engineering: ICECC 2019",1,,1,0
Development of a prototype of autonomous vehicle for agriculture applications,4,0,1,3
Development of an Automatic Meter Reading and Outage Management System using LoRaWAN Technology,2,0,1,4
"Timing of periarticular injection has no effect on postoperative pain and functional recovery in simultaneous bilateral total knee arthroplasty: A prospective randomized, double-blinded trial",6,1,3,8
Message from General Chair,1,,1,0
Message from technical program committee chairs,5,,4,0
Risks in the Eyes of Tourists: A Survey Study on Perceived Thai Tourism Risks,3,0,2,1
Improve Traffic Prediction Using Accident Embedding on Ensemble Deep Neural Networks,2,0,1,8
Observation of prompt J/ψ meson elliptic flow in high-multiplicity pPb collisions at √sNN=8.16 TeV,2273,1,198,28
Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,2276,1,197,122
Energy Efficiency and Safety for Wall Type Air Conditioner with Propane Refrigerant,2,1,1,0
Vibrational Analysis on Patellofemoral Joint Degradation of Swine's Knee,4,1,2,0
Synergistic effects of photo-irradiation and curcumin-chitosan/alginate nanoparticles on tumor necrosis factor-alpha-induced psoriasis-like proliferation of keratinocytes,6,1,4,23
Development of antituberculosis melt-blown polypropylene filters coated with mangosteen extracts for medical face mask applications,6,0,4,22
Sensitivity analysis techniques for the optimal system design of forward osmosis in organic acid recovery,3,0,2,5
Observation of Single Top Quark Production in Association with a Z Boson in Proton-Proton Collisions at s =13 TeV,2281,1,252,48
Efficacy and improvement of lipid profile after switching to rilpivirine in resource limited setting: real life clinical practice,6,1,2,2
Steam reforming of acetic acid for hydrogenproduction: Catalytic performances of Ni and Co supported on Ce0·75Zr0·25O2 catalysts,3,0,2,22
"Prehospital care of the 13 hypothermic, anesthetized patients in the Thailand Cave rescue",4,0,4,5
Effect of Ionization State on Voltage-Sensor Structure in Resting State of the Hv1 Channel,2,0,1,4
Quantum Mechanics/Molecular Mechanics (QM/MM) Calculations Support a Concerted Reaction Mechanism for the Zika Virus NS2B/NS3 Serine Protease with Its Substrate,3,2,3,19
Proton Transfers at a Dopamine-Functionalized TiO 2 Interface,4,1,2,13
Amphotericin B loaded solid lipid nanoparticles (SLNs) and nanostructured lipid carrier (NLCs): physicochemical and solid-solution state characterizations,3,0,2,41
Health risk assessment of residential exposure to cypermethrin among young children in agricultural communities in northeastern Thailand,5,0,4,7
"Annotated catalogue of the types of Indo-Burmese non-marine Gastropoda deposited in the Faculty of Tropical Medicine, Mahidol University, Thailand",5,0,2,0
"Factors associated with health effects from occupational exposure to pesticide residues among greengrocers in fresh market, Bangkok, Thailand",5,0,4,1
A new phenanthrene dimer from Dendrobium palpebrae,7,0,1,13
Randomized Trial Evaluating Percutaneous Coronary Intervention for the Treatment of Chronic Total Occlusion: The DECISION-CTO Trial,32,1,21,207
Observation of Two Excited Bc+ States and Measurement of the Bc+ (2S) Mass in pp Collisions at s =13 TeV,2279,1,253,84
Patient-reported advantages and disadvantages of peritoneal dialysis: Results from the PDOPPS,15,1,10,19
Chemical constituents of Ficus consociata Blume (Moraceae),7,1,4,2
The effect of quail egg and hen egg consumption on low-density lipoprotein oxidation and small dense low-density lipoprotein,5,1,1,0
Regulation and decriminalisation of illegal substances in Thailand,4,1,4,1
Copper oxide nanorods electrodes for organophosphate pesticide sensor,7,0,2,8
A Real-Time Free Chlorine Monitoring by Graphene Field-Effect Transistor,7,0,2,1
Incidence and mortality of renal cell carcinoma after kidney transplantation: A meta-analysis,14,1,12,22
Intestinal parasites associated with opportunistic coccidial infections among immunocompromised individuals in central iran: A cross sectional study,8,1,6,4
Burden of diseases among nursing staff in a Tertiary Hospital in Thailand,4,,2,0
Nitric oxide synthesis inhibition and anti-inflammatory effect of polypeptide isolated from chicken feather meal in lipopolysaccharide-stimulated RAW 264.7 macrophages,8,1,2,11
Spark Framework for Real-Time Analytic of Multiple Heterogeneous Data Streams,2,0,1,6
A path analysis of psychotic symptoms among persons with schizophrenia using methamphetamines,3,,2,0
An alternative quadratic functional equation on 2-divisible commutative groups,3,,1,0
Safety and immunogenicity of MF59-adjuvanted cell culture-derived A/H5N1 subunit influenza virus vaccine: Dose-finding clinical trials in adults and the elderly,12,1,14,7
"Exposure of chlorpyrifos in toddlers living in an agricultural area in Sakon Nakhon province, North-East Thailand",6,1,4,4
Redesign of a continuous passive motion machine for total knee replacement therapy,2,1,1,3
Women’s experiences and acceptability of medical termination of pregnancy: Results of an introductory study in Thailand,3,1,3,3
Effectiveness of modified health belief model-based intervention to reduce body mass index for age in overweight junior high school students in Thailand,5,1,1,5
Heart failure council of Thailand (HFCT) 2019 heart failure guideline: Comorbidity in heart failure,5,,4,4
Enhancing cytokine clearances with sustained low-efficiency diafiltration (SLED-f) using high cut-off dialyzer in septic aki patients: A randomized trial,6,,3,2
Radiation dose used in pediatric voiding cystourethrography: Three-year data from king Chulalongkorn memorial hospital,3,,1,1
Heart failure council of Thailand (HFCT) 2019 heart failure guideline: Atrial fibrillation in heart failure guidelines,5,,5,1
Clam-shaped cyclam-functionalized porphyrin for electrochemical reduction of carbon dioxide,5,0,2,1
Detection of airborne Mycobacterium tuberculosis complex in high-risk areas of health care facilities in Thailand,6,0,6,13
Urine TWEAK level as a biomarker for early response to treatment in active lupus nephritis: A prospective multicentre study,10,1,7,16
Photocatalytic liquid-phase selective hydrogenation of 3-nitrostyrene to 3-vinylaniline of various treated-TiO2 without use of reducing gas,4,1,2,8
Butoxy mansonone G inhibits STAT3 and akt signaling pathways in non-small cell lung cancers: Combined experimental and theoretical investigations,4,1,1,20
Selective consumption of sacoglossan sea slugs (Mollusca: Gastropoda) by scleractinian corals (Cnidaria: Anthozoa),7,1,5,19
Search for contact interactions and large extra dimensions in the dilepton mass spectra from proton-proton collisions at √s=13 TeV,2280,1,248,21
Comparison of tumor regression grading system in locally advanced esophageal squamous cell carcinoma after preoperative radio-chemotherapy to determine the most accurate system predicting prognosis,4,1,1,7
Effect of macrolide prophylactic therapy on AIDS-Defining conditions and HIV-Associated mortality,24,1,22,0
Innovative inventory pooling system based on computing and optimization techniques,4,1,1,0
Diabetic muscle infarction: Rare complication with a distinct clinical manifestation,2,2,2,2
Low risk of neurodevelopmental impairment among perinatally acquired HIV-infected preschool children who received early antiretroviral treatment in Thailand,12,1,7,6
Effects of preoperative endoanal ultrasound on functional outcome after anal fistula surgery,4,1,1,4
Identification and lipolytic activity of Bacillus and Staphylococcus strains from shrimp paste (Ka-pi),3,1,2,3
Measurements of the pp ? WZ inclusive and differential production cross sections and constraints on charged anomalous triple gauge couplings at √s = 13 TeV,2292,1,247,60
Combined effects of celecoxib and cepharanthine on human colorectal cancer cells in vitro,4,1,1,2
Words Diffusion an Analysis of across Facebook Pages in Thailand,2,0,1,0
Women's preferences and factors influencing their obstetric care service utilization in rural Sindh: A cross sectional study,4,,2,2
Similar Cluster recommendation of Product Purchases by Pages liked Analysis,2,0,1,2
Exclusiveness Centrality: A Novel Centrality Measure to Find Behavioral Influencers on Twitter,2,0,1,3
Prediction of Post likes Using Clustering and Regression Technique,2,0,1,0
Search for nonresonant Higgs boson pair production in the b b ¯ b b ¯ final state at √s = 13 TeV,2291,1,247,27
Unification of inflation and dark matter in the Higgs–Starobinsky model,2,1,3,12
Post-yield Fracture Mechanics as a Measure of the Degradation of Artificially Aged Biodegradable Mulch Films,6,0,5,0
Combination of endoscopic retrograde cholangiopancreatography and endoscopic ultrasonography-guided biliary drainage in malignant hilar biliary obstruction,3,1,3,28
Isolated intermittent neurogenic priapism: An unusual presentation in degenerative lumbar spinal stenosis,2,2,1,2
Greybody factor for black string in dRGT massive gravity,3,1,4,31
"Bacillus salacetis sp. Nov., a slightly halophilic bacterium from thai shrimp paste (ka-pi)",4,1,3,3
Electrochemical investigation of amino acids Parkia seeds using the composite electrode based on copper/carbon nanotube/nanodiamond,6,0,3,5
Association between periodontitis and spontaneous abortion: A case-control study,10,0,4,16
Measurement of the top quark mass in the all-jets final state at √s=13TeV and combination with the lepton+jets channel,2284,1,179,38
Search for resonant production of second-generation sleptons with same-sign dimuon events in proton–proton collisions at √s=13TeV,2294,1,178,4
Search for excited leptons in ℓℓγ final states in proton-proton collisions at √s=13 TeV,2293,1,247,7
Search for resonant t t ¯ production in proton-proton collisions at √s=13 TeV,2302,1,248,40
Whole-Genome Sequencing for Drug Resistance Profile Prediction in Mycobacterium tuberculosis,17,1,10,43
Bacterial Cytological Profiling as a Tool To Study Mechanisms of Action of Antibiotics That Are Active against Acinetobacter baumannii,8,1,4,29
Human Papillomavirus in Thai Women and Men with Anogenital Warts,8,0,3,9
Locomotor Kinematics of Two Semi-Wild Macaque Species (Macaca assamensis and Macaca arctoides) in Thailand,3,1,2,2
How and Whom to Monitor for Seizures in an ICU: A Systematic Review and Meta-Analysis,6,0,4,34
Thalassemia trait and G6PD deficiency in Thai blood donors,4,0,2,6
"Biotransformation of lauric acid into 1,12-dodecanedioic acid using CYP52A17 expressed in Saccharomyces cerevisiae and its application in refining coconut factory wastewater",4,0,3,5
Path to Centralization and Development: Evidence from Siam,2,0,2,11
Dealing with the effects of ocean acidification on coral reefs in the Indian Ocean and Asia,11,1,12,21
Ti0.8O2 nanosheets inhibit lung cancer stem cells by inducing production of superoxide anion,7,1,5,15
The effect of dietary ions difference on drinking and eating patterns in dairy goats under high ambient temperature,4,1,3,6
Oil supplementation improved growth and diet digestibility in goats and sheep fed fattening diet,8,1,4,11
Epidemiology of atrial fibrillation in patients with cirrhosis and clinical significance: A meta-analysis,10,0,8,14
Interobserver and intraobserver variation in the morphological evaluation of noninvasive follicular thyroid neoplasm with papillary-like nuclear features in Asian practice,10,0,13,32
Predicting the Biomethanation Potential of Some Lignocellulosic Feedstocks using Linear Regression Models: The Effect of Pretreatment,2,1,1,6
"The impact of a quality improvement project to standardize pain, agitation, and withdrawal assessments on the use of morphine and midazolam in the Pediatric Intensive Care Unit",6,0,3,4
Iterative LMI Approach to Robust State-feedback Control of Polynomial Systems with Bounded Actuators,4,0,3,5
Influence of carbon nanotube and ionic liquid on properties of natural rubber nanocomposites,8,1,4,27
Computational fluid dynamics simulation of full breathing cycle for aerosol deposition in trachea: Effect of breathing frequency,5,0,1,10
Association between Sleep Disturbances and Daytime Somnolence in Parkinson's Disease,3,0,2,7
Administration of carbetocin after the first piglet was born reduced farrowing duration but compromised colostrum intake in newborn piglets,8,0,3,13
Effect of EDTA and NTA on cadmium distribution and translocation in Pennisetum purpureum Schum cv. Mott,5,0,3,11
Gabapentin and pregabalin to treat aggressivity in dementia: a systematic review and illustrative case report,6,1,4,23
Identification and evaluation of novel anchoring proteins for cell surface display on Saccharomyces cerevisiae,7,0,2,12
Modifying interlayer space of montmorillonite with octakis(3-(1-methylimidazolium)propyl) octasilsesquioxane chloride,8,0,3,4
Oxidative stress and LINE-1 reactivation in bladder cancer are epigenetically linked through active chromatin formation,9,0,3,18
WNT1-associated osteogenesis imperfecta with atrophic frontal lobes and arachnoid cysts,9,0,4,8
Influence of phosphoric acid modification on catalytic properties of Al2O3 catalysts for dehydration of ethanol to diethyl ether,3,1,2,14
Mechanical stress induced S100A7 expression in human dental pulp cells to augment osteoclast differentiation,10,0,2,13
Effects of Crack Density on Wettability and Mechanical Properties of Hard Chrome Coatings,5,0,4,1
IL-10 is associated with increased mu-opioid receptor levels in major depressive disorder,4,1,4,27
Furosemide Stress Test as a Predicting Biomarker for Delayed Graft Function in Kidney Transplantation,11,0,2,14
A sustainable solution for removal of glutaraldehyde in saline water with visible light photocatalysis,5,0,7,11
Modulation of fructooligosaccharide chain length and insight into the product binding motif of Lactobacillus reuteri 121 inulosucrase,7,0,2,38
Effect of color attributes on the buying decision model for Durio zibethinus L.,3,0,2,2
Antimicrobial activity of PIT-fabricated cinnamon oil nanoemulsions: Effect of surfactant concentration on morphology of foodborne pathogens,5,0,2,48
Efficacy and safety of anticoagulation for atrial fibrillation in patients with cirrhosis: A systematic review and meta-analysis,13,0,8,43
"Factors affecting the willingness to join community-based health insurance (CBHI) scheme: A case study survey from Savannakhet Province, Lao P.D.R.",2,0,1,2
Chemical state and coordination structure of La cations doped in KTaO3 photocatalysts,3,0,3,11
Morphology and structure controlled fabrication of Cu2ZnSnS4 thin films by convective assembly deposition,3,0,1,6
Metalloporphyrins-sensitized titania-silica-iron oxide nanocomposites with high photocatalytic and bactericidal activities under visible light irradiation,4,0,2,14
Synthesis of peroxy-functionalized magnetic mesoporous silica for epoxidation of vinyl acetate,3,0,1,3
Treatment options in pediatric super-refractory status epilepticus,2,0,2,20
International survey on growth indices and impacting factors in children with food allergies,16,0,13,38
Cholesterol crystals in periapical lesions of root filled teeth,4,0,1,1
Evaluating the performance of automated UV enzymatic assay for screening of glucose 6-phosphate dehydrogenase deficiency,8,0,3,9
Synthesis and characterization of AMO LDH-derived mixed oxides with various Mg/Al ratios as acid–basic catalysts for esterification of benzoic acid with 2-ethylhexanol,5,0,4,62
Relation of lumbar sympathetic chain to the open corridor of retroperitoneal oblique approach to lumbar spine: an MRI study,7,0,2,8
Evaluation of nocturnal hypokinesia in Parkinson's disease using a novel patient/proxy questionnaire and correlations with objective monitoring,8,2,4,8
A folding affinity paper-based electrochemical impedance device for cardiovascular risk assessment,3,0,1,27
Cyclic tensile force stimulates BMP9 synthesis and in vitro mineralization by human periodontal ligament cells,6,0,2,19
"Evolution of a major extensional boundary fault system during multi-phase rifting in the Songkhla Basin, Gulf of Thailand",2,0,2,10
Catalytic dehydration of ethanol to ethylene and diethyl ether over alumina catalysts containing different phases with boron modification,4,0,3,17
"Do Human Endogenous Retroviruses Contribute to Multiple Sclerosis, and if So, How?",4,1,4,23
Tuning the composition of porous resin-templated TiO 2 macrobeads for optimized photocatalytic performance,7,2,3,5
Effects of Qigong practice in office workers with chronic non-specific low back pain: A randomized control trial,4,0,2,25
Ammonia sensing of silver nanoparticles synthesized using tannic acid combined with UV radiation: Effect of UV exposure time,2,1,1,15
Bifunctional clove oil nanoparticles for anesthesia and anti-bacterial activity in Nile tilapia (Oreochromis niloticus),12,0,2,21
Correlation between size and phase structure of crystalline BaTiO3 particles synthesized by sol-gel method,2,0,2,11
Combination of Searches for Higgs Boson Pair Production in Proton-Proton Collisions at s =13 TeV,2293,1,247,124
Crystal structure of dimeric Synechococcus spermidine synthase with bound polyamine substrate and product,7,0,3,4
A real-world study of effectiveness of intravitreal bevacizumab and ranibizumab injection for treating retinal diseases in Thailand,15,1,11,10
Design and fabrication of robotic autopsy Saw,2,0,2,2
Correction to: Genomic analysis of Leptospira interrogans serovar Paidjan and Dadas isolates from carrier dogs and comparative genomic analysis to detect genes under positive selection (BMC Genomics (2019) 20 (168) DOI: 10.1186/s12864-019-5562-z),5,1,3,2
Hepatic protein Carbonylation profiles induced by lipid accumulation and oxidative stress for investigating cellular response to non-alcoholic fatty liver disease in vitro,8,1,4,8
Fabrication of Miniature Surface Plasmon Resonance Sensor Chips by Using Confined Sessile Drop Technique,8,0,3,11
