Title,affliation_country
Iloprost Induces Dental Pulp Angiogenesis in a Growth Factor–free 3-Dimensional Organ Culture System,Thailand
Fe-based bimetallic catalysts supported on TiO2 for selective CO2 hydrogenation to hydrocarbons,United States
Canine Bocavirus Type 2 Infection Associated With Intestinal Lesions,Thailand
The CDK inhibitor purvalanol A induces neutrophil apoptosis and increases the turnover rate of Mcl-1: potential role of p38-MAPK in regulation of Mcl-1 turnover,Thailand
Shrimp hemocyte homeostasis-associated protein (PmHHAP) interacts with WSSV134 to control apoptosis in white spot syndrome virus infection,Thailand
Isoferulic acid attenuates methylglyoxal-induced apoptosis in INS-1 rat pancreatic β-cell through mitochondrial survival pathways and increasing glyoxalase-1 activity,Thailand
H2S sensing characteristics of Ni-doped CaCu3Ti4O12 films synthesized by a sol-gel method,Thailand
Poly(acrylic acid)-grafted magnetite nanoparticle conjugated with pyrrolidinyl peptide nucleic acid for specific adsorption with real DNA,Thailand
Process and cost modeling of lactic acid recovery from fermentation broths by membrane-based process,Thailand
Immunogold-agglutination assay for direct detection of HPV-16 E6 and L1 proteins from clinical specimens,Thailand
Changes in physicochemical properties and starch crystallinity of sponge cake containing HPMC and extra virgin coconut oil during room temperature storage,Thailand
Biosorption of heavy metals by obligate halophilic fungi,China
Improved heterologous expression of the membrane-bound quinoprotein quinate dehydrogenase from Gluconobacter oxydans,Japan
Identification and production of mouse scFv to specific epitope of enterovirus-71 virion protein-2 (VP2),Thailand
Getting a good night sleep? The importance of recognizing and treating nocturnal hypokinesia in Parkinson's disease,Thailand
A randomized phase III study between sequential versus simultaneous integrated boost intensity-modulated radiation therapy in nasopharyngeal carcinoma Eine randomisierte Phase-III-Studie für den Vergleich zwischen intensitätsmodulierter Strahlentherapie mit sequenziell oder mit simultan integriertem Boost bei Nasopharynxkarzinom,Thailand
Pediatric cleft palate patients show a 3- to 5-fold increase in cumulative radiation exposure from dental radiology compared with an age- and gender-matched population: a retrospective cohort study,Belgium
Are endocrine disrupting compounds environmental risk factors for autism spectrum disorder?,United States
Investigation of Stability and Failure Mechanism of Undercut Slopes by Three-Dimensional Finite Element Analysis,Thailand
Peripheral Alterations in Cytokine and Chemokine Levels After Antidepressant Drug Treatment for Major Depressive Disorder: Systematic Review and Meta-Analysis,Brazil
Zika Virus as an Emerging Neuropathogen: Mechanisms of Neurovirulence and Neuro-Immune Interactions,United Kingdom
Practical Approach in Developing Desirable Peel–Seal and Clear Lidding Films Based on Poly(Lactic Acid) and Poly(Butylene Adipate-Co-Terephthalate) Blends,Thailand
Preparation of poly(methyl methacrylate)-Silica nanoparticles via differential microemulsion polymerization and physical properties of NR/PMMA-SiO2 hybrid membranes,Thailand
Effects of analcime zeolite synthesized from local pottery stone as nucleating agent on crystallization behaviors and mechanical properties of isotactic polypropylene,Thailand
Poly(vinyl chloride)/Poly(butylene succinate)/wood flour composites: Physical properties and biodegradability,Thailand
Thermodynamic parameters and isotherm application on enantiomeric separation of levofloxacin using hollow fiber supported liquid membrane system,Thailand
"Preferential nucleation, guiding, and blocking of self-propelled droplets by dislocations",Thailand
New location recommendation technique on social network,Thailand
A narrow endemic new species of dendrobium sect. Stachyobium from Thailand (orchidaceae: Malaxideae),Thailand
CU Flipped Smart Application: A Learning Tool for 21st Century Learners,Thailand
International leadership for the control of disease outbreaks relating to “One Health”,Thailand
Preparation of anhydrite from eggshell via pyrolysis,Thailand
Modulation of Neuronal Activity on Intercalated Neurons of Amygdala Might Underlie Anxiolytic Activity of a Standardized Extract of Centella asiatica ECa233,Thailand
Photoelectrocatalytic Synthesis of Hydrogen Peroxide by Molecular Copper-Porphyrin Supported on Titanium Dioxide Nanotubes,Austria
Optimal Representation for Right-to-Left Parallel Scalar Point Multiplication,Thailand
Constraints on the chiral magnetic effect using charge-dependent azimuthal correlations in pPb and PbPb collisions at the CERN Large Hadron Collider,Armenia
"Photoinduced glycerol oxidation over plasmonic au and aum (M = Pt, Pd and Bi) nanoparticle-decorated TiO2 photocatalysts",Thailand
Photoautotrophic cultivating options of freshwater green microalgal Chlorococcum humicola for biomass and carotenoid production,Thailand
Estrogen receptor beta expression and prognosis of diffuse large B cell lymphoma,Thailand
Observation and explanation of two-dimensional interconversion of oximes with multiple heart-cutting using comprehensive multidimensional gas chromatography,Australia
Associations of Grip Strength and Change in Grip Strength With All-Cause and Cardiovascular Mortality in a European Older Population,Thailand
Estimating user story points using document fingerprints,Thailand
Translating TOSCA into docker-compose YAML file using ANTLR,Thailand
Early versus standard initiation of renal replacement therapy in furosemide stress test non-responsive acute kidney injury patients (the FST trial),Thailand
Patients’ attitude toward diabetes mellitus screening in Thai dental clinics,Thailand
The development of neonatal nursing standards of practice for Cambodia: A Delphi study,Thailand
A view on medical care globalization and medical tourism,Thailand
"Assessment of the validity and reliability of an urban household health expenditure (HHE) questionnaire in Kuala Lumpur, Malaysia",Thailand
"Assessment of ambient dust pollution status at selected point sources (Residential and commercial) of Mingaladon area, Yangon region, Myanmar",Myanmar
Integrated genome-wide Alu methylation and transcriptome profiling analyses reveal novel epigenetic regulatory networks associated with autism spectrum disorder,Thailand
"Insight into a conformation of the PNA-PNA duplex with (2″R,4″R)- and (2″R,4″S)-prolyl-(1S,2S)-2-aminocyclopentanecarboxylic acid backbones",Thailand
Sleep disorders and their management in children with Ehlers-Danlos syndrome referred to sleep clinics,United States
Effects of bedroom environmental conditions on the severity of obstructive sleep apnea,Thailand
Performance of integrated ferrate–polyaluminum chloride coagulation as a treatment technology for removing freshwater humic substances,Japan
One-pot method to synthesis polyaniline wrapped graphene aerogel/silver nanoparticle composites for solid-state supercapacitor devices,Thailand
On the bisymmetric nonnegative inverse eigenvalue problem,Thailand
Pyrrolidinyl PNA polypyrrole/silver nanofoam electrode as a novel label-free electrochemical miRNA-21 biosensor,Thailand
Non-enzymatic electrochemical detection of glucose with a disposable paper-based sensor using a cobalt phthalocyanine–ionic liquid–graphene composite,Thailand
Development of an automated wax-printed paper-based lateral flow device for alpha-fetoprotein enzyme-linked immunosorbent assay,Thailand
An unusual manifestation of calcineurin inhibitor-induced pain syndrome in kidney transplantation: A case report and literature review,Thailand
Influence of salt concentration on solubility and tie-line data for the system: Formic acid + n-butanol + water,Thailand
Evaluation of stability and viscosity measurement of emulsion from oil from production in northern oilfield in Thailand,Thailand
Potential of carbon dioxide storage from petroleum industries in the Gulf of Thailand for green production,Thailand
Physicians' and nurses' thoughts and concerns about introducing neonatal male circumcision in Thailand: A qualitative study,Thailand
Measurement of the associated production of a single top quark and a Z boson in pp collisions at s=13TeV,Armenia
Observation of the Higgs boson decay to a pair of τ leptons with the CMS detector,Armenia
Search for pair production of vector-like quarks in the bWb‾W channel from proton–proton collisions at s=13TeV,Armenia
Briquette fuel production from wastewater sludge of beer industry and biodiesel production wastes,Thailand
"Effectiveness of school- and family-based interventions to prevent gaming addiction among grades 4-5 students in Bangkok, Thailand",Thailand
"Presenting Safety Topics Using a Graphic Novel, Manga, to Effectively Teach Chemical Safety to Students in Japan, Taiwan, and Thailand",Japan
Search for supersymmetry with Higgs boson to diphoton decays using the razor variables at s=13TeV,Armenia
Notch signaling in macrophages in the context of cancer immunity,Thailand
Avicequinone B sensitizes anoikis in human lung cancer cells,Thailand
"An exploratory study on the knowledge management process, tools, and technologies in the context of small restaurant businesses in Thailand",Thailand
Chemical constituents of the lichen Usnea baileyi (Stirt.) Zahlbr,Thailand
Anti-Inflammatory Effects of Lychee (Litchi chinensis Sonn.) Seed Peptide Hydrolysate on RAW 264.7 Macrophage Cells,Thailand
Measurement of the Splitting Function in pp and Pb-Pb Collisions at sNN =5.02 TeV,Armenia
Nongenomic action of aldosterone on colocalization of angiotensin II type 1 and type 2 receptors in rat kidney,Thailand
User Test on Text-Based CAPTCHA: A Letter Case Examination,Thailand
"Efficacy of dietary chitosan on growth performance, haematological parameters and gut function in broilers",Thailand
Low-cost and disposable sensors for the simultaneous determination of coenzyme Q10 and α-lipoic acid using manganese (IV) oxide-modified screen-printed graphene electrodes,Thailand
"Absorption heat, solubility, absorption and desorption rates, cyclic capacity, heat duty, and absorption kinetic modeling of AMP–DETA blend for post–combustion CO2 capture",Thailand
A Mirroring Process: From School Management Team Cooperation to Teacher Collaboration,Hong Kong
Impact of rest-break interventions on the neck and shoulder posture of symptomatic VDU operators during prolonged computer work,Thailand
Body image dissatisfaction in pregnant and non-pregnant females is strongly predicted by immune activation and mucosa-derived activation of the tryptophan catabolite (TRYCAT) pathway,Thailand
A teacher's perspective on autonomy and self-access: from theory to perception to practice,Thailand
The effectiveness of virtual learning environment for higher education learners in ASEAN community,Thailand
Virtual smart classroom to enhance 21st century skills in learning and innovation for higher education learners,Thailand
Suppression of Excited States Relative to the Ground State in Pb-Pb Collisions at s NN=5.02 TeV,Armenia
Why should neuroscientists worry about iron? The emerging role of ferroptosis in the pathophysiology of neuroprogressive diseases,Australia
Orthodeoxia as a presentation of intravascular large B cell lymphoma,Thailand
Nanocellulose: Extraction and application,Japan
Morphological and genetic characterization of marine filamentous cyanobacterium Geitlerinema isolated from Thailand,Thailand
The Authors Reply,Thailand
Probiotics in human mental health and diseases-A minireview,Thailand
Genistein-attenuated hepatic steatosis and inflammation in nonalcoholic steatohepatitis with bilateral ovariectomized rats,Thailand
Combining accelerometry-based motion artifact cancellation with pulse oximetry processing,Thailand
"Buffalo and various ruminant embryos production by inter-species, inter-genus and inter-subfamily somatic cell nuclear transfer",Thailand
Evaluation of the first radiolabeled99mTc-Jerusalem artichoke-containing snack bar on gastric emptying and satiety in healthy female volunteers,Thailand
Comprehensive evaluation of fecal incontinence: A preliminary report of anatomical neurophysiologic study,Thailand
Multi-detector computed tomography versus endoscopic ultrasonography for the detection of pancreatic cancer,Thailand
Transcutaneous esophageal ultrasonography in children with suspected gastroesophageal reflux disease,Thailand
Search for lepton-flavor violating decays of heavy resonances and quantum black holes to eμ final states in proton-proton collisions at √s=13 TeV,Armenia
Validation and reliability of the thai version of the oxford shoulder score,Thailand
Locating ASEAN in East Asia's regional order,Thailand
"Developing academic cancer immunotherapy in Asia-Lessons, challenges, and a vision for Thailand",Thailand
Vanadate-induced renal cAMP and malondialdehyde accumulation suppresses alpha 1 sodium potassium adenosine triphosphatase protein levels,Thailand
Search for vectorlike light-flavor quark partners in proton-proton collisions at s =8 TeV,Armenia
Measurement of the Λb polarization and angular parameters in Λb →j /ψ Λ decays from pp collisions at s =7 and 8 TeV MEASUREMENT of the Λb POLARIZATION ⋯ A. M. SIRUNYAN et al.,Armenia
Unraveling haplotype diversity of the apical membrane antigen-1 gene in Plasmodium falciparum populations in Thailand,Thailand
Validated RP-HPLC method for quantification of gastrodin in ethanolic extract from the pseudobulbs of grammatophyllum speciosum blume Validasi kaedah FT-KCPT bagi kuantifikasi gastrodin di dalam ekstrak etanolik dari pseudobulbs grammatophyllum speciosum blume,Thailand
Effectiveness of Short Message Service (SMS) intervention for promoting safe sex among army conscripts in a Province in Thailand,Thailand
"A chemical safety intervention program designed to reduce occupational exposure among vector control operators in Bangkok, Thailand",Thailand
Measurement of normalized differential t t ¯ cross sections in the dilepton channel from pp collisions at √s=13 TeV,Armenia
Identification and antimicrobial activity of Micromonospora strains from Thai peat swamp forest soils,Thailand
Genome sequences of RIGVIR oncolytic virotherapy virus and five other echovirus 7 isolates,Finland
"Search for massive resonances decaying into WW, WZ, ZZ, qW, and qZ with dijet final states at s =13 TeV",Armenia
"Liver disease burden and required treatment expenditures for hepatitis C virus (HCV) infection in Thailand: Implications for HCV elimination in the new therapeutic era, a population-based study",Thailand
Enhancement of uranium recovery from seawater using amidoximated polymer gel synthesized from radiation-polymerization and crosslinking of acrylonitrile and methacrylic acid monomers,Thailand
Layer-by-layer Proton Donor and Acceptor Membrane for an Efficient Proton Transfer System in a Polymer Electrolyte Membrane Fuel Cell,Thailand
Micro-Costing Analysis Demonstrates Comparable Costs for LithoVue Compared to Reusable Flexible Fiberoptic Ureteroscopes,United States
Targeted drug delivery in the suprachoroidal space by swollen hydrogel pushing,United States
Photosynthetic refixation varies along the stem and reduces CO2 efflux in mature boreal Pinus sylvestris trees,Sweden
Racial/ethnic disparities in gallbladder cancer receipt of treatments,United States
Search for new physics in events with a leptonically decaying Z boson and a large transverse momentum imbalance in proton–proton collisions at √s = 13 TeV,Armenia
A new section of Lower Palaeozoic rocks in Kayin State (Southeast Myanmar),Thailand
Measurement of associated Z + charm production in proton–proton collisions at √s=8TeV,Armenia
"Crystallisation of CH3NH3PbX3 (X = I, Br, and Cl) trihalide perovskite using PbI2 and PbCl2 precursors",Thailand
"Micromonospora globbae sp. Nov., an endophytic actinomycete isolated from roots of globba winitii C. H. Wright",Thailand
First human impacts and responses of aquatic systems: A review of palaeolimnological records from around the world,Switzerland
Comparison of preemptive therapy and antiviral prophylaxis for prevention of cytomegalovirus in seropositive liver transplant recipients,United States
Effect of gamma irradiation on properties of ultrafine rubbers as toughening filler in polybenzoxazine,Thailand
Application of the region–time–length algorithm to study of earthquake precursors in the Thailand–Laos–Myanmar borders,Thailand
Anterior Segment Imaging for Angle Closure,Thailand
The Chern-Simons Current in Systems of DNA-RNA Transcriptions,Italy
Comparison of disease activity between tacrolimus and mycophenolate mofetil in lupus nephritis: a randomized controlled trial,Thailand
Game for Low-Formal Education Farmers to Learn How to Improve Soil Quality,Thailand
Synthesis and characterization of poly(2-chloroaniline) by chemical oxidative polymerization,Thailand
"Morphological and dose-dependent study on the effect of methyl, hexyl, and dodecyl rosmarinate on staphylococcus carnosus LTH1502: Use of the Weibull model",Thailand
Optimization and mechanisms of As(III) removal from aqueous solution using Fe-MCM-41 immobilized on GAC,Thailand
"Using geospatial data for decision making for a MSW management plan in the city: a case study in Bangkok, Thailand",Thailand
The Cytochrome P450 3A5 Non-Expressor Kidney Allograft as a Risk Factor for Calcineurin Inhibitor Nephrotoxicity,Thailand
"Germ line IgM is sufficient, but not required, for antibodymediated alphavirus clearance from the central nervous system",United States
"Perampanel, an AMPA receptor antagonist: From clinical research to practice in clinical settings",Taiwan
Anti-neutrophil cytoplasmic antibodies and their clinical significance,Thailand
Antiviral activities of Clinacanthus nutans (Burm.f.) Lindau extract against Cyprinid herpesvirus 3 in koi (Cyprinus carpio koi),Thailand
AAV1.NT-3 gene therapy increases muscle fiber diameter through activation of mTOR pathway and metabolic remodeling in a CMT mouse model,United States
Letter: extensive intestinal metaplasia is associated with the presence of incomplete intestinal metaplasia subtype and could be an easier marker for high risk of gastric cancer Authors' reply,Thailand
A new design equation for drained stability of conical slopes in cohesive-frictional soils,Thailand
Metabolic responses of Aspergillus terreus under low dissolved oxygen and pH levels,Thailand
Isothermal and non-isothermal crystallization kinetics of poly(butylene succinate) with nanoprecipitated calcium carbonate as nucleating agent,Thailand
Implementing national strategies on antimicrobial resistance in Thailand: potential challenges and solutions,Thailand
Elevated HPV16 E1 Expression Is Associated with Cervical Cancer Progression,Thailand
Formation and characterization of BC and BC-paper pulp films for packaging application,Thailand
Valproic acid attenuates nitric oxide and interleukin-1β production in lipopolysaccharide-stimulated iron-rich microglia,Thailand
Can therapeutic Thai massage improve upper limb muscle strength in Parkinson's disease? An objective randomized-controlled trial,Thailand
Elastic layer under axisymmetric indentation and surface energy effects,Thailand
The Blomia tropicalis allergen Blo t 7 stimulates innate immune signalling pathways through TLR2,Thailand
A novel patterning method for three-dimensional paper-based devices by using inkjet-printed water mask,Thailand
CONTINUITY on GENERALISED TOPOLOGICAL SPACES VIA HEREDITARY CLASSES,Thailand
Twin InSb/GaAs quantum nano-stripes: Growth optimization and related properties,Thailand
Joint Management of an Interconnected Coastal Aquifer and Invasive Tree,Thailand
Transformation of heavy metal fractionation under changing environments: a case study of a drainage system in an e-waste dismantling community,Thailand
Training using a new multidirectional reach tool improves balance in individuals with stroke,Thailand
Generalized T-stress solutions for penny-shaped cracks in transversely isotropic piezoelectric media,Thailand
"Efficacy of MAS063DP lotion vs 0.02% triamcinolone acetonide lotion in improving post-ablative fractional CO2 laser resurfacing wound healing: a split-face, triple-blinded, randomized, controlled trial",Thailand
Perceptions of authority in a massive open online course: An intercultural study,Denmark
Anti-oxidant and anti-inflammatory effects of new bibenzyl derivatives from Dendrobium parishii in hydrogen peroxide and lipopolysaccharide treated RAW264.7 cells,Thailand
The immunopathogenic and immunomodulatory effects of interleukin-12 in periodontal disease,Thailand
Lingual tonsillectomy with palatal surgery for the treatment of obstructive sleep apnea in adults: a systematic review and meta-analysis,Thailand
A synergistic combination of Phyllanthus emblica and Alpinia galanga against H2O2-induced oxidative stress and lipid peroxidation in human ECV304 cells,Thailand
Combination of serum histidine-rich glycoprotein and uterine artery Doppler to predict preeclampsia article,Thailand
Defining spasticity: a new approach considering current movement disorders terminology and botulinum toxin therapy,Germany
Characterization of a bioactive Jagged1-coated polycaprolactone-based membrane for guided tissue regeneration,Thailand
Antibacterial cotton fabrics based on hydrophilic amino-containing scaffolds,Thailand
RNA sequencing data of Notch ligand treated human dental pulp cells,Thailand
Corticosteroid nasal irrigations are more effective than simple sprays in a randomized double-blinded placebo-controlled trial for chronic rhinosinusitis after sinus surgery,Australia
Prognostic factors affecting outcomes in patients with malignant GI bleeding treated with a novel endoscopically delivered hemostatic powder,Thailand
"In Schizophrenia, Depression, Anxiety, and Physiosomatic Symptoms Are Strongly Related to Psychotic Symptoms and Excitation, Impairments in Episodic Memory, and Increased Production of Neurotoxic Tryptophan Catabolites: a Multivariate and Machine Learning Study",Thailand
Add-on Treatment with Curcumin Has Antidepressive Effects in Thai Patients with Major Depression: Results of a Randomized Double-Blind Placebo-Controlled Study,Thailand
Association between secondhand smoke exposure and quality of life in pregnant women and postpartum women and the consequences on the newborns,Thailand
Treponema denticola increases MMP-2 expression and activation in the periodontium via reversible DNA and histone modifications,United States
Utilization of microalgae feedstock for concomitant production of bioethanol and biodiesel,Thailand
Intermittent compressive force induces human mandibular-derived osteoblast differentiation via WNT/β-catenin signaling,Thailand
"Using hair and fingernails in binary logistic regression for bio-monitoring of heavy metals/metalloid in groundwater in intensively agricultural areas, Thailand",Thailand
Differential gene modulation of pattern-recognition receptor TLR and RIG-I-like and downstream mediators on intestinal mucosa of pigs infected with PEDV non S-INDEL and PEDV S-INDEL strains,Thailand
Influences of climatic parameters on piglet preweaning mortality in Thailand,Thailand
"Effects of extensive bottom cultivation of tropical oyster Crassostrea belcheri on benthic invertebrate community structure in Ban Don Bay, Suratthani Province, Southern Thailand",Thailand
"A cytosolic sensor, PmDDX41, mediates antiviral immune response in black tiger shrimp Penaeus monodon",Thailand
Factors influencing nurse-assessed quality nursing care: A cross-sectional study in hospitals,China
Salicylicylphenylacetylene fluorophore mixed with graphene oxide for selective lysozyme detection,Thailand
The effects of walking intervention in patients with chronic low back pain: A meta-analysis of randomized controlled trials,Thailand
Enhanced electrochemical performances with a copper/xylose-based carbon composite electrode,Thailand
Silver nanoparticles-based hydrogel: Characterization of material parameters for pressure ulcer dressing applications,Thailand
Controlled synthesis of magnetic carbon nanoparticles via glycerol/ferrocene co-pyrolysis with magnetic induction,Thailand
"The effects of breaks on low back pain, discomfort, and work productivity in office workers: A systematic review of randomized and non-randomized controlled trials",Thailand
Couple of Histamine blue fluorescence chemosensor and surface charge selector of FC-modified silica nanoporous for highly specific histamine detection via FRET-process,Thailand
Long-term recovery narratives following major disasters in Southeast Asia,Thailand
Dynamic wetland mosaic environments and Asian openbill habitat creation in peri-urban Bangkok,Japan
Histological evaluations and inflammatory responses of different dental implant abutment materials: A human histology pilot study,Thailand
Synthesis of mesoporous tin dioxide via sol-gel process assisted by resorcinol–formaldehyde gel,Thailand
Effective biosensor based on graphene quantum dots via enzymatic reaction for directly photoluminescence detection of organophosphate pesticide,Thailand
Dynamic optimal joint policies for tourism promotion and environmental restoration,Thailand
Analysis of stereotactic biopsies performed on suspicious calcifications identified within 24 months after completion of breast conserving surgery and radiation therapy for early breast cancer: Can biopsy be obviated?,United States
The cadaveric feasibility study of using filler augmentation at the lower nose for the reinforcement of the external nasal valve,Thailand
A randomized controlled trial of the impact of pharmacist-led patient-centered pharmaceutical care on patients’ medicine therapy-related quality of life,Thailand
"Increased Root Canal Endotoxin Levels are Associated with Chronic Apical Periodontitis, Increased Oxidative and Nitrosative Stress, Major Depression, Severity of Depression, and a Lowered Quality of Life",Brazil
Characteristics of hydrochar and liquid fraction from hydrothermal carbonization of cassava rhizome,Thailand
Spur and helical gear sliding loss model with load distribution pattern on gear tooth surface,Thailand
Electronic and ionic conductivities enhancement of zinc anode for flexible printed zinc-air battery,Thailand
"Hazardous waste management in the department of environmental engineering, faculty of engineering, chulalongkorn university",Thailand
Effect of water hardness and pH on adsorption kinetic of arsenate on iron oxide,Thailand
A novel fluidized bed reactor configuration for nitrate reduction and low strength anaerobic wastewater treatment,Thailand
"Particulate matter monitoring using inexpensive sensors and internet GIS: A case study in nan, Thailand",Thailand
Experimental investigation on mechanical properties of geosynthetic cementitious composite mat (GCCM),Thailand
Fabrication of hierarchical porous ZnO/NiO hollow microspheres for adsorptive removal of Congo red,China
Aminoquinoline-Salicylaldimine Dyads as Highly Selective Turn-On Fluorescent Sensors for Zinc (II) Ions,Thailand
Heavy metal (Cd and pb) and aflatoxin contamination in tissues and eggs from free grazing ducks and their environment in central thailand,Thailand
Stable and effective proton exchange membrane formation via cross-linking the polymeric proton donor and proton acceptor in a layer-by-layer structure,Thailand
"Scenarios of municipal solid waste management for mitigating greenhouse gas emission: A case study of supermarket in Bangkok, Thailand",Thailand
"Evaluation of CSR project from the economic, environmental and social performances monitoring by using the case study of renewable energy for a community project in Thailand",Thailand
Model combining pre-transplant tumor biomarkers and tumor size shows more utility in predicting hepatocellular carcinoma recurrence and survival than the BALAD models,United States
Influence of the admicelled poly(methyl methacrylate) on the compatibility and toughness of poly(lactic acid),Thailand
Designing Model for Calculating the Amount of Cyber Risk Insurance,Thailand
Assessment of population coverage of hypertension screening in Thailand based on the effective coverage framework,Thailand
Feature based analysis friendly video coding scheme for HEVC,Thailand
Active and intelligent packaging: The indication of quality and safety,Thailand
An SDN framework for video conference in inter-domain network,Thailand
The effect of religious intervention on depressive symptoms and quality of life among indonesian elderly in nursing homes: A quasi-experimental study,Thailand
Behavioral aspects of commodity markets,United States
EYE-CAPTCHA: An enhanced CAPTCHA using eye movement,Thailand
Klippel-Trenaunay-Weber syndrome as a cause of chronic thromboembolic pulmonary hypertension,United States
Analysis of wild macaque stone tools used to crack oil palm nuts,United Kingdom
Formulation of microemulsion-based washing agent for oil recovery from spent bleaching earth-hydrophilic lipophilic deviation concept,Thailand
Thai-Lepto-on-admission probability (THAI-LEPTO) score as an early tool for initial diagnosis of leptospirosis: Result from Thai-Lepto AKI study group,Thailand
"Cyclization of aromatic aldehydes and phenylenediamines under reduced pressure: A convenient, environmentally friendly, and simple procedure for benzimidazole precursors",Thailand
Use of copper intrauterine device is not associated with higher bacterial vaginosis prevalence in Thai HIV-positive women,Thailand
Molecular simulations of a CO2/CO mixture in MIL-127,Thailand
Inventive problem solving for automotive part defective reduction,Thailand
Continuous positive airway pressure therapy in gestational diabetes with obstructive sleep apnea: A randomized controlled trial,Thailand
Effects of putrescine treatment on the quality attributes and antioxidant activities of ‘Nam Dok Mai No.4’ mango fruit during storage,Thailand
Graphene Oxide and Microwave Synergism for Efficient Esterification of Fatty Acids,Japan
Seismic capacity of masonry infilled RC frame strengthening with expanded metal ferrocement,Thailand
Monitoring and controlling ovarian activity in wild felids,Thailand
Novel organic/inorganic hybrid flower-like structure of selenium nanoparticles stabilized by pullulan derivatives,Thailand
Optimization of cinnamon oil nanoemulsions using phase inversion temperature method: Impact of oil phase composition and surfactant concentration,Thailand
Improving the microstructure and mechanical properties of Zr-Ti alloy by nickel addition,China
Effective mechanisms for environmental awareness enhancement of the Thai public company,Thailand
Key factors of low carbon development strategy for sustainable transport,Thailand
Confirmatory factor analysis of Post-Occupancy Evaluation Model (POEM) for sustainable neighborhood development,Thailand
Supramolecular Modulation of Structural Polymorphism in Pathogenic α-Synuclein Fibrils Using Copper(II) Coordination,South Korea
Search for the pair production of third-generation squarks with two-body decays to a bottom or charm quark and a neutralino in proton–proton collisions at s=13TeV,Armenia
Search for Higgs boson pair production in events with two bottom quarks and two tau leptons in proton–proton collisions at s=13TeV,Armenia
Search for pair production of excited top quarks in the lepton + jets final state,Armenia
Biodiesel production by a renewable catalyst from calcined Turbo jourdani (Gastropoda: Turbinidae) shells,Thailand
Expanding the oro-dental and mutational spectra of kabuki syndrome and expression of KMT2D and KDM6A in human tooth germs,Thailand
Quality control process improvement of flexible printed circuit board by FMEA,Thailand
Transportation of part supply improvement in agricultural machinery assembly plant,Thailand
Seed defective reduction in automotive Electro-Deposition Coating Process of truck cabin,Thailand
Tenofovir versus placebo to prevent perinatal transmission of hepatitis B,Thailand
ORR activity and stability of PtCr/C catalysts in a low temperature/pressure PEM fuel cell: Effect of heat treatment temperature,Thailand
Assessing the reactogenicity of Tdap vaccine administered during pregnancy and antibodies to Bordetella pertussis antigens in maternal and cord sera of Thai women,Thailand
Phonetic and systemic biases in tonal contour changes in Bangkok Thai,Thailand
Co-existence of the double inferior vena cava with complex interiliac venous communication and aberrant common hepatic artery arising from superior mesenteric artery: A case report,Thailand
Urethane-Linked Imidazole-Cellulose Microcrystals: Synthesis and Their Dual Functions in Adsorption and Naked Eye Sensing with Colorimetric Enhancement of Metal Ions,Thailand
Serum lipids as an indicator for the alteration of liver function in patients with hepatitis B,Pakistan
Poly(butyl acrylate-co-fluorinated acrylate)-graft-natural rubber: Synthesis and application as compatibilizer for natural rubber/poly(butyl acrylate-co-fluorinated acrylate) films,Thailand
Non uniform exponential bounds on normal approximation by Stein’s method and monotone size bias couplings,Thailand
Effects of water table fluctuation on diesel fuel migration in one-dimensional laboratory study,Thailand
Outcomes of stereotactic radiosurgery of brain metastases from neuroendocrine tumors,United States
Chinese Medicine in the Management of New and Emerging Infectious Diseases,Thailand
Update of multimodal pain management strategies for total knee arthroplasty,Thailand
Patients’ real life experience in using glucosamine sulfate for treatment of knee osteoarthritis under the comptroller general’s department (CGD) reimbursement protocol: A preliminary report,Thailand
Effectiveness of E-Learning with fifth-year medical students studying metabolic bone diseases,Thailand
"The validation and evaluation of anti-HIV testing algorithm used in mobile clinic setting for men who have sex with men in metropolitan Bangkok, Thailand",Thailand
Bat guano as the component of fertilizer or the health hazard?,Thailand
The influence of neighbor effect and urbanization toward organ donation in Thailand,Thailand
Agreement of Anterior Segment Parameters Obtained From Swept-Source Fourier-Domain and Time-Domain Anterior Segment Optical Coherence Tomography,United States
Does heating up saline for nasal irrigation improve mucociliary function in chronic rhinosinusitis?,Thailand
A model of professional tennis athletes development,Thailand
"Search for new phenomena in final states with two opposite-charge, same-flavor leptons, jets, and missing transverse momentum in pp collisions at √s=13 TeV",Armenia
Search for natural supersymmetry in events with top quark pairs and photons in pp collisions at √s=8 TeV,Armenia
Comparing transverse momentum balance of b jet pairs in pp and PbPb collisions at √sNN=5.02 TeV,Armenia
Search for electroweak production of charginos and neutralinos in multilepton final states in proton-proton collisions at √s=13 TeV,Armenia
"Correcting misidentifications and first confirmation of the globally-invasive Physa acuta Draparnaud, 1805 (Gastropoda: Physidae) in Thailand and Laos",Thailand
"Life cycle cost analysis and energy performance of president’s office, prince of Songkla university, Thailand",Thailand
Pharmacognostic specification and mangiferin content of aquilaria crassna leaves,Thailand
"Green diesel production through simultaneous deoxygenation of palmitic acid and desulfurization of 4,6-Dimethyl-dibenzothiophene over commercial CoMo/Al2O3",Thailand
Effect of thermal processing and ingredients on egg yolk quality,Thailand
Comparison of adductor canal block versus local infiltration analgesia on postoperative pain and functional outcome after total knee arthroplasty: A randomized controlled trial,Thailand
Estimation of aloe-emodin content in cassia grandis and cassia garrettiana leaves using tlc densitometric method and TLC image analysis,Thailand
