Title,Author_count,Open_access,Unique_affiliations_count,cite_count
The absolute tumor-capsule contact length in the diagnosis of extraprostatic extension of prostate cancer,6,0,3,3
Phycoremediation potential of Chlorella sp. on the polluted Thirumanimutharu river water,11,0,9,18
Upgradation of Nostoc punctriforme under subcritical conditions into liquid hydrocarbons (bio-oil) via hydro-deoxygenation: Optimization and engine tests,7,0,4,10
"Dissecting the localization of Tilapia tilapinevirus in the brain of the experimentally infected Nile tilapia, Oreochromis niloticus (L.)",8,2,5,13
"Predictors of knowledge, attitudes, and practices towards food safety among food handlers in Bangkok, Thailand",3,1,1,5
Toughness Improvement in Bio-based Poly(Lactic Acid)/Epoxidized Natural Rubber Blend Reinforced with Nanosized Silica,3,0,1,12
The Anatomical Study of the Nasal Septal Cartilage with its Clinical Implications,9,0,1,3
The discount factor for expected fundamentals: Evidence from a panel of 25 exchange rates,2,2,3,1
"Effects of lipopolysaccharide on proliferation, migration and osteogenic differentiation of apical papilla cells from early and late stage of root development",4,0,1,1
Bioactive glass versus Arginine dentifrices on the reduction of dentin permeability and acid tolerance,3,1,1,4
Optimum Design of a Ring-Shaped Clip Gauge,3,0,1,0
Normal values and regional differences in oesophageal impedance-pH metrics: A consensus analysis of impedance-pH studies from around the world,30,2,30,42
Minocycline as adjunctive treatment for major depressive disorder: Pooled data from two randomized controlled trials,19,0,16,14
Undrained stability of active trapdoors in two-layered clays,2,1,2,20
Effect of early screen media multitasking on behavioural problems in school-age children,4,0,1,8
Deficit schizophrenia and its features are associated with PON1 Q192R genotypes and lowered paraoxonase 1 (PON1) enzymatic activity: Effects on bacterial translocation,10,0,5,9
Schizophrenia phenomenology revisited: Positive and negative symptoms are strongly related reflective manifestations of an underlying single trait indicating overall severity of schizophrenia,3,2,5,12
A microscopic view to unlocking finance and trade: Evidence from Thailand,3,,3,0
Toughening and thermal characteristics of plasticized polylactide and poly(butylene adipate-co-terephthalate) blend films: Influence of compatibilization,4,0,3,18
Monoamine Levels and Parkinson’s Disease Progression: Evidence From a High-Performance Liquid Chromatography Study,5,1,4,5
An experimental study for optimizing the energy efficiency of a proton exchange membrane fuel cell with an open-cathode,4,0,2,8
Low-cost and Portable Creatinine Electrochemical Sensor for Non-invasive Chronic Kidney Disease Monitoring,5,0,2,7
The Impact of Social Media Usage on Work Efficiency: The Perspectives of Media Synchronicity and Gratifications,4,1,3,6
The Impact of Switching Intention of Telelearning in COVID-19 Epidemic's Era: The Perspective of Push-Pull-Mooring Theory,5,1,4,6
Reducing the Risk of Transmission of Critical Antimicrobial Resistance Determinants From Contaminated Pork Products to Humans in South-East Asia,9,1,4,11
Short-Term Effects of Sacubitril/valsartan on Echocardiographic Parameters in Dogs With Symptomatic Myxomatous Mitral Valve Disease,5,1,4,3
Direct Synthesis of Liquefied Petroleum Gas from Carbon Dioxide Using a Copper/Zinc Oxide/Zirconia/Alumina and HY Zeolite Hybrid Catalyst,6,0,5,1
A phase 2 study of nilotinib in pediatric patients with CML: Long-term update on growth retardation and safety,20,1,24,6
A Development of MALL Materials to Quality Education and Support English Oral Communicative Learning of Thai Airport Immigration Police Officers,1,1,1,1
Wax inhibitor performance comparison for waxy crude oil from Fang oilfield,4,1,1,0
Impact of Binder Functional Groups on Controlling Chemical Reactions to Improve Stability of Rechargeable Zinc-Ion Batteries,8,0,4,17
New Insight into the Electrocatalysis of Ni-Rich Trimetallic NCM-Based Hydroxides for Water Oxidation,7,0,3,2
Nanomaterials in combating plant stress: An approach for future applications,5,0,4,0
Impact of nanomaterials stress on plants,5,0,3,2
Electrochemical NaI/NaCl-mediated one-pot synthesis of 2-aminobenzoxazoles in aqueous mediaviatandem addition-cyclization,6,0,2,11
"Exploring the role of identity construction, teaching skills, and professional discourse & awareness: A study from a language methodology course for efl preservice teachers",1,,1,1
Asymmetry between thai and english passives in l1 thai learners,1,,1,1
Lexical collocational use by thai efl learners in writing,1,,1,1
Exogenous LIN28 Is Required for the Maintenance of Self-Renewal and Pluripotency in Presumptive Porcine-Induced Pluripotent Stem Cells,10,1,5,5
Color-difference evaluation for 3D objects,5,1,5,5
Achieving the Most Effective Hanging Points at the Lower End of the Face for Thread Lifting: Quantitative Measurement of Tissue Resistance in Different Facial Layers,4,1,3,0
"Antiretroviral hair levels, self-reported adherence, and virologic failure in second-line regimen patients in resource-limited settings",25,2,24,0
Host chromatin regulators required for aggregatibacter actinomycetemcomitans cytolethal distending toxin activity in Saccharomyces cerevisiae model,5,2,4,0
Bifunctional Catalyst NiFe-MgAl for Hydrogen Production from Chemical Looping Ethanol Reforming,9,0,5,9
"Structural, thermodynamic, electronic, and magnetic properties of superconducting FeSe–CsCl type: Ab initio searching technique with van der Waals corrections",5,0,4,7
Objective vowel sound characteristics and their relationship with motor dysfunction in Asian Parkinson's disease patients,7,0,2,7
Effects of the reactor volumetric ratio and recycle ratio on the methane and energy productivity of a three-step anaerobic sequencing batch reactor (3S-ASBR) treating ethanol wastewater,6,0,2,4
Water influence on the kinetics of transesterification using CaO catalyst to produce biodiesel,7,1,5,8
On the deactivation mechanisms of MnO2 electrocatalyst during operation in rechargeable zinc-air batteries studied via density functional theory,10,0,2,13
Particulate Matter 2.5 and Hematological Disorders From Dust to Diseases: A Systematic Review of Available Evidence,7,1,3,10
In situhydrothermal synthesis of nickel cobalt sulfide nanoparticles embedded on nitrogen and sulfur dual doped graphene for a high performance supercapacitor electrode,3,1,1,9
The Phage Nucleus and PhuZ Spindle: Defining Features of the Subcellular Organization and Speciation of Nucleus-Forming Jumbo Phages,3,1,2,9
Adsorption and the chemical reaction N2O4↔ 2NO2in the presence of N2in a gas phase connected with a carbon nanotube,6,1,4,4
Comparison of ceria and zirconia based electrolytes for solid oxide electrolysis cells,8,0,2,19
Techno-economic analysis of alternative processes for alcohol-assisted methanol synthesis from carbon dioxide and hydrogen,4,0,1,17
Fast obstacle detection system for the blind using depth image and machine learning,3,,1,2
Convolutional Neural Networks for Artificial Marbling Beef Classification,2,0,1,1
War and International Relations: A Critical Analysis,1,0,1,0
"The coordination chemistry of benzhydrazide with lanthanide(iii) ions: hydrothermalin situligand formation, structures, magnetic and photoluminescence sensing properties",9,1,6,9
Efficacy and safety of accelerated corneal collagen cross-linking in patients with keratoconus 角膜胶原交联术治疗圆锥角膜的疗效和安全性研究,6,,1,1
The Feasibility Study on the Infrastructure of Swapping Battery Station for Electric Motorcycles in Thailand,2,1,1,1
Coupling of lattice dynamics and configurational disorder in metal deficient Al1−δB2 from first-principles,5,2,3,6
A non-enzymatic disposable electrochemical sensor based on surface-modified screen-printed electrode CuO-IL/rGO nanocomposite for a single-step determination of glucose in human urine and electrolyte drinks,6,0,2,15
Evaluation of osteochondral-like tissues using human freeze-dried cancellous bone and chondrocyte sheets to treat osteochondral defects in rabbits,9,0,4,4
Enhanced and Selective MALDI-MS Detection of Peptides via the Nanomaterial-Dependent Coffee Ring Effect,5,0,3,7
From hidden order to antiferromagnetism: Electronic structure changes in Fe-doped URu2Si2,15,1,12,5
Low-cost alternative biodiesel production apparatus based on household food blender for continuous biodiesel production for small communities,8,1,5,10
Remediation of punching shear failure using glass fiber reinforced polymer (Gfrp) rods,7,1,3,11
"Simplified and rapid determination of primaquine and 5,6-orthoquinone primaquine by uhplc-ms/ms: Its application to a pharmacokinetic study",6,1,5,3
Process and energy intensification of glycerol carbonate production from glycerol and dimethyl carbonate in the presence of eggshell-derived cao heterogeneous catalyst,12,1,10,6
Simple preparation of polydimethylsiloxane and polyurethane blend film for marine antibiofouling application,5,1,3,6
Layer-by-layer (LbL) surface augmented modification of poly(Styrene/Divinylbenzene)high internal phase emulsion for carbon dioxide capture,5,1,2,1
"Oxyresveratrol: Sources, productions, biological activities, pharmacokinetics, and delivery systems",1,1,1,28
Integrated strategies for household food waste reduction in bangkok,2,1,2,10
Characteristics of graphite felt electrodes treated by atmospheric pressure plasma jets for an all-vanadium redox flow battery,7,1,3,3
Fund ratings of socially responsible investing (Sri) funds: A precautionary note,2,1,1,0
Internalization of neutrophil-derived microvesicles modulates tnfα-stimulated proinflammatory cytokine production in human fibroblast-like synoviocytes,6,1,4,10
Asia Pacific TAVI registry (an APSIC initiative): initial report of early outcomes,18,1,15,2
"Reflective Practice in Teacher Education: Issues, Challenges, and Considerations",2,,2,1
CEREBROSPINAL FLUID RHINORRHEA FOLLOWING MEDICAL TREATMENT FOR AN INVASIVE MACROPROLACTINOMA,4,2,2,0
The Present and Future of Medical Music Therapy for Adults in the U.S.A.,1,,2,2
Plastic Sea: Art Exhibition on Marine Plastic Pollution,1,,1,1
Editorial Metaverse and Crypto Art during the COVID-19 Pandemic,1,,1,4
The Creation of Single-Use Packaging from Leaves to Reduce Plastic Waste in Thailand,2,,2,1
Sikh Music in Bangkok: The Sangeetacharya Band,1,,1,1
Predictive Validity of the CU-TEP as an Indicator of Students’ Academic Achievement in English,1,,1,0
Effect of metal ions released from orthodontic mini-implants on osteoclastogenesis,2,1,2,0
Effects of coagent incorporation on properties of ultrafine fully vulcanized powdered natural rubber prepared as toughening filler in polybenzoxazine,5,1,2,1
Liver histopathology of selected estuarine fishes from the pranburi river estuary of thailand,6,,4,2
Longan syrup with lingzhi mushroom extract: Evaluation of safety and efficacy on immune and inflammatory modulation in healthy adults,5,0,4,0
MYH9 disorder: Identification and a novel mutation in patients with macrothrombocytopenia,20,0,17,0
Influences of anisotropic undrained shear strengths of clays on pullout capacity of planar caissons,2,,2,6
Diatom-cyanobacterial biofilm formation and its effects on sediment stability under laboratory conditions,3,,1,1
"Spatial-temporal patterns of MODIS active fire/hotspots in Chiang Rai, upper northern Thailand and the greater mekong subregion countries during 2003-2015",1,1,2,1
Search for long-lived particles using displaced jets in proton-proton collisions at s =13 TeV,2353,1,274,29
Measuring Of Conditional Value At Risk Portfolio Using Copula,2,,2,0
Use of E-Cigarettes and Associated Factors among Youth in Thailand,4,1,3,14
Comparison of radiographic and computed tomographic acetabular index in small-breed dogs: a preliminary study using Maltese and Shih Tzu,6,1,1,1
Current status of colorectal cancer and its public health burden in thailand,3,1,1,3
Measurements of Higgs boson production cross sections and couplings in the diphoton decay channel at √s = 13 TeV,2334,1,270,43
Effects of alpha-mangostin encapsulated in nanostructured lipid carriers in mice with cerebral ischemia reperfusion injury Kesan alfa-mangostin yang dikapsulkan dalam pembawa lipid berstruktur nano pada tikus dengan kecederaan reperfusi iskemia serebrum,3,1,3,1
Search for resonant and nonresonant new phenomena in high-mass dilepton final states at √s = 13 TeV,2340,1,273,98
Performance of the CMS muon trigger system in proton-proton collisions at √s = 13 TeV,2307,1,276,9
The quality of a model of nursing practice competency assessment in the labor room by applying an assessment center,3,1,1,0
Human value creating global citizenship: A lesson learned from soka education and international perspectives,2,1,2,1
Technology utilization model to promote health literacy in the learning resource center for the elderly,3,1,1,0
Community network development for integrating non-formal education and informal education in schools,2,1,1,1
Vital role of leader as employee value proposition for employee engagement in thai perspective,1,1,1,1
A process of lifelong learning in thai family culture,3,1,1,1
Crystal structures and formation mechanisms of boron-rich tungsten borides,11,2,4,9
Effects of propiconazole on rice growth and gene expression in response to nitrogen and phosphorus deficiencies,5,1,2,3
Comparative study on the effect of different copper loading on catalytic behaviors and activity of Cu/ZnO/Al2O3 catalysts toward CO and CO2 hydrogenation,6,1,1,8
"Phytochemical screening, antimalarial activities, and genetic relationship of 16 indigenous Thai Asteraceae medicinal plants: A combinatorial approach using phylogeny and ethnobotanical bioprospecting in antimalarial drug discovery",2,,1,2
Heatwaves in Southeast Asia and Their Changes in a Warmer World,7,1,6,32
Standardization of Leonurus sibiricus L. aerial part and capillary electrophoresis quantitative analysis of its leonurine content,4,,2,1
Neuroimmunology and (Epi)genetics in depressive disorders,4,1,3,1
Maldi-mass Spectrometry Imaging for Phytoalexins Detection in RD6 Thai Rice,3,0,2,1
Do algorithm traders mitigate insider trading profits?: Evidence from the Thai stock market,4,1,3,0
"The sharing of the same host of two species of anemonefish in the gulf of Thailand, one of which is possibly introduced",4,1,1,0
The harmful raphidophyte Chattonella (Raphidophyceae) in Western Pacific: Its red tides and associated fisheries damage over the past 50 years (1969–2019),22,1,18,16
Collagen XVII inhibits breast cancer cell proliferation and growth through deactivation of the AKT/mTOR signaling pathway,6,1,3,11
Lgaap: Leishmaniinae genome assembly and annotation pipeline,10,1,5,8
Comparison of postoperative delirium within 24 hours between ketamine and propofol infusion during cardiopulmonary bypass machine: A randomized controlled trial,2,1,2,6
Immunogenicity studies of plant-produced sars-cov-2 receptor binding domain-based subunit vaccine candidate with different adjuvant formulations,11,1,4,14
Genomic insights into methicillin-resistant Staphylococcus pseudintermedius isolates from dogs and humans of the same sequence types reveals diversity in prophages and pathogenicity islands,6,1,3,5
MUSiC: a model-unspecific search for new physics in proton–proton collisions at √s=13TeV,2354,1,254,15
A case report of multiple intermittent urticaria after treatment of COVID-19 infection,4,0,4,0
Distribution and Molecular Characterization of Escherichia coli Harboring mcr Genes Isolated from Slaughtered Pigs in Thailand,9,0,5,16
Social hydrological analysis for poverty reduction in community-managed water resources systems in Cambodia,13,1,8,1
The new FA2ST stroke screening score: An expanding recognition to posterior circulation stroke,5,0,4,0
Early neurological complications after cardiac/aortic surgery with cardiopulmonary bypass: Incidence and risk factors,4,0,2,0
The efficacy and safety of andrographis paniculata extract for the treatment of acute nonspecific upper respiratory tract infections: A randomized double blind placebo controlled trial,12,0,9,0
Survival to hospital discharge rate and factors affecting survival rate of adult patients under venoarterial extracorporeal membrane oxygenation (VA ECMO) treatment in king chulalongkorn memorial hospital,3,0,3,0
Prevalence of depression in pre-organ transplantation patients at king chulalongkorn memorial hospital,3,0,1,1
Worldwide Early Impact of COVID-19 on Dialysis Patients and Staff and Lessons Learned: A DOPPS Roundtable Discussion,19,1,21,17
Bodipy-pyridylhydrazone probe for fluorescence turn-on detection of fe3+ and its bioimaging application,8,1,7,8
Extraction and Characterization of Proteins from Castor Oil Meal for Medical Applications,5,0,3,1
Targeting the pi3k/akt/mtor signaling pathway in lung cancer: An update regarding potential drugs and natural products,3,1,2,58
Therapeutic plasma exchange with continuous renal replacement therapy for pediatric acute liver failure: Case series from thailand,6,1,1,4
Rapid and simultaneous detection of Campylobacter spp. And Salmonella spp. And chicken samples by duplex loop-mediated isothermal amplification coupled with a lateral flow biosensor assay,6,1,3,4
"Efficacy and Safety of Bevacizumab Biosimilar FKB238 Versus Originator Bevacizumab: Results from AVANA, a Phase III Trial in Patients with Non-Squamous Non-Small-Cell Lung Cancer (non-sq-NSCLC)",15,1,15,12
Benefits First: Consumer Trust Repair in Mobile Commerce,3,1,3,4
"Types, Clinical Features, and Survival Outcomes of Patients with Acute Myeloid Leukemia in Thailand: A 3-Year Prospective Multicenter Study from the Thai Acute Leukemia Study Group (TALSG)",16,1,9,2
Anti-Androgenic Effects Comparison Between Cyproterone Acetate and Spironolactone in Transgender Women: A Randomized Controlled Trial,5,0,1,13
Scorpion venom peptide effects on inhibiting proliferation and inducing apoptosis in canine mammary gland tumor cell lines,8,1,7,3
Chicago Classification update (version 4.0): Technical review on diagnostic criteria for achalasia,8,0,8,9
Public behavior as an output of e-government service: the role of new technology integrated in e-government and antecedent of relationship quality,3,1,2,7
Biotechnological insights on the expression and production of antimicrobial peptides in plants,4,1,2,22
5-phenoxy primaquine analogs and the tetraoxane hybrid as antimalarial agents,5,1,2,4
Alteration of corneal biomechanical properties in patients with dry eye disease,6,1,1,7
Oral vaccination against lawsonia intracellularis changes the intestinal microbiome in weaned piglets,11,1,4,5
The impact of obesity and body weight on the outcome of patients with relapsed/refractory large B-cell lymphoma treated with axicabtagene ciloleucel,11,1,2,7
Momordica charantia l. Extract protects hippocampal neuronal cells against pahs-induced neurotoxicity: Possible active constituents include stigmasterol and vitamin e,3,1,1,9
A simple approach to dynamic material balance for a dry-gas reservoir,5,1,4,0
A novel curcumin-mycophenolic acid conjugate inhibited hyperproliferation of tumor necrosis factor-alpha-induced human keratinocyte cells,8,1,2,8
Comparative study of silk fibroin‐based hydrogels and their potential as material for 3‐dimensional (3d) printing,5,1,1,7
Quantitative assessment of periodontal bacteria using a cell-based immunoassay with functionalized quartz crystal microbalance,8,1,2,3
Clinical and immunologic responses to a B-Cell epitope vaccine in patients with HER2/neu-overexpressing advanced gastric cancer—results from phase Ib trial IMU.ACS.001,23,1,17,17
Coinherited Hemoglobin H/Constant Spring Disease and Heterozygous Hemoglobin Tak Causing Severe Hemolytic Anemia in a Thai Boy,6,0,3,1
Comparison between Bleeding Time and PFA-200 to Evaluate Platelet Function Disorder in Children,2,0,2,1
Simulation and optimization of direct glucose fuel cell,5,0,1,0
Mortality from drug-resistant tuberculosis in high-burden countries comparing routine drug susceptibility testing with whole-genome sequencing: a multicentre cohort study,22,1,18,9
Inhibitory mechanisms of lusianthridin on human platelet aggregation,4,1,2,4
Evaluation of fluoride adsorption mechanism and capacity of different types of bone char,9,1,6,13
Effect of the nanostructured zn/cu electrocatalyst morphology on the electrochemical reduction of co2 to value-added chemicals,4,1,1,2
Population pharmacokinetics of oral levofloxacin in healthy volunteers and dosing optimization for multidrug-resistant tuberculosis therapy,5,0,3,1
"Anionic and Cationic Surfactant Synergism: Minimizing Precipitation, Microemulsion Formation, and Enhanced Solubilization and Surface Modification",2,0,2,10
Role of herbal teas in regulating cellular homeostasis and autophagy and their implications in regulating overall health,9,1,2,9
International Delphi Expert Consensus on Safe Return to Surgical and Endoscopic Practice: From the Coronavirus Global Surgical Collaborative,49,2,44,5
Final overall survival analysis of the phase 3 HERITAGE study demonstrates equivalence of trastuzumab-dkst to trastuzumab in HER2-positive metastatic breast cancer,25,1,20,3
Tracking COVID-19 with wastewater to understand asymptomatic transmission,16,1,15,19
Development of core–shell-structured Ti-(N) powders for additive manufacturing and comparison of tensile properties of the additively manufactured and spark-plasma-sintered Ti-N alloys,6,0,3,4
IBS-GEC ESTRO-ABS recommendations for CT based contouring in image guided adaptive brachytherapy for cervical cancer,13,1,13,40
Repurposing of stabilised dredged lakebed sediment in road base construction,4,0,2,25
Association of Cognitive Function Screening Results with Adherence and Performance in a Pedometer-Based Intervention,6,1,6,1
Molecular studies on oestrogen α and progesterone receptors and histomorphometric analysis of canine uteri following aglepristone treatment,4,0,3,1
Comparison of piperacillin plasma concentrations in a prospective randomised trial of extended infusion versus intermittent bolus of piperacillin/tazobactam in paediatric patients,8,1,2,3
Vaginal Progesterone Supplementation in the Management of Preterm Labor: A Randomized Controlled Trial,2,2,1,1
"Prevalence of endoparasitic and viral infections in client-owned cats in metropolitan Bangkok, Thailand, and the risk factors associated with feline hookworm infections",6,0,3,5
Assessing scrub typhus and rickettsioses transmission risks in the Chiang Rai province of northern Thailand,13,1,2,6
Protein deamidation to produce processable ingredients and engineered colloids for emerging food applications,6,0,4,34
Network meta-analysis of management of trigger thumb in children,7,0,2,5
"Exposure to the oral environment enhances the corrosion of metal orthodontic appliances caused by fluoride-containing products: Cytotoxicity, metal ion release, and surface roughness",2,0,1,7
Overexpression of glucose-6-phosphate isomerase in Synechocystis sp. PCC 6803 with disrupted glycogen synthesis pathway improves exopolysaccharides synthesis,2,0,2,6
Hybrid or Virtual Conferencing: that is the Question,7,0,7,0
Systematic review and practical guidance on the use of topical calcipotriol and topical calcipotriol with betamethasone dipropionate as long-term therapy for mild-to-moderate plaque psoriasis,10,0,10,4
Quark stars in the Einstein–Gauss–Bonnet theory: A new branch of stellar configurations,4,0,4,23
Synergistic effect of Thiourea and HCl on Palladium (II) recovery: An investigation on Chemical structures and thermodynamic stability via DFT,3,1,1,15
Simplified approach for pathological diagnosis of diffuse gliomas in adult patients,11,0,6,5
Sequential elastic recovery stress edge-smoothed finite element method for lower-bound limit determination of structures,4,0,3,2
Structure and properties of in situ reactive blend of polylactide and thermoplastic starch,7,0,4,6
"Quality of chilled and frozen starch gels as affected by starch type, highly concentrated sucrose and coconut milk",2,0,2,6
Stakeholder engagement and firms' innovation: Evidence from LGBT-supportive policies,3,0,4,8
Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand,4,0,1,6
Seasonal microplastic variations in estuarine sediments from urban canal on the west coast of Thailand: A case study in Phuket province,4,0,3,27
Differences in lower-extremity kinematics between the male military personnel with and without plantar fasciitis,3,0,2,6
A systematic review and meta-analysis of enzyme-linked immunosorbent spot (ELISPOT) assay for BK polyomavirus immune response monitoring after kidney transplantation,7,1,4,3
Isolated Extramedullary Relapse After Human Leukocyte Antigen-Matched Myeloablative Allogeneic Hematopoietic Stem Cell Transplantation in Acute Myeloid Leukemia Patients: Case Reports and Literature Review,4,0,2,0
Phylogeography and demographic history of Thai Pediculus humanus capitis (Phthiraptera: Pediculidae) revealed by mitochondrial DNA sequences,10,0,4,4
Coordination between the central control unit and local control function of a photovoltaic system under the uncertainties of sunlight and three-phase unbalanced loads,2,1,1,0
An adaptive large neighborhood search for the multiple-day music rehearsal problems,2,1,2,3
"How tree species, tree size, and topographical location influenced tree transpiration in northern boreal forests during the historic 2018 drought",6,1,4,15
Differential expression of Notch related genes in dental pulp stem cells and stem cells isolated from apical papilla,5,2,2,2
Fully Inorganic CsSnI3 Mesoporous Perovskite Solar Cells with High Efficiency and Stability via Coadditive Engineering,8,0,3,22
Artificial neural network model for predicting minimum fluidization velocity and maximum pressure drop of gas fluidized bed with different particle size distributions,5,1,2,8
Pd/TiO2 Coated in a Microscale-Based Reactor by Electrophoretic Deposition for Biohydrogenated Diesel Production,4,0,3,0
Development of a restraining wall and screw-extractor discharge system for continuous jig separation of mixed plastics,10,1,4,8
Development and validation of indirect ELISA for antibody detection against different protein antigens of porcine epidemic diarrhea virus in the colostrum and milk of sows,7,0,2,5
"Copper and critical metals production from porphyry ores and E-wastes: A review of resource availability, processing/recycling challenges, socio-environmental aspects, and sustainability issues",9,0,5,108
Biocarbons as emerging and sustainable hydrophobic/oleophilic sorbent materials for oil/water separation,4,0,3,36
The environmental impact assessment of gold extraction processes for discarded computer RAM: a comparative study of two leaching chemicals,3,0,1,6
Rapid exome sequencing as the first-tier investigation for diagnosis of acutely and severely ill children and adults in Thailand,18,0,10,10
"Synthesis of sorafenib analogues incorporating a 1,2,3-triazole ring and cytotoxicity towards hepatocellular carcinoma cell lines",9,0,5,10
Cerebello-Cortical Control of Tremor Rhythm and Amplitude in Parkinson's Disease,10,1,6,12
Tears evoke the intention to offer social support: A systematic investigation of the interpersonal effects of emotional crying across 41 countries,103,2,70,16
A “turn on” fluorometric and colorimetric probe based on vinylphenol-BODIPY for selective detection of Au(III) ion in solution and in living cells,5,0,1,7
"Author Correction: HAWC observations of the acceleration of very-high-energy cosmic rays in the Cygnus Cocoon (Nature Astronomy, (2021), 5, 5, (465-471), 10.1038/s41550-021-01318-y)",101,1,31,1
Cephalosporins for first febrile urinary tract infection from Enterobacteriaceae with antimicrobial resistance in young children,3,0,1,1
Exergy and exergoeconomic analyses of sustainable furfural production via reactive distillation,5,0,3,10
"Pattern of genetic structure of the common stream fish, Neolissochilus soroides (Pisces: Cyprinidae), addresses the importance of protected areas in eastern Thailand",6,0,6,1
Positive Predictive Value and Correct Detection Rate of 18F-rhPSMA-7 PET in Biochemically Recurrent Prostate Cancer Validated by Composite Reference Standard,14,1,4,4
"A cross-country comparison of compensation mechanisms for distributed photovoltaics in the Philippines, Thailand, and Vietnam",4,1,4,14
Pyrolysis: An effective technique for degradation of COVID-19 medical wastes,7,1,8,101
"Observed-to-expected incidence ratios of second malignant neoplasms after radiation therapy for medulloblastoma: A Surveillance, Epidemiology, and End Results analysis",12,1,4,2
"Inflammatory and Oxidative Pathways Are New Drug Targets in Multiple Episode Schizophrenia and Leaky Gut, Klebsiella pneumoniae, and C1q Immune Complexes Are Additional Drug Targets in First Episode Schizophrenia",5,0,7,19
Application of the mixed effects model for analysing photovoltaic datasets and interpreting into meaningful insights,4,1,1,2
Platelet-rich fibrin did not affect autologous bone graft in repairing alveolar clefts,3,0,2,4
"Job Stress, Psychological Capital, Perceived Social Support, and Occupational Burnout Among Hospital Nurses",4,0,3,26
A phenomenological study of the lived experience of nurses in the battle of COVID-19,6,2,5,33
A new disinfectant technique for Campylobacter jejuni and spoilage bacteria on chicken skin using a high-pressure pulsed jet spray apparatus,9,1,4,2
Amount of contamination on the face shield of endoscopists during upper endoscopy between patients in two positions: A randomized study,8,2,1,4
Development and psychometric evaluation of a quality nursing care scale from nurses’ perspective,5,1,2,5
Microbial community compositions and sulfate-reducing bacterial profiles in malodorous urban canal sediments,6,0,3,4
Progression of Myocardial Fibrosis in Nonischemic DCM and Association With Mortality and Heart Failure Outcomes,11,1,7,20
Fimbristylis ovata extract and its ability to encounter AGEs-induced neurotoxicity in SH-SY5Y,2,2,1,4
Robust hamiltonian energy control based on lyapunov function for four-phase parallel fuel cell boost converter for DC microgrid applications,11,0,9,11
Hypokalemia in peritoneal dialysis patients in Thailand: the pivotal role of low potassium intake,9,0,6,5
An investigation into the status of Thailand's music education systems and organisation,4,0,3,8
The correlation of maxillomandibular advancement and airway volume change in obstructive sleep apnea using cone beam computed tomography,5,0,3,2
Long-term course after pediatric right ventricular outflow tract reconstruction,7,0,2,3
Litter to Leaf: The Unexplored Potential of Silk Byproducts,4,0,4,14
Effect of Ethylene Oxide Group in the Anionic–Nonionic Mixed Surfactant System on Microemulsion Phase Behavior,3,0,1,7
Topical 0.5% Timolol Maleate Significantly Enhances Skin-Barrier Restoration After Fractional Carbon Dioxide Laser Treatment for Acne Scars,4,0,2,7
Tooth ultrastructure of a novel COL1A2 mutation expanding its genotypic and phenotypic spectra,8,0,2,6
"Correction to: Sinus and anterior skull base surgery during the COVID-19 pandemic: systematic review, synthesis and YO-IFOS position (European Archives of Oto-Rhino-Laryngology, (2021), 278, 6, (1733-1742), 10.1007/s00405-020-06236-9)",15,1,15,0
Characterization of antibacterial nanocomposites of polyethylene terephthalate filled with nanosilver-doped carbon black,12,0,11,11
The effect of acid aging on the mechanical and tribological properties of coir–coconut husk-reinforced low-density polyethylene composites,11,0,6,5
Development and characterization of antibacterial hydroxyapatite coated with mangosteen extract for bone tissue engineering,6,0,2,9
Evaluating the measurement properties of patient-reported outcome measures in radiotherapy-induced xerostomia,5,2,4,5
Comparison of infective endocarditis risk between balloon and self-expandable valves following transcatheter aortic valve replacement: systematic review and meta-analysis,6,0,3,4
Incorporating Prior Scientific Knowledge into Deep Learning for Precipitation Nowcasting on Radar Images,6,0,2,2
Predicting Football Match Result Using Fusion-based Classification Models,2,0,1,1
Guideline of Personalized Facial Makeup Using a Hierarchical Cascade Classifier,4,0,1,0
Detecting Facial Images in Public with and without Masks Using VGG and FR-TSVM Models,2,0,1,1
Mass-ratio-variance based Outlier Factor,3,0,1,2
Classification of Abusive Thai Language Content in Social Media Using Deep Learning,2,0,1,2
Antibacterial effects of Copper Microparticles/Copper Nanoparticles/Copper(II) Oxide Nanoparticles and Copper Microparticles/Copper Nanoparticles/Copper(I) Oxide Nanoparticles from Ultrasono-Electrochemical with Hydrothermal assisted synthesis method,2,1,1,2
Semi-supervised thai sentence segmentation using local and distant word representations,4,1,2,1
Recovery of moringa oleifera oil from seed cake by supercritical carbon dioxide extraction,5,1,2,2
Climatological characterization of tropical cyclones detected in the regional climate simulations over the CORDEX-SEA domain,11,0,8,4
A Study of Relationship between Music Streaming Behavior and Big Five Personality Traits of Spotify Users,2,0,1,1
Web Components Template Generation from Web Screenshot,2,0,1,0
A Development of Personality Recognition Model from Conversation Voice in Call Center Context,2,0,1,1
Precipitation Nowcasting Using Deep Learning on Radar Data Augmented with Satellite Data,6,0,2,2
Microbiomes of Healthy and Bleached Corals During a 2016 Thermal Bleaching Event in the Upper Gulf of Thailand,9,1,2,3
Implementation of Non-Orthogonal Multiple Access on DVB-T Using Software-Defined Radio,4,0,2,1
Artificial Neural Network (ANN) based Classification of High and Low PAPR OFDM signals,2,0,1,3
