title,publisher,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,citeScoreTracker_2024,citeScoreCurrentMetric_2023,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024
International Journal of Agricultural Sustainability,Taylor and Francis Ltd.,journal,ECON;AGRI,Agronomy and Crop Science;Economics and Econometrics,1.122,0.866,6.2,5.9,91,1944,6,0.0,64,1991,14,1.56,48,1902,29,0.0
International Journal of Agricultural Technology,Association of Agricultural Technology in Southeast Asia,journal,AGRI,Agricultural and Biological Sciences (all),0.276,0.182,0.7,0.7,177,315,105,0.0,195,371,159,1.03,127,375,126,0.0
International Journal of Agricultural and Biological Engineering,Chinese Society of Agricultural Engineering,journal,ENGI;AGRI,Agricultural and Biological Sciences (all);Engineering (all),0.854,0.550,4.2,4.3,182,3892,23,0.0,177,4107,70,0.0,130,3635,109,0.0
International Journal of Agriculture and Biology,Friends Science Publishers,journal,AGRI,Agricultural and Biological Sciences (all),0.256,0.203,1.1,1.7,103,4063,56,0.97,111,3931,79,4.5,122,2930,113,3.28
International Journal of Agriculture and Biosciences,Unique Scientific Publishers,journal,AGRI,Agricultural and Biological Sciences (all),0.538,0.315,3.6,1.8,36,9,6,25.0,43,136,3,27.91,67,396,52,5.97
International Journal of Agriculture and Natural Resources,"Pontificia Universidad Catolica de Chile, Facultad de Agronomia e Ingenieria Forestal",journal,AGRI,Agricultural and Biological Sciences (all),0.375,0.294,1.4,2.4,13,599,3,0.0,12,616,9,8.33,11,424,11,0.0
International Journal of Agronomy,Hindawi Publishing Corporation,journal,AGRI,Agronomy and Crop Science,1.034,0.423,3.8,3.6,74,1163,13,5.41,52,1328,15,3.85,41,1193,35,4.88
International Journal of Applied Science and Engineering,Chaoyang University of Technology,journal,CENG;MATH;AGRI;ENGI,Engineering (all);Agricultural and Biological Sciences (all);Numerical Analysis;Control and Optimization;Chemical Engineering (all),0.48,0.243,2.3,2.9,37,275,10,0.0,45,232,20,0.0,20,273,18,0.0
International Journal of Aquatic Biology,Iranian Society of Ichthyology,journal,ENVI;AGRI;EART,"Aquatic Science;Oceanography;Ecology;Ecology, Evolution, Behavior and Systematics",0.359,0.251,1.2,1.3,60,118,23,1.67,64,187,42,3.13,23,202,22,0.0
International Journal of Aquatic Research and Education,Human Kinetics Publishers Inc.,journal,AGRI,Aquatic Science,0.357,0.233,0.7,1.1,7,157,4,0.0,18,125,13,0.0,6,145,5,0.0
International Journal of Astrobiology,Cambridge University Press,journal,PHYS;AGRI;EART,"Physics and Astronomy (miscellaneous);Space and Planetary Science;Earth and Planetary Sciences (miscellaneous);Ecology, Evolution, Behavior and Systematics",0.688,0.370,3.4,3.7,31,903,9,9.68,40,871,19,12.5,16,672,13,0.0
International Journal of Biological Macromolecules,Elsevier B.V.,journal,AGRI;BIOC;MATE,Structural Biology;Food Science;Biomaterials;Molecular Biology;Biochemistry,1.462,1.245,9.7,13.7,2597,138419,42,8.09,4932,153507,259,8.7,8515,174915,4339,9.52
International Journal of Biological Sciences,Ivyspring International Publisher,journal,AGRI;BIOC;IMMU,"Applied Microbiology and Biotechnology;Developmental Biology;Molecular Biology;Cell Biology;Ecology, Evolution, Behavior and Systematics",1.465,2.114,14.0,16.9,428,16393,11,20.56,331,18419,20,21.75,318,19584,178,18.55
International Journal of Dairy Science,Asian Network for Scientific Information,journal,VETE;AGRI,Animal Science and Zoology;Food Animals,0.405,0.241,2.6,3.4,8,456,3,12.5,1,319,1,0.0,6,232,6,0.0
International Journal of Dairy Technology,Wiley-Blackwell,journal,CENG;AGRI,Bioengineering;Process Chemistry and Technology;Food Science,1.047,0.635,5.3,7.0,82,3783,5,10.98,96,3647,23,12.5,125,3000,83,8.8
International Journal of Design and Nature and Ecodynamics,International Information and Engineering Technology Association,journal,ENGI;AGRI;ENVI,Agricultural and Biological Sciences (all);Engineering (all);Environmental Science (all),0.504,0.254,1.6,2.1,119,485,38,2.52,180,601,109,0.56,152,661,139,1.32
International Journal of Ecology,Hindawi Publishing Corporation,journal,AGRI;ENVI,"Ecology;Ecology, Evolution, Behavior and Systematics",0.535,0.394,2.2,2.2,18,355,2,5.56,14,327,6,14.29,13,317,11,15.38
International Journal of Environmental Analytical Chemistry,Taylor and Francis Ltd.,journal,MEDI;ENVI;AGRI;CHEM,"Public Health, Environmental and Occupational Health;Analytical Chemistry;Soil Science;Health, Toxicology and Mutagenesis;Waste Management and Disposal;Water Science and Technology;Pollution;Environmental Chemistry",0.729,0.472,7.6,5.9,610,5185,50,4.26,836,6780,135,6.7,534,7309,230,6.93
International Journal of Environmental Science and Technology,Springer Nature,journal,AGRI;ENVI,Agricultural and Biological Sciences (all);Environmental Engineering;Environmental Chemistry,0.786,0.598,6.5,5.6,911,14711,64,7.24,957,17275,128,13.58,1108,18191,679,11.73
International Journal of Environmental Sciences,Academic Science Publications and Distributions,journal,EART;AGRI;ENVI,"Environmental Science (all);Geology;Ecology, Evolution, Behavior and Systematics",0.037,0.120,1.8,0.4,5,0,3,0.0,8,7,6,0.0,5,28,2,0.0
International Journal of Food Contamination,BioMed Central Ltd,journal,ENVI;AGRI;MEDI,"Public Health, Environmental and Occupational Health;Health, Toxicology and Mutagenesis;Food Science",1.543,0.868,13.6,8.1,13,361,1,30.77,0,460,0,0.0,0,405,0,0.0
International Journal of Food Design,Intellect Ltd.,journal,ARTS;AGRI,Visual Arts and Performing Arts;Food Science,0.617,0.276,3.6,3.7,12,97,3,8.33,13,123,7,0.0,6,110,3,0.0
International Journal of Food Engineering,Walter de Gruyter GmbH,journal,BIOC;ENGI;AGRI,Biotechnology;Engineering (miscellaneous);Food Science,0.387,0.377,3.2,3.2,61,1856,14,9.84,54,1922,21,5.56,62,1784,51,8.06
International Journal of Food Microbiology,Elsevier B.V.,journal,AGRI;IMMU,Microbiology;Food Science,1.373,1.026,9.4,10.4,280,36580,7,5.36,267,34409,19,3.0,319,28935,142,4.7
International Journal of Food Properties,Taylor and Francis Ltd.,journal,AGRI,Food Science,1.071,0.654,6.1,5.2,184,11261,15,11.96,232,11639,39,25.43,91,11199,56,9.89
International Journal of Food Science,Hindawi Limited,journal,AGRI,Food Science,1.157,0.612,5.9,6.2,118,1773,7,4.24,61,2074,14,3.28,61,2327,48,9.84
International Journal of Food Science and Technology,Wiley-Blackwell Publishing Ltd,journal,ENGI;AGRI,Industrial and Manufacturing Engineering;Food Science,0.756,0.685,5.6,5.8,752,21093,39,10.77,654,21853,122,8.26,850,21107,580,12.94
International Journal of Food Sciences and Nutrition,Informa Healthcare,journal,AGRI,Food Science,0.752,0.734,6.6,7.5,106,7209,6,0.0,66,7026,17,7.58,77,5566,57,7.79
International Journal of Food Studies,ISEKI Food Association,journal,AGRI,Food Science,0.282,0.211,2.1,2.1,30,294,7,0.0,9,309,3,0.0,10,276,8,0.0
International Journal of Forest Engineering,Informa UK Limited,journal,ENGI;AGRI,Industrial and Manufacturing Engineering;Agronomy and Crop Science;Forestry;Agricultural and Biological Sciences (miscellaneous);Engineering (miscellaneous),0.947,0.570,3.7,3.7,28,195,4,0.0,39,256,10,7.69,52,229,43,1.92
International Journal of Forestry Research,Hindawi Publishing Corporation,journal,AGRI;ENVI,"Ecology, Evolution, Behavior and Systematics;Nature and Landscape Conservation;Plant Science;Forestry",0.824,0.352,2.7,2.7,37,234,8,2.7,37,310,7,10.81,23,319,20,8.7
International Journal of Fruit Science,Taylor and Francis Ltd.,journal,AGRI;ENVI,Agronomy and Crop Science;Ecology;Horticulture;Plant Science,1.219,0.570,6.5,6.4,65,1547,4,3.08,23,1987,6,8.7,23,1810,15,4.35
International Journal of GEOMATE,GEOMATE International Society,journal,EART;ENGI;ENVI;AGRI,Environmental Engineering;Geotechnical Engineering and Engineering Geology;Building and Construction;Soil Science,0.685,0.336,1.7,1.9,221,1662,99,0.0,253,1854,152,0.4,141,1783,132,0.0
International Journal of Gastronomy and Food Science,AZTI-Tecnalia,journal,AGRI;SOCI,Cultural Studies;Food Science,0.995,0.620,5.6,5.3,180,1697,14,8.33,201,2341,28,9.45,197,2844,138,7.61
International Journal of Geotechnical Engineering,Maney Publishing,journal,EART;AGRI;ENVI,Environmental Engineering;Geotechnical Engineering and Engineering Geology;Soil Science,1.363,0.535,5.4,5.3,101,1611,15,3.96,62,1800,34,0.0,56,1858,45,0.0
International Journal of Horticultural Science and Technology,"University of Tehran, College of Aburaihan",journal,AGRI,Horticulture,0.844,0.340,3.2,3.3,40,189,6,2.5,50,298,13,2.0,38,290,24,0.0
International Journal of Limnology,EDP Sciences,journal,AGRI,Aquatic Science,0.544,0.280,1.7,2.2,17,1013,10,0.0,12,998,8,8.33,21,783,20,0.0
International Journal of Microbiology,Hindawi Limited,journal,AGRI;MEDI;IMMU,"Microbiology (medical);Microbiology;Ecology, Evolution, Behavior and Systematics",1.298,0.697,6.0,7.9,66,3093,4,13.64,42,3355,4,11.9,54,2977,44,7.41
International Journal of Nutrition Sciences,Shiraz University of Medical Sciences,journal,NURS;AGRI,Nutrition and Dietetics;Food Science,0.27,0.195,1.2,1.2,31,40,17,22.58,32,69,30,12.5,30,72,29,16.67
International Journal of Odonatology,Wachholtz Publishing,journal,AGRI,"Insect Science;Ecology, Evolution, Behavior and Systematics",0.775,0.391,2.0,2.3,10,339,1,0.0,20,320,8,0.0,10,388,9,0.0
International Journal of Pest Management,Taylor and Francis Ltd.,journal,AGRI,Agronomy and Crop Science;Insect Science,0.677,0.383,4.8,4.7,110,2332,24,8.18,86,2319,29,5.81,80,1973,37,11.25
International Journal of Phytopathology,EScience Press,journal,AGRI,Agricultural and Biological Sciences (miscellaneous);Agronomy and Crop Science;Plant Science,0.473,0.226,1.5,1.2,24,40,5,0.0,28,71,17,3.57,10,64,9,0.0
International Journal of Phytoremediation,Taylor and Francis Ltd.,journal,AGRI;ENVI,Pollution;Environmental Chemistry;Plant Science,0.862,0.715,6.7,7.6,144,9852,4,2.08,183,9987,15,9.84,214,8198,124,4.21
International Journal of Plant Biology,Multidisciplinary Digital Publishing Institute (MDPI),journal,AGRI,Plant Science,0.815,0.446,2.9,2.0,52,197,6,5.77,85,382,34,11.76,65,451,42,15.38
International Journal of Plant Production,Springer Science and Business Media Deutschland GmbH,journal,AGRI,Agronomy and Crop Science;Plant Science,0.847,0.582,4.5,5.3,51,1099,4,1.96,52,1296,18,1.92,43,1110,33,2.33
International Journal of Plant Sciences,University of Chicago Press,journal,AGRI,"Ecology, Evolution, Behavior and Systematics;Plant Science",0.817,0.624,2.8,4.5,55,4677,9,0.0,53,4113,24,0.0,39,3516,27,2.56
International Journal of Postharvest Technology and Innovation,Inderscience Enterprises Ltd,journal,AGRI,Agronomy and Crop Science;Food Science,0.196,0.141,0.9,1.0,17,111,10,0.0,5,106,4,0.0,5,91,5,0.0
International Journal of Primatology,Springer,journal,AGRI,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.845,0.730,3.7,4.1,59,4152,7,3.39,71,3450,27,5.63,77,3005,56,0.0
International Journal of Recycling of Organic Waste in Agriculture,Islamic Azad University,journal,AGRI;ENVI,Agricultural and Biological Sciences (miscellaneous);Waste Management and Disposal,0.619,0.304,2.3,2.1,40,1468,8,0.0,69,1599,31,0.0,0,1376,0,0.0
International Journal of Secondary Metabolite,Pamukkale University,journal,AGRI;BIOC,Biotechnology;Biophysics;Biochemistry;Plant Science,0.394,0.213,1.6,1.4,42,86,8,11.9,56,173,29,10.71,43,204,38,9.3
International Journal of Sociology of Agriculture and Food,Michigan State University Press,journal,AGRI;SOCI,Sociology and Political Science;Cultural Studies;Food Science,0.251,0.233,1.7,1.7,11,37,6,0.0,10,39,8,0.0,2,46,1,0.0
International Journal of Sustainable Agricultural Management and Informatics,Inderscience Enterprises Ltd,journal,ECON;BUSI;AGRI,"Agricultural and Biological Sciences (all);Business, Management and Accounting (miscellaneous);Economics and Econometrics",0.39,0.268,2.3,2.3,23,113,4,0.0,20,159,10,0.0,20,153,17,0.0
International Journal of Systematic and Evolutionary Microbiology,Microbiology Society,journal,AGRI;IMMU,"Microbiology;Ecology, Evolution, Behavior and Systematics",0.945,0.952,3.4,5.2,474,31064,113,0.42,528,28417,274,0.0,344,23203,299,0.58
International Journal of Tropical Insect Science,Springer Nature,journal,AGRI,"Insect Science;Ecology, Evolution, Behavior and Systematics",0.566,0.343,2.7,2.4,380,1610,88,3.68,214,1886,101,0.0,241,1943,209,2.9
International Journal of Vegetable Science,Taylor and Francis Ltd.,journal,AGRI,Agronomy and Crop Science;Plant Science,1.466,0.575,3.3,3.1,51,773,13,7.84,49,1030,28,6.12,36,791,33,11.11
International Journal of Wildland Fire,CSIRO,journal,AGRI;ENVI,Ecology;Forestry,0.983,0.819,4.5,5.5,94,6858,5,3.19,105,6741,30,5.71,74,5810,58,5.41
International Journal of Zoology,Hindawi Publishing Corporation,journal,AGRI,Animal Science and Zoology,0.855,0.477,2.2,2.8,15,294,5,6.67,16,279,11,0.0,12,228,11,0.0
"International Journal on Advanced Science, Engineering and Information Technology",INSIGHT - Indonesian Society for Knowledge and Human Development,journal,ENGI;AGRI;COMP,Agricultural and Biological Sciences (all);Engineering (all);Computer Science (all),0.349,0.178,1.4,1.4,331,2003,164,0.0,300,2291,163,0.33,192,2228,170,0.0
International Journal on Algae,Begell House Inc.,journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",0.256,0.133,0.5,0.4,27,145,20,0.0,32,127,25,0.0,18,126,15,0.0
International Journal on Food System Dynamics,CENTMA Research,journal,ECON;DECI;ENVI;BUSI;SOCI;AGRI,"Geography, Planning and Development;Transportation;Environmental Science (miscellaneous);Management Science and Operations Research;Food Science;Economics, Econometrics and Finance (miscellaneous);Business and International Management",0.361,0.269,1.5,1.6,32,383,11,0.0,27,391,13,0.0,39,333,36,0.0
International Review of Hydrobiology,Wiley-VCH Verlag,journal,AGRI,"Aquatic Science;Ecology, Evolution, Behavior and Systematics",0.547,0.447,4.5,4.1,17,1790,2,5.88,3,1708,3,0.0,1,1450,1,0.0
International Review of Mechanical Engineering,Praise Worthy Prize,journal,CENG;ENGI;AGRI;MATE,Architecture;Engineering (all);Mechanical Engineering;Automotive Engineering;Agricultural and Biological Sciences (miscellaneous);Materials Science (miscellaneous);Fluid Flow and Transfer Processes,0.428,0.193,1.7,1.9,68,514,32,0.0,67,470,54,0.0,35,374,35,0.0
International Soil and Water Conservation Research,KeAi Communications Co.,journal,AGRI;ENVI,Agronomy and Crop Science;Nature and Landscape Conservation;Water Science and Technology;Soil Science,2.244,1.619,13.5,12.0,58,2970,0,5.17,63,3573,4,3.17,83,3881,32,7.23
International Wood Products Journal,SAGE Publications Inc.,journal,AGRI;MATE,Materials Science (all);Forestry,0.46,0.278,2.8,2.4,28,406,8,10.71,16,459,8,0.0,6,362,4,0.0
Invasive Plant Science and Management,Cambridge University Press,journal,AGRI,Plant Science,0.648,0.432,2.2,2.2,25,747,11,0.0,26,825,12,0.0,16,628,16,0.0
Invertebrate Biology,Wiley-Blackwell,journal,AGRI,Animal Science and Zoology,0.481,0.364,2.4,2.2,28,1100,7,0.0,21,963,9,4.76,27,864,27,0.0
Invertebrate Reproduction and Development,Taylor and Francis Ltd.,journal,AGRI;BIOC,Animal Science and Zoology;Developmental Biology,0.566,0.369,2.0,1.9,24,1007,8,0.0,14,908,9,0.0,24,875,24,4.17
Invertebrate Survival Journal,University of Modena and Reggio Emilia,journal,AGRI,Animal Science and Zoology,0.444,0.332,1.9,2.1,12,530,1,8.33,7,532,4,14.29,4,407,3,25.0
Invertebrate Systematics,CSIRO,journal,AGRI,"Ecology, Evolution, Behavior and Systematics",1.278,0.949,3.4,4.3,35,1452,4,0.0,32,1714,14,0.0,25,1321,18,0.0
Invertebrate Zoology,KMK Scientific Press Ltd.,journal,AGRI,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.72,0.569,2.3,2.4,29,169,8,3.45,35,173,26,0.0,30,154,28,0.0
Iranian Journal of Applied Animal Science,Islamic Azad University,journal,AGRI,Animal Science and Zoology,0.455,0.254,1.1,1.4,70,427,41,0.0,74,549,55,4.05,33,428,33,3.03
Iranian Journal of Botany,Research Institute of Forests and Rangelands of Iran,journal,AGRI;ENVI,"Ecology;Plant Science;Ecology, Evolution, Behavior and Systematics",0.237,0.185,0.6,0.8,24,34,14,0.0,21,41,18,0.0,11,38,11,0.0
Iranian Journal of Fisheries Sciences,Iranian Fisheries Research Organization,journal,AGRI,Aquatic Science,0.422,0.268,1.7,2.3,96,1088,36,0.0,74,1087,52,1.35,41,950,38,0.0
Iranian Journal of Ichthyology,Iranian Society of Ichthyology,journal,AGRI,Aquatic Science,0.453,0.192,0.8,0.7,88,189,56,1.14,66,247,49,1.52,0,179,0,0.0
Iranian Journal of Nutrition Sciences and Food Technology,National Nutrition and Food Technology Research Institute,journal,NURS;AGRI;MEDI,"Endocrinology, Diabetes and Metabolism;Nutrition and Dietetics;Food Science",0.136,0.132,0.4,0.6,47,45,37,2.13,42,52,36,2.38,37,56,37,5.41
Iranian Journal of Plant Physiology,Islamic Azad University,journal,AGRI;BIOC,Genetics;Physiology;Plant Science,0.28,0.201,1.7,2.0,17,147,6,0.0,0,228,0,0.0,0,170,0,0.0
"Iranian Journal of Science and Technology, Transaction A: Science",Springer International Publishing AG,journal,MATH;PHYS;CHEM;AGRI;EART,Earth and Planetary Sciences (all);Physics and Astronomy (all);Mathematics (all);Agricultural and Biological Sciences (all);Chemistry (all),0.861,0.270,4.4,4.0,178,2137,62,0.56,0,2147,0,0.0,0,1897,0,0.0
Iranian Journal of Veterinary Research,Shiraz University,journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.436,0.248,1.9,1.7,49,815,16,0.0,35,882,19,8.57,6,791,5,0.0
Iraqi Journal of Agricultural Sciences,"University of Baghdad, College of Agriculture",journal,VETE;AGRI;ENVI,Food Animals;Food Science;Agricultural and Biological Sciences (all);Animal Science and Zoology;Environmental Science (all);Horticulture;Veterinary (all),1.465,0.636,3.0,2.3,165,379,37,0.0,182,1231,80,0.0,152,1077,127,0.0
Iraqi Journal of Veterinary Sciences,University of Mosul - College of Veterinary Medicine,journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.924,0.379,3.8,3.4,193,398,61,0.0,166,598,77,0.6,109,670,97,0.0
Irish Journal of Agricultural and Food Research,Compuscript Ltd,journal,AGRI;ENVI,Animal Science and Zoology;Ecology;Agronomy and Crop Science;Food Science,0.513,0.295,2.9,2.5,17,481,3,11.76,9,457,7,0.0,7,463,4,14.29
Irrigation Science,Springer Science and Business Media Deutschland GmbH,journal,AGRI;ENVI,Agronomy and Crop Science;Water Science and Technology;Soil Science,1.16,0.643,6.1,6.1,59,3560,2,1.69,62,3640,7,6.45,111,3004,70,5.41
Irrigation and Drainage,John Wiley and Sons Ltd,journal,AGRI,Agronomy and Crop Science;Soil Science,0.63,0.390,3.0,3.4,111,2296,21,4.5,104,2371,38,2.88,181,2131,138,7.73
Israel Journal of Ecology and Evolution,Brill Academic Publishers,journal,AGRI,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.358,0.214,1.9,2.1,14,659,6,7.14,30,698,21,13.33,16,572,16,6.25
Israel Journal of Entomology,Entomological Society of Israel,journal,AGRI;ENVI,"Ecology;Insect Science;Ecology, Evolution, Behavior and Systematics",0.821,0.309,1.1,1.3,0,47,0,0.0,10,66,8,0.0,8,30,6,0.0
Israel Journal of Plant Sciences,Brill Academic Publishers,journal,AGRI,"Agronomy and Crop Science;Plant Science;Ecology, Evolution, Behavior and Systematics",0.458,0.192,1.9,1.9,21,947,12,4.76,18,873,12,5.56,11,724,10,9.09
Israel Journal of Veterinary Medicine,Israel Veterinary Medical Association,journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.302,0.160,0.8,0.8,26,219,18,11.54,24,163,18,4.17,9,181,9,11.11
Israeli Journal of Aquaculture - Bamidgeh,Israeli Journal of Aquaculture - Bamidgeh,journal,AGRI,Agronomy and Crop Science;Aquatic Science,0.222,0.210,0.8,0.9,66,848,31,3.03,73,738,47,4.11,64,645,58,4.69
Italian Botanist,Pensoft Publishers,journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",0.649,0.394,2.1,2.8,14,229,5,0.0,20,231,7,0.0,11,186,9,0.0
Italian Journal of Agrometeorology,Firenze University Press,journal,AGRI;EART,Agronomy and Crop Science;Atmospheric Science;Forestry,0.601,0.245,2.5,2.1,12,133,1,0.0,13,181,9,0.0,7,171,7,0.0
Italian Journal of Agronomy,Page Press Publications,journal,AGRI,Agricultural and Biological Sciences (all);Agronomy and Crop Science,0.735,0.451,5.5,4.2,38,976,3,2.63,30,1067,14,0.0,2,865,2,0.0
Italian Journal of Animal Science,Taylor and Francis Ltd.,journal,AGRI,Animal Science and Zoology,0.866,0.610,4.6,4.9,157,4426,23,2.55,126,4513,35,11.11,122,3811,93,4.1
Italian Journal of Food Safety,Page Press Publications,journal,AGRI,Food Science,0.563,0.367,2.8,2.5,39,667,6,0.0,43,755,19,4.65,33,637,23,9.09
Italian Journal of Food Science,Codon Publications,journal,AGRI,Food Science,0.729,0.312,4.8,4.2,40,1432,4,5.0,43,1473,4,9.3,81,1420,56,4.94
Italian Journal of Mycology,University of Bologna,journal,AGRI;ENVI;IMMU,"Applied Microbiology and Biotechnology;Ecology;Plant Science;Ecology, Evolution, Behavior and Systematics",0.899,0.275,2.1,2.5,8,24,3,37.5,11,52,4,9.09,5,52,2,20.0
Italus Hortus,Societa di Ortoflorofrutticoltura Italiana,journal,AGRI,Horticulture;Plant Science;Food Science,0.465,0.273,1.3,1.7,21,49,9,38.1,18,105,12,5.56,12,83,11,33.33
J. AGRICULTURAL METEOROLOGY,Society of Agricultural Meteorology of Japan/Nihon Nogyo Kisho Gakkai,journal,AGRI;EART,Agronomy and Crop Science;Atmospheric Science,0.637,0.420,2.7,2.7,18,504,5,0.0,18,469,9,5.56,15,418,14,0.0
Japan Agricultural Research Quarterly,Japan International Research Center for Agricultural Sciences,journal,ENVI;AGRI;BIOC,Biotechnology;Animal Science and Zoology;Ecology;Agronomy and Crop Science,0.27,0.176,0.8,1.0,41,959,16,0.0,36,848,24,27.78,25,703,24,24.0
Japan Journal of Food Engineering,Japan Society for Food Engineering,journal,ENGI;AGRI,Industrial and Manufacturing Engineering;Food Science,0.221,0.178,0.5,0.5,15,107,12,20.0,15,128,12,33.33,7,100,7,28.57
Japanese Journal of Applied Entomology and Zoology,Japanese Society of Applied Entomology and Zoology,journal,AGRI,Insect Science,0.201,0.145,0.7,0.7,12,352,9,0.0,9,265,8,0.0,7,277,7,0.0
Japanese Journal of Crop Science,Crop Science Society of Japan,journal,AGRI;BIOC,Genetics;Agronomy and Crop Science;Food Science,0.283,0.134,0.2,0.2,37,717,30,0.0,33,630,31,6.06,20,452,18,0.0
Japanese Journal of Ecology,Tohoku University,journal,AGRI;ENVI,"Ecology;Ecology, Evolution, Behavior and Systematics",0.013,0.106,0.1,0.1,23,144,23,0.0,8,142,7,25.0,14,119,14,0.0
Japanese Journal of Limnology,Japanese Society of Limnology,journal,AGRI;ENVI,Aquatic Science;Ecology;Water Science and Technology,0.229,0.117,0.3,0.2,10,145,9,0.0,11,162,9,9.09,4,119,4,25.0
Jordan Journal of Biological Sciences,Hashemite University,journal,AGRI;BIOC,"Agricultural and Biological Sciences (all);Biochemistry, Genetics and Molecular Biology (all)",0.521,0.260,2.1,2.0,104,538,43,0.0,76,748,41,0.0,58,568,56,1.72
"Journal for the Study of Religion, Nature and Culture",Equinox Publishing Ltd,journal,ARTS;AGRI;SOCI;ENVI,"Ecology;Religious Studies;Cultural Studies;Ecology, Evolution, Behavior and Systematics",1.02,0.278,0.7,1.0,24,140,16,8.33,27,146,20,22.22,32,103,32,3.13
Journal fur Kulturpflanzen,Julius Kuhn-Institut Federal Research Center for Cultivated Plants,journal,AGRI,Agronomy and Crop Science;Soil Science;Plant Science,0.256,0.185,0.9,1.1,34,145,21,11.76,39,167,31,7.69,9,154,9,0.0
Journal fur Verbraucherschutz und Lebensmittelsicherheit,Springer Science and Business Media Deutschland GmbH,journal,VETE;AGRI;BIOC,Biotechnology;Agronomy and Crop Science;Food Animals;Food Science,0.568,0.320,2.5,3.7,41,863,10,7.32,46,863,17,8.7,62,786,50,3.23
Journal of AOAC International,AOAC International,journal,AGRI;PHAR;ENVI;CHEM,Analytical Chemistry;Agronomy and Crop Science;Food Science;Environmental Chemistry;Pharmacology,0.602,0.393,3.9,3.1,169,8280,32,1.78,175,8383,57,2.29,94,7343,66,3.19
Journal of Advanced Biotechnology and Experimental Therapeutics,"Bangladesh Society for Microbiology, Immunology and Advanced Biotechnology",journal,AGRI;BIOC;IMMU,"Applied Microbiology and Biotechnology;Biochemistry, Genetics and Molecular Biology (all);Plant Science",0.532,0.266,2.0,1.9,51,131,16,7.84,63,207,32,9.52,49,225,44,6.12
Journal of Advanced Veterinary Research,"Assiut University, Faculty of Veterinary Medicine, Department of Animal Medicine",journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.414,0.215,0.7,0.6,125,114,59,8.8,340,186,236,10.0,205,315,181,6.34
Journal of Advanced Veterinary and Animal Research,Network for the Veterinarians of Bangladesh,journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.695,0.433,2.5,2.7,84,834,13,2.38,94,1039,44,4.26,93,1039,87,0.0
Journal of Agribusiness in Developing and Emerging Economies,Emerald Group Publishing Ltd.,journal,ECON;AGRI;SOCI,Agricultural and Biological Sciences (miscellaneous);Economics and Econometrics;Development,1.249,0.484,5.3,4.6,49,559,7,0.0,107,725,26,2.8,78,909,41,5.13
Journal of Agricultural & Applied Economics,Cambridge University Press,journal,ECON;AGRI,Agricultural and Biological Sciences (miscellaneous);Economics and Econometrics,0.835,0.588,2.8,3.3,44,381,14,0.0,37,459,16,0.0,34,432,31,2.94
Journal of Agricultural Economics,Wiley-Blackwell,journal,ECON;AGRI,Agricultural and Biological Sciences (miscellaneous);Economics and Econometrics,1.784,1.450,7.3,7.9,49,3152,3,2.04,47,3287,4,0.0,53,2936,25,1.89
Journal of Agricultural Education and Extension,Taylor and Francis Ltd.,journal,AGRI;SOCI,"Education;Agricultural and Biological Sciences (all);Geography, Planning and Development",1.15,0.680,5.2,5.0,33,891,4,9.09,32,996,5,9.38,63,947,36,9.52
Journal of Agricultural Extension,Agricultural Extension Society of Nigeria,journal,AGRI;SOCI,Education;Agricultural and Biological Sciences (all);Development,0.288,0.173,1.1,1.1,55,158,29,0.0,40,228,30,0.0,33,223,29,0.0
Journal of Agricultural Resources and Environment,Editorial Board of Journal of Agro-Environment Science,journal,AGRI;ENVI,Agricultural and Biological Sciences (all);Environmental Science (all),0.501,0.252,2.2,1.9,134,358,31,0.75,139,539,73,0.0,112,547,87,0.0
Journal of Agricultural Safety and Health,American Society of Agricultural and Biological Engineers,tradejournal,MEDI;ENGI;AGRI,"Agricultural and Biological Sciences (all);Public Health, Environmental and Occupational Health;Safety, Risk, Reliability and Quality",0.616,0.218,1.9,1.5,23,398,8,0.0,11,355,8,0.0,8,335,8,0.0
Journal of Agricultural Science,Cambridge University Press,journal,AGRI;BIOC,Genetics;Agronomy and Crop Science;Animal Science and Zoology,0.684,0.394,3.2,2.8,53,7572,13,5.66,80,7111,30,7.5,19,5808,18,0.0
Journal of Agricultural Science and Technology,Tarbiat Modares University,journal,AGRI,Agricultural and Biological Sciences (all),0.434,0.257,1.4,1.9,107,2468,34,0.0,101,2461,59,0.99,77,1900,68,0.0
