title,Author_count,Open_access,Unique_affiliations_count,citedby_count
Revisiting glacier mass-balance sensitivity to surface air temperature using a data-driven regionalization,2,1,2,0
Energy system digitization in the era of AI: A three-layered approach toward carbon neutrality,9,1,8,5
High-Performance Transparent Radiative Cooler Designed by Quantum Computing,6,0,2,45
Improve Villupuram District Yield Cultivation Using Recommendation System by Machine Learning,2,1,1,0
Diagnosing the Model Bias in Simulating Daily Surface Ozone Variability Using a Machine Learning Method: The Effects of Dry Deposition and Cloud Optical Depth,3,0,1,16
Insights into chalcone analogues with potential as antioxidant additives in diesel-biodiesel blends,10,1,4,3
SMART OASIS: USING ICT ADVANCED SOLUTIONS FOR SOCIETAL AND ECONOMIC RECONNECTION,4,1,1,0
Using machine learning to predict clean energy stock prices: How important are market volatility and economic policy uncertainty?,1,0,1,16
"Assessing the effect of Aedes (Stegomyia) aegypti (Linnaeus, 1762) control based on machine learning for predicting the spatiotemporal distribution of eggs in ovitraps",7,1,3,0
"Investigating the spatio-temporal variation of vegetation water content in the western United States by blending GNSS-IR, AMSR-E, and AMSR2 observables using machine learning methods",5,1,2,3
A computational approach to analyzing climate strategies of cities pledging net zero,4,1,4,12
Development of technology to predict the impact of urban inundation due to climate change on urban transportation networks,3,0,2,0
Drones and machine learning for estimating forest carbon storage,4,1,4,12
"Mapping the multi-hazards risk index for coastal block of Sundarban, India using AHP and machine learning algorithms",5,1,3,9
Machine learning algorithms for streamflow forecasting of Lower Godavari Basin,3,1,1,4
Deep Learning-based Forest Fire Classification Evaluation for Application of CAS500-4,7,0,2,6
"Using machine learning to understand microgeographic determinants of the Zika vector, Aedes aegypti",7,1,3,2
Crops yield prediction based on machine learning models: Case of West African countries,7,1,7,77
Achieving Brazil's Deforestation Target Will Reduce Fire and Deliver Air Quality and Public Health Benefits,7,1,2,1
Solar Photovoltaic Power Forecasting: A Review,1,1,1,59
"Quantifying Mangrove Extent Using a Combination of Optical and Radar Images in a Wetland Complex, Western Region, Ghana",3,1,1,5
A Novel Approach Based on Machine Learning and Public Engagement to Predict Water-Scarcity Risk in Urban Areas,4,1,1,6
A New Framework for Winter Wheat Yield Prediction Integrating Deep Learning and Bayesian Optimization,5,1,2,22
The Effects of Climate Change on Heading Type Chinese Cabbage (Brassica rapa L. ssp. Pekinensis) Economic Production in South Korea,3,1,3,6
Multi-Scale Flood Mapping under Climate Change Scenarios in Hexagonal Discrete Global Grids,3,1,2,3
Expediting the Search for Climate-Resilient Reef Corals in the Coral Triangle with Artificial Intelligence,4,1,6,2
Correction to a Simple Biosphere Model 2 (SiB2) Simulation of Energy and Carbon Dioxide Fluxes over a Wheat Cropland in East China Using the Random Forest Model,4,1,2,2
Detecting and Quantifying Structural Breaks in Climate,3,1,4,3
Self-supervised and semi-supervised learning for road condition estimation from distributed road-side cameras,8,1,2,2
Exploring the Best-Matching Plant Traits and Environmental Factors for Vegetation Indices in Estimates of Global Gross Primary Productivity,2,1,1,5
Quantify the Spatial Association between the Distribution of Catering Business and Urban Spaces in London Using Catering POI Data and Image Segmentation,5,1,5,6
Comparative Study of Coupling Models of Feature Selection Methods and Machine Learning Techniques for Predicting Monthly Reservoir Inflow,5,1,2,2
Predicting the Environmental Change of Carbon Emission Patterns in South Asia: A Deep Learning Approach Using BiLSTM,8,1,4,22
Photosynthesis under Biotic and Abiotic Environmental Stress,2,1,2,6
"Assessing and mapping soil erosion risk zone in Ratlam District, central India",3,1,1,5
Comparison of machine learning techniques for reservoir outflow forecasting,5,1,3,8
Long-Term Spatiotemporal Variability of Whitings in Lake Geneva from Multispectral Remote Sensing and Machine Learning,8,1,2,3
Predicting the Forest Canopy Height from LiDAR and Multi-Sensor Data Using Machine Learning over India,11,1,6,13
Longitudinal Predictors of Perceived Climate Change Importance and Worry among Italian Youths: A Machine Learning Approach,4,1,2,5
Develop a Smart Microclimate Control System for Greenhouses through System Dynamics and Machine Learning Techniques,6,1,2,4
"Identifying Evacuation Needs and Resources Based on Volunteered Geographic Information: A Case of the Rainstorm in July 2021, Zhengzhou, China",4,1,1,3
Data Type and Data Sources for Agricultural Big Data and Machine Learning,5,1,2,10
Mapping the habitat for the moose population in Northeast China by combining remote sensing products and random forests,6,1,3,6
Predicting European cities’ climate mitigation performance using machine learning,5,1,3,11
Future tree survival in European forests depends on understorey tree diversity,5,1,2,3
Conceptual hydrological model-guided SVR approach for monthly lake level reconstruction in the Tibetan Plateau,8,1,3,7
A new synergistic approach for Sentinel-1 and PALSAR-2 in a machine learning framework to predict aboveground biomass of a dense mangrove forest,5,0,3,23
"Evaluating optically and non-optically active water quality and its response relationship to hydro-meteorology using multi-source data in Poyang Lake, China",10,1,3,17
Vegetation phenology and its ecohydrological implications from individual to global scales,7,1,5,15
3DUNetGSFormer: A deep learning pipeline for complex wetland mapping using generative adversarial networks and Swin transformer,6,1,6,24
Fusing GEDI with earth observation data for large area aboveground biomass mapping,1,1,1,41
Machine learning based attribution mapping of climate related discussions on social media,3,1,3,4
The viability of extended marine predators algorithm-based artificial neural networks for streamflow prediction,6,0,6,101
Allocation of flood drainage rights in the middle and lower reaches of the Yellow River based on deep learning and flood resilience,9,1,5,7
Review of Data Analytics for Condition Monitoring of Railway Track Geometry,5,0,1,10
Data-driven prediction and optimization of residential building performance in Singapore considering the impact of climate change,3,0,2,28
Vision on the bog: Cranberry crop risk evaluation with deep learning,5,0,3,3
Air pollution prediction using LSTM deep learning and metaheuristics algorithms,2,1,1,62
THE APPLICATIONS OF THE GREEN BUILDING DESIGN CONCEPT IN MEDICAL BUILDING DESIGN,1,0,1,0
Oil palm yield prediction across blocks from multi-source data using machine learning and deep learning,15,0,4,10
"Landslide identification using machine learning techniques: Review, motivation, and future prospects",3,0,1,26
Co-evaluation of climate services. A case study for hydropower generation,6,1,4,3
"Mapping the spatial distribution of underutilised crop species under climate change using the MaxEnt model: A case of KwaZulu-Natal, South Africa",8,1,6,7
Cities: Allocating climate change responsibilities at planetary scale,1,0,1,10
Neutral processes related to regional bee commonness and dispersal distances are important predictors of plant–pollinator networks along gradients of climate and landscape conditions,15,1,9,2
Moderate resolution LAI prediction using Sentinel-2 satellite data and indirect field measurements in Sikkim Himalaya,12,0,4,7
Natural-anthropogenic environment interactively causes the surface urban heat island intensity variations in global climate zones,6,1,1,36
"Flood susceptibility mapping using advanced hybrid machine learning and CyGNSS: a case study of Nghe An province, Vietnam",9,0,1,2
"The fall of the summer truffle: Recurring hot, dry summers result in declining fruitbody production of Tuber aestivum in Central Europe",16,1,12,6
Explainable artificial intelligence (XAI) detects wildfire occurrence in the Mediterranean countries of Southern Europe,12,1,3,31
Signals of local bioclimate-driven ecomorphological changes in wild birds,3,1,4,0
"Spatiotemporal dynamics and anthropologically dominated drivers of chlorophyll-a, TN and TP concentrations in the Pearl River Estuary based on retrieval algorithm and random forest regression",7,0,1,25
Deep learning models for river classification at sub-meter resolutions from multispectral and panchromatic commercial satellite imagery,6,1,3,15
A novel evaluation model for carbon dioxide emission in the slurry shield tunnelling,6,0,4,19
"Interactions of genotype, environment and management on wheat traits and grain yield variations in different climate zones across China",2,0,3,11
Changes in coastal farming systems in a changing climate in Bangladesh,2,1,3,6
Increasing typhoon impact and economic losses due to anthropogenic warming in Southeast China,9,1,5,22
Ways forward for Machine Learning to make useful global environmental datasets from legacy observations and measurements,,1,0,0
Balancing national economic policy outcomes for sustainable development,6,1,5,55
Post-typhoon forest damage estimation using multiple vegetation indices and machine learning models,9,1,6,12
Impacts of climate change and meteo-solar parameters on photosynthetically active radiation prediction using hybrid machine learning with Physics-based models,3,1,2,31
Reconstruction of 0.05° all-sky daily maximum air temperature across Eurasia for 2003–2018 with multi-source satellite data and machine learning models,6,1,4,10
An Artificial Intelligence Dataset for Solar Energy Locations in India,11,1,3,14
Machine learning – An approach for consistent rock glacier mapping and inventorying – Example of Austria,4,1,2,6
Weather-based maize yield forecast in Saudi Arabia using statistical analysis and machine learning,6,0,3,5
Predicting wind power generation using machine learning and CNN-LSTM approaches,4,0,1,38
Agricultural decision system based on advanced machine learning models for yield prediction: Case of East African countries,8,1,8,40
The role of asymmetric prediction losses in smart charging of electric vehicles,4,0,4,3
The rise of Indian summer monsoon precipitation extremes and its correlation with long-term changes of climate and anthropogenic factors,2,1,1,29
Widespread increasing vegetation sensitivity to soil moisture,9,1,5,149
Global stocks and capacity of mineral-associated soil organic carbon,12,1,16,287
A multi-scale time-series dataset with benchmark for machine learning in decarbonized energy grids,8,1,5,28
"ReaLSAT, a global dataset of reservoir and lake surface area variations",8,1,4,26
Runoff observation in a tropical Brantas watershed as observed from long-term globally available TerraClimate data 2001–2020,2,1,1,8
Automatic flower detection and phenology monitoring using time-lapse cameras and deep learning,6,1,6,25
Uncertainties of soil organic carbon stock estimation caused by paleoclimate and human footprint on the Qinghai Plateau,9,1,1,7
Forecasting large-scale circulation regimes using deformable convolutional neural networks and global spatiotemporal climate data,3,1,2,6
Modelling armed conflict risk under climate change with machine learning and time-series data,7,1,6,22
What evidence exists on the effects of public policy interventions for achieving environmentally sustainable food consumption? A systematic map protocol,7,1,6,3
Modeling future habitats to identify suitable sites for ex situ conservation of the endangered palm Metroxylon vitiense (H. Wendl.) H. Wendl. ex Benth. & Hook. f. in Fiji,7,0,5,1
Prediction of global marginal land resources for Pistacia chinensis Bunge by a machine learning method,6,1,2,4
Assessment of global health risk of antibiotic resistance genes,11,1,5,375
Deep learning shows declining groundwater levels in Germany until 2100 due to climate change,3,1,2,84
Tropical extreme droughts drive long-term increase in atmospheric CO<inf>2</inf> growth rate variability,2,1,3,26
Carbon peak and its mitigation implications for China in the post-pandemic era,4,1,1,48
Modeling of cold-temperate tree Pinus koraiensis (Pinaceae) distribution in the Asia-Pacific region: Climate change impact,5,1,2,9
A global dataset for the projected impacts of climate change on four major crops,9,1,8,56
Climate change threatens native potential agroforestry plant species in Brazil,6,1,5,31
Youth well-being predicts later academic success,4,1,3,28
"Modeling present and future climate risk of dengue outbreak, a case study in New Caledonia",8,1,6,16
Nonlinear sensitivity of glacier mass balance to future climate change unveiled by deep learning,5,1,5,47
Modeling the public attitude towards organic foods: a big data and text mining approach,2,1,1,28
The Agricultural Genome to Phenome Initiative (AG2PI): creating a shared vision across crop and livestock research communities,9,1,5,9
RETRACTED ARTICLE: Development of air quality monitoring (AQM) models using different machine learning approaches,3,0,3,43
Can remote sensing enable a Biomass Climate Adaptation Index for agricultural systems?,11,1,2,1
“Forest fire emissions: A contribution to global climate change”,1,1,2,26
A TinyML-based System for Smart Agriculture,3,1,1,5
Canopy spectral reflectance indices correlate with yield traits variability in bread wheat genotypes under drought stress,9,1,4,2
Plastics tsunami: Can a landmark treaty stop waste from choking the oceans?,1,0,0,13
A review of on-road vehicle emission inventory,5,1,2,1
Machine-learning-based downscaling of modelled climate change impacts on groundwater table depth,5,1,1,11
Predicting wine prices based on the weather: Bordeaux vineyards in a changing climate,3,1,1,4
Internal variability and forcing influence model–satellite differences in the rate of tropical tropospheric warming,7,1,6,16
Are general circulation models obsolete?,6,1,5,25
Green energy using machine and deep learning,5,0,2,1
Reconstructing ocean subsurface salinity at high resolution using a machine learning approach,9,1,6,13
Farming feeds the world. We desperately need to know how to do it better,,1,0,1
Insights and advances in integrating multi-omic approaches for potato crop improvement,7,0,3,4
Are plankton nets a thing of the past? An assessment of in situ imaging of zooplankton for large-scale ecosystem assessment and policy decision-making,5,1,5,8
Machine Learning-Based Detection of Weather Fronts and Associated Extreme Precipitation in Historical and Future Climates,6,1,4,10
Predicting Potential Climate Change Impacts on Groundwater Nitrate Pollution and Risk in an Intensely Cultivated Area of South Asia,4,1,2,11
"Annual 30 m soybean yield mapping in Brazil using long-term satellite observations, climate data and machine learning",4,1,2,8
A review of datasets and methods for deriving spatiotemporal distributions of atmospheric CO<inf>2</inf>,4,0,2,19
Predicting root zone soil moisture using observations at 2121 sites across China,7,0,3,13
An overview of the 2022 NISO plus conference: Global conversations/Global Connections,1,1,1,1
"SiDroForest: a comprehensive forest inventory of Siberian boreal forest investigations including drone-based point clouds, individually labeled trees, synthetically generated tree crowns, and Sentinel-2 labeled image patches",14,1,9,2
Gradient boosting and bayesian network machine learning models predict aflatoxin and fumonisin contamination of maize in Illinois – First USA case study,5,1,4,7
A case study and parametric analysis of predicting hurricane-induced building damage using data-driven machine learning approach,3,1,1,4
Predictability and empirical dynamics of fisheries time series in the North Pacific,4,1,5,2
Impacts of climate change on long-term reliability of reinforced concrete structures due to chloride ingress,2,0,2,7
The 2022 report of the Lancet Countdown on health and climate change: health at the mercy of fossil fuels,99,0,56,627
Blue carbon ecosystem monitoring using remote sensing reveals wetland restoration pathways,5,1,2,5
Climate change conditions the selection of rust-resistant candidate wild lentil populations for in situ conservation,6,1,5,4
"“SeaWARRDD”: Coastal Warning and Rapid Response Data Density: Rethinking Coastal Ocean Observing, Intelligence, Resilience, and Prediction",5,0,5,0
Insect Detection in Sticky Trap Images of Tomato Crops Using Machine Learning,4,1,2,8
Predicting CO<inf>2</inf> Emission Footprint Using AI through Machine Learning,2,1,2,30
Flooded Extent and Depth Analysis Using Optical and SAR Remote Sensing with Machine Learning Algorithms,7,1,4,6
Introduction to big data analytics architecture,1,1,1,0
Forecasting of SPI and Meteorological Drought Based on the Artificial Neural Network and M5P Model Tree,8,1,8,46
A Novel Approach to Analysis Consequence of Climate Changes on Erythemato-Squamous Diseases using Machine Learning Algorithms,5,0,2,3
Integrating advancements in root phenotyping and genome-wide association studies to open the root genetics gateway,14,0,2,3
Freshly-opened swidden mapping using Support Vector Machine（SVM）and spatial characteristics in Phongsaly Province，Laos,4,1,2,0
Marked Impacts of Pollution Mitigation on Crop Yields in China,10,1,6,20
Explainable Artificial Intelligence for Bayesian Neural Networks: Toward Trustworthy Predictions of Ocean Dynamics,5,1,7,14
Development of the Indian Future Weather File Generator Based on Representative Concentration Pathways,7,1,5,3
Machine Learning and Food Security: Insights for Agricultural Spatial Planning in the Context of Agriculture 4.0,8,1,5,13
Coupling Process-Based Models and Machine Learning Algorithms for Predicting Yield and Evapotranspiration of Maize in Arid Environments,7,1,5,16
Modeling the Agricultural Soil Landscape of Germany—A Data Science Approach Involving Spatially Allocated Functional Soil Process Units,1,1,1,3
"Mapping Forest Aboveground Biomass with MODIS and Fengyun-3C VIRR Imageries in Yunnan Province, Southwest China Using Linear Regression, K-Nearest Neighbor and Random Forest",9,1,5,11
Evaluation of Debris-Flow Vibration Signals Recorded at the Aiyuzi Stream in Shenmu Taiwan Using Machine Learning Methods,2,1,1,2
Estimation of National Forest Aboveground Biomass from Multi-Source Remotely Sensed Dataset with Machine Learning Algorithms in China,5,1,6,10
Assessing Changes in Boreal Vegetation of Kola Peninsula via Large-Scale Land Cover Classification between 1985 and 2021,2,1,1,3
Coupling Process-Based Crop Model and Extreme Climate Indicators with Machine Learning Can Improve the Predictions and Reduce Uncertainties of Global Soybean Yields,7,1,6,7
Answering Geosciences Research Questions at a Global Scale via a Hybrid Machine-Human Learning Approach: A Case Study of the Link between Climate and Volcanism,6,1,2,0
Spatial Prediction of Current and Future Flood Susceptibility: Examining the Implications of Changing Climates on Flood Susceptibility Using Machine Learning Models,2,1,1,15
"Flood Hazard and Management in Cambodia: A Review of Activities, Knowledge Gaps, and Research Direction",7,1,4,4
Modeling Tree Growth Responses to Climate Change: A Case Study in Natural Deciduous Mountain Forests,6,1,5,10
Resilience Adaptation Approach for Reducing the Negative Impact of Climate Change on Coastal Heritage Sites through Machine Learning,1,1,1,3
Two-step daily reservoir inflow prediction using ARIMA-machine learning and ensemble models,2,0,1,10
Data-driven models for atmospheric air temperature forecasting at a continental climate region,8,1,5,21
Glacier retreat in Himachal from 1994 to 2021 using deep learning,4,0,1,7
Hydrology research articles are becoming more topically diverse,4,1,5,3
"Nitrate concentrations predominantly driven by human, climate, and soil properties in US rivers",4,0,1,16
Fine-resolution landscape-scale biomass mapping using a spatiotemporal patchwork of LiDAR coverages,6,1,2,8
"Using NDVI, climate data and machine learning to estimate yield in the Douro wine region",4,1,2,15
Role of machine learning in attaining environmental sustainability,9,1,10,18
Medium-term forecasting of power generation by hydropower plants in isolated power systems under climate change,6,1,3,8
Probabilistic Analysis of the Landslide Hazard in Cold Regions: Considering Multiple Triggering Factors and Their Interdependence,4,0,3,1
Employing machine learning to quantify long-term climatological and regulatory impacts on groundwater availability in intensively irrigated regions,6,1,3,7
Tipping points of marine phytoplankton to multiple environmental stressors,3,0,2,20
A Systematic Mapping of Artificial Intelligence Solutions for Sustainability Challenges in Latin America and the Caribbean,3,0,3,7
Prediction of the Estimated Time of Arrival of container ships on short-sea shipping: A pragmatical analysis,6,0,2,3
Editorial: Special Issue on Artificial Intelligence for Sustainability,3,0,3,0
Effects of temperature on the toxicity of waterborne nanoparticles under global warming: Facts and mechanisms,6,0,2,6
Explainable artificial intelligence reveals environmental constraints in seagrass distribution,4,1,2,10
Estimating the first flowering and full blossom dates of Yoshino cherry (Cerasus × yedoensis ‘Somei-yoshino’) in Japan using machine learning algorithms,2,1,1,6
A systematic review of machine learning applications in the operation of smart distribution systems,3,1,1,15
Impact of climate change on West Nile virus distribution in South America,3,0,2,9
Sea-level rise effects on macrozoobenthos distribution within an estuarine gradient using Species Distribution Modeling,4,0,3,6
Mapping Mediterranean maquis formations using Sentinel-2 time-series,4,0,3,0
IoT-based prediction models in the environmental context: A systematic Literature Review,5,0,1,16
"Downscaling of Precipitation for Climate Change Projections Using Multiple Machine Learning Techniques: Case Study of Shenzhen City, China",6,0,4,6
Landscape genetics of a sub-alpine toad: climate change predicted to induce upward range shifts via asymmetrical migration corridors,5,0,5,2
Identifying key factors for coral survival in reef restoration projects using deep learning,3,0,1,4
Features predisposing forest to bark beetle outbreaks and their dynamics during drought,5,1,2,28
Simulating thaw-induced land cover change in discontinuous permafrost landscapes,2,0,1,0
Culex pipiens distribution in Tunisia: Identification of suitable areas through Random Forest and MaxEnt approaches,10,1,3,8
"Spatiotemporal water dynamic modelling of Ramsar-listed lakes on the Victorian Volcanic Plains using Landsat, ICESat-2 and airborne LiDAR data",3,0,2,4
Modeling climate change impact on inflow and hydropower generation of Nangbeto dam in West Africa using multi-model CORDEX ensemble and ensemble machine learning,7,0,8,16
Prediction of greenhouse gas emissions for cities and local municipalities monitoring their advances to mitigate and adapt to climate change,7,1,2,11
Influence of hydroclimatic variability on dengue incidence in a tropical dryland area,5,1,2,4
Comparison of two machine learning frameworks for predicting aggregatory behaviour of sharks,3,0,3,0
Hybrid data-based modeling for the prediction and diagnostics of Li-ion battery thermal behaviors,2,1,1,7
Recommendations for quantifying and reducing uncertainty in climate projections of species distributions,30,1,11,26
Simulation of Land Surface Temperature Patterns Over Future Urban Areas—A Machine Learning Approach,4,0,2,6
A multi-stage supervised learning optimisation approach on an aerogel glazing system with stochastic uncertainty,1,0,3,11
Biogeography of cereal stemborers and their natural enemies: forecasting pest management efficacy under changing climate,6,1,5,4
Sentimental wildfire: a social-physics machine learning model for wildfire nowcasting,2,1,2,10
Machine learning modeling for proton exchange membrane fuel cell performance,3,1,1,63
Wildfires in the Arctic and tropical biomes: what is the relative role of climate?,5,0,2,2
Carbon emission and thermal comfort prediction model for an office building considering the contribution rate of design parameters,2,1,1,13
Assessing the fine root growth dynamics of Norway spruce manipulated by air humidity and soil nitrogen with deep learning segmentation of smartphone images,6,0,3,7
Machine learning analysis on the impacts of COVID-19 on India’s renewable energy transitions and air quality,4,1,3,12
Global Groundwater Solute Composition and Concentrations,6,1,6,8
Simulating the climate driven runoff in data-scarce mountains by machine learning and downscaling reanalysis data,4,0,3,2
High-resolution modelling of climatic hazards relevant for Canada’s northern transportation sector,2,0,1,7
Monitoring honeybees (Apis spp.) (Hymenoptera: Apidae) in climate-smart agriculture: A review,3,0,2,12
A review of power system protection and asset management with machine learning techniques,6,0,4,22
A Trait-based Investigation of Fungal Decomposition with Machine Learning,3,1,1,0
SustainGraph: A knowledge graph for tracking the progress and the interlinking among the sustainable development goals’ targets,7,1,6,7
Integrating new technologies to broaden the scope of northern spotted owl monitoring and linkage with USDA forest inventory data,2,1,1,6
"Themes and patterns in print media coverage of wildfires in the USA, Canada and Australia: 1986-2016",2,1,2,7
What weather variables are important for wet and slab avalanches under a changing climate in a low-altitude mountain range in Czechia?,6,1,2,5
Wildfire Detection and Perimeter Mapping using Satellite Imagery and Machine Learning with Hyperopt Tuning,1,0,1,0
A study of grassland aboveground biomass on the Tibetan Plateau using MODIS data and machine learning,4,0,1,3
Into the Unknown: How Computation Can Help Explore Uncharted Material Space,5,1,1,21
A generalized machine learning framework to predict the space-time yield of methanol from thermocatalytic CO<inf>2</inf> hydrogenation,3,1,1,74
The climate change Twitter dataset,4,0,1,33
Monitoring early-successional trees for tropical forest restoration using low-cost UAV-based species classification,10,1,5,6
TOWARDS MORE RESILIENT SMART CITIES: MT-InSAR MONITORING OF URBAN INFRASTRUCTURE USING MACHINE LEARNING TECHNIQUES,4,1,2,1
Food security analysis and forecasting: A machine learning case study in southern Malawi,9,1,3,4
Training machine learning with physics-based simulations to predict 2D soil moisture fields in a changing climate,9,1,5,7
Shipping regulations lead to large reduction in cloud perturbations,6,1,4,19
Policy interventions and competing management paradigms shape the long-term distribution of forest harvesting across the landscape,2,1,1,2
Disaster assessment using computer vision and satellite imagery: Applications in detecting water-related building damages,8,1,4,7
Agricultural research updates,2,0,0,0
The effect of psychological disorders on students' academic performance,3,0,2,0
IC Engine Dynamic oil Life Prediction Using Machine Learning Approach,9,0,2,1
"Quantitative Hedge Funds: Discretionary, Systematic, Ai, Esg And Quantamental",1,0,0,0
A formal forecasting approach to predict flood disaster and recovery strategy using machine learning,3,1,2,0
"Attempts at seismic characterization of a deepwater turbidite channel in Taranaki Basin, New Zealand",5,0,3,2
Mapping clear-sky surface solar ultraviolet radiation in China at 1 km spatial resolution using Machine Learning technique and Google Earth Engine,6,0,2,9
An Artificial Intelligence Approach to Waterbody Detection of the Agricultural Reservoirs in South Korea Using Sentinel-1 SAR Images,9,0,3,7
Detection of Wildfire Smoke Plumes Using GEMS Images and Machine Learning,6,0,2,2
Modeling of Vegetation Phenology Using MODIS and ASOS Data,9,0,2,1
Assessment of Stand-alone Utilization of Sentinel-1 SAR for High Resolution Soil Moisture Retrieval Using Machine Learning,5,0,1,5
"Evaluation of Different Modelling Techniques with Fusion of Satellite, Soil and Agro-Meteorological Data for the Assessment of Durum Wheat Yield under a Large Scale Application",6,1,3,3
Coupling Machine Learning Into Hydrodynamic Models to Improve River Modeling With Complex Boundary Conditions,7,0,3,21
Deep Learning Provides Substantial Improvements to County-Level Fire Weather Forecasting Over the Western United States,9,1,9,4
Crop Water Requirements with Changing Climate in an Arid Region of Saudi Arabia,2,1,2,17
Declined peat heterotrophic respiration as consequences from zeolite amendment simulation: coupling descriptive and predictive modelling approaches,9,1,2,0
A Machine Learning Strategy for the Quantitative Analysis of the Global Warming Impact on Marine Ecosystems,5,1,3,16
Using Deep Learning to Formulate the Landslide Rainfall Threshold of the Potential Large-Scale Landslide,3,1,1,8
Survey on the Application of Artificial Intelligence in ENSO Forecasting,3,1,3,10
Estimating Carbon Sink Strength of Norway Spruce Forests Using Machine Learning,3,1,1,2
Forestry Big Data: A Review and Bibliometric Analysis,7,1,4,14
Dengue Prediction in Latin America Using Machine Learning and the One Health Perspective: A Literature Review,6,1,7,19
Spatial Evaluation of Machine Learning-Based Species Distribution Models for Prediction of Invasive Ant Species Distribution,4,1,1,11
Off-Label Use of Dalbavancin for Sequential Treatment of Spondylodiscitis by Methicillin-Resistant Staphylococcus aureus: A Retrospective Single-Centre Experience,8,1,3,8
Multivariable Characterization of Atmospheric Environment with Data Collected in Flight,9,1,4,3
Routes Alternatives with Reduced Emissions: Large-Scale Statistical Analysis of Probe Vehicle Data in Lyon,3,1,1,1
Non-Invasive Methods of Quantifying Heat Stress Response in Farm Animals with Special Reference to Dairy Cattle,6,1,4,19
Machine Learning-Based Forest Burned Area Detection with Various Input Variables: A Case Study of South Korea,7,1,4,9
Predicting Flood Hazards in the Vietnam Central Region: An Artificial Neural Network Approach,2,1,2,8
Improving Estimates and Change Detection of Forest Above-Ground Biomass Using Statistical Methods,3,1,1,13
Satellite Soil Moisture Data Reconstruction in the Temporal and Spatial Domains: Latent Error Assessments and Performances for Tracing Rainstorms and Droughts,7,1,2,2
"Evaluation and Prediction of Low-Carbon Economic Efficiency in China, Japan and South Korea: Based on DEA and Machine Learning",3,1,1,5
Classification of Aggregates Using Multispectral Two-Dimensional Angular Light Scattering Simulations,6,1,2,1
"Using Deep Learning Algorithms for Intermittent Streamflow Prediction in the Headwaters of the Colorado River, Texas",2,1,1,15
Machine Learning Assessment of the Impact of Global Warming on the Climate Drivers of Water Supply to Australia’s Northern Murray-Darling Basin,3,1,1,6
"What Do Twitter Users Think about Climate Change? Characterization of Twitter Interactions Considering Geographical, Gender, and Account Typologies Perspectives",2,0,1,4
Genomic selection in tropical perennial crops and plantation trees: a review,6,0,5,8
"Land use change and climate dynamics in the Rift Valley Lake Basin, Ethiopia",4,1,1,23
"Estimation of the Visibility in Seoul, South Korea, Based on Particulate Matter and Weather Data, Using Machine-learning Algorithm",4,1,1,19
Application of extreme gradient boosting and Shapley Additive explanations to predict temperature regimes inside forests from standard open-field meteorological data,4,1,3,21
Freshwater crabs of the Near East: Increased extinction risk from climate change and underrepresented within protected areas,3,1,2,9
This is FAST: multivariate Full-permutAtion based Stochastic foresT method—improving the retrieval of fine-mode aerosol microphysical properties with multi-wavelength lidar,21,1,12,7
Deep learning and statistical methods for short- and long-term solar irradiance forecasting for Islamabad,5,0,1,62
Using machine learning to model technological heterogeneity in carbon emission efficiency evaluation: The case of China's cities,3,0,2,26
Contributions of meteorology to ozone variations: Application of deep learning and the Kolmogorov-Zurbenko filter,6,0,1,26
A new modelling framework to assess changes in groundwater level,5,1,3,23
Multiparametric sea state fields from synthetic aperture radar for maritime situational awareness,5,1,1,26
An artificial intelligence approach to remotely assess pale lichen biomass,12,1,7,7
Integrating building energy simulation with a machine learning algorithm for evaluating indoor living walls’ impacts on cooling energy use in commercial buildings,2,0,2,8
Reconstructing GRACE-like time series of high mountain glacier mass anomalies,6,0,4,11
Dynamics of soil organic carbon and nitrogen and their relations to hydrothermal variability in dryland,6,1,3,8
Barking up the wrong tree? Can forest expansion help meet climate goals?,5,0,4,6
Integrating weather observations and local-climate-zone-based landscape patterns for regional hourly air temperature mapping using machine learning,7,0,6,17
"Predicting the habitat suitability of the invasive white mango scale, Aulacaspis tubercularis; Newstead, 1906 (Hemiptera: Diaspididae) using bioclimatic variables",4,0,2,7
Associations between ambient temperature and risk of preterm birth in Sweden: A comparison of analytical approaches,12,1,10,15
Do young people really engage in sustainable behaviors in their lifestyles?,2,1,2,21
Hybridization of ResNet with YOLO classifier for automated paddy leaf disease recognition: An optimized model,2,0,2,27
Shorter blooms expected with longer warm periods under climate change: an example from a shallow meso-eutrophic Mediterranean lake,9,1,3,13
Assessment of coastal variations due to climate change using remote sensing and machine learning techniques: A case study from west coast of India,7,0,2,12
Accounting for regional water recyclability or scarcity using Machine Learning and Pinch Analysis,4,0,2,3
An ensemble learning approach to map the genetic connectivity of the parasitoid Stethynium empoasca (Hymenoptera: Mymaridae) and identify the key influencing environmental and landscape factors,9,1,5,0
Spatial prediction of organic carbon in German agricultural topsoil using machine learning algorithms,4,1,2,22
Prediction of Wave Overtopping Characteristics at Coastal Flood Defences Using Machine Learning Algorithms: A Systematic Rreview,3,1,1,9
Spatiotemporal trends of black walnut forest stocking under climate change,4,1,1,2
Pollution Control and Monitoring System with ML Based Analysis,2,0,1,0
Wildfire Danger Prediction and Understanding With Deep Learning,8,1,4,36
"The ""water machine"" of Bengal",1,0,1,2
