Title,cover_date,authkey_word,Year
Prediction of greenhouse gas emissions for cities and local municipalities monitoring their advances to mitigate and adapt to climate change,2022-11-01,Adaptation | Adaptigation | Forecasting | Machine learning | Mitigation,2022
Influence of hydroclimatic variability on dengue incidence in a tropical dryland area,2022-11-01,Climate | Climate-sensitive diseases | Infectious diseases | Time series analysis,2022
Comparison of two machine learning frameworks for predicting aggregatory behaviour of sharks,2022-11-01,boosted regression trees | Carcharhinus leucas | Carcharhinus limbatus | estuary | Gulf of Mexico | neural network | predictive modelling | zero-inflated,2022
Hybrid data-based modeling for the prediction and diagnostics of Li-ion battery thermal behaviors,2022-11-01,Artificial neural network | Energy storage | Heat generation | Kalman filter | Lithium-ion batteries,2022
Recommendations for quantifying and reducing uncertainty in climate projections of species distributions,2022-11-01,artificial intelligence | climate change | earth system models | extrapolation | fisheries | machine learning | species distribution models | virtual species,2022
Simulation of Land Surface Temperature Patterns Over Future Urban Areas—A Machine Learning Approach,2022-11-01,Built-up | Causative factors | Instance-based learning | Land surface temperature | Neural network | Sim weight | Simulation,2022
A multi-stage supervised learning optimisation approach on an aerogel glazing system with stochastic uncertainty,2022-11-01,Climate-adaptive aerogel | Energy-efficient building | Machine learning | Stochastic sampling size | Thermodynamics | Uncertainty magnitude,2022
Biogeography of cereal stemborers and their natural enemies: forecasting pest management efficacy under changing climate,2022-11-01,biogeography | climate change | host–parasitoid interaction | MaxEnt | warming tolerance,2022
Sentimental wildfire: a social-physics machine learning model for wildfire nowcasting,2022-11-01,Machine learning | Satellite data | Sentiment analysis | Social media | Twitter data | Wildfires,2022
Machine learning modeling for proton exchange membrane fuel cell performance,2022-11-01,Artificial neural network | Data-based models | Fuel cell | Machine learning | Support vector machine regressor,2022
Wildfires in the Arctic and tropical biomes: what is the relative role of climate?,2022-11-01,Climate variables | Machine learning | MODIS data | Teleconnection indices | Wavelet | Wildfires,2022
Carbon emission and thermal comfort prediction model for an office building considering the contribution rate of design parameters,2022-11-01,Carbon emission | Machine learning | Prediction | Sensitivity analysis | Thermal comfort,2022
Assessing the fine root growth dynamics of Norway spruce manipulated by air humidity and soil nitrogen with deep learning segmentation of smartphone images,2022-11-01,AI | Climate change | Deep learning | Fine roots | Picea abies | RootPainter,2022
Machine learning analysis on the impacts of COVID-19 on India’s renewable energy transitions and air quality,2022-11-01,Air quality | Climate change | COVID-19 | Energy transition | Machine learning | Renewable energy,2022
Global Groundwater Solute Composition and Concentrations,2022-11-01,,2022
Simulating the climate driven runoff in data-scarce mountains by machine learning and downscaling reanalysis data,2022-11-01,Data-scarce mountainous basins | Machine learning | Multi-scale modeling | Runoff simulation,2022
High-resolution modelling of climatic hazards relevant for Canada’s northern transportation sector,2022-11-01,Arctic | Climate change | Convection permitting model | Extreme rainfall | Extreme wind | Fog | Permafrost | Regional climatemodel | Transportation,2022
Monitoring honeybees (Apis spp.) (Hymenoptera: Apidae) in climate-smart agriculture: A review,2022-11-01,Big data | Climate-smart agriculture | Honey bees | Real-time analysis | Wireless sensor networks,2022
A review of power system protection and asset management with machine learning techniques,2022-11-01,Asset management | Machine learning | Power system protection,2022
A Trait-based Investigation of Fungal Decomposition with Machine Learning,2022-10-27,Fungal traits | logistic growth | machining learning | regression | sobol,2022
SustainGraph: A knowledge graph for tracking the progress and the interlinking among the sustainable development goals’ targets,2022-10-26,climate change impact | graph database | knowledge graph | ontology | participatory modeling | sustainable development goal (SDG) | systems innovation approach,2022
Integrating new technologies to broaden the scope of northern spotted owl monitoring and linkage with USDA forest inventory data,2022-10-26,big data | biodiversity monitoring | Endangered Species | machine learning | Northwest Forest Plan | passive acoustic monitoring,2022
"Themes and patterns in print media coverage of wildfires in the USA, Canada and Australia: 1986-2016",2022-10-25,computational text analysis | cross-national analysis | environmental communication | management and climate change | news media | prescribed fire | wildfires,2022
What weather variables are important for wet and slab avalanches under a changing climate in a low-altitude mountain range in Czechia?,2022-10-24,,2022
Wildfire Detection and Perimeter Mapping using Satellite Imagery and Machine Learning with Hyperopt Tuning,2022-10-21,,2022
A study of grassland aboveground biomass on the Tibetan Plateau using MODIS data and machine learning,2022-10-20,aboveground biomass | machine learning | spatial and temporal distribution | Tibetan Plateau | vegetation index,2022
Into the Unknown: How Computation Can Help Explore Uncharted Material Space,2022-10-19,,2022
A generalized machine learning framework to predict the space-time yield of methanol from thermocatalytic CO<inf>2</inf> hydrogenation,2022-10-15,CO  hydrogenation 2 | DefossilizationData mining | Methanol | Supervised learning,2022
The climate change Twitter dataset,2022-10-15,Climate change | Machine learning | Sentiment analysis | Topic modeling | Twitter,2022
Monitoring early-successional trees for tropical forest restoration using low-cost UAV-based species classification,2022-10-14,forest restoration | multispectral imagery | simple linear iterative clustering | texture | tropical forest recovery | unoccupied aerial vehicles,2022
TOWARDS MORE RESILIENT SMART CITIES: MT-InSAR MONITORING OF URBAN INFRASTRUCTURE USING MACHINE LEARNING TECHNIQUES,2022-10-14,infrastructure monitoring | machine learning | MT-InSAR | O Marisquiño Festival pier Collapse | predictive monitoring | remote sensing | resilient urbanism | smart city,2022
Food security analysis and forecasting: A machine learning case study in southern Malawi,2022-10-11,data-driven modeling | food security | forecasting | machine learning | panel datasets,2022
Training machine learning with physics-based simulations to predict 2D soil moisture fields in a changing climate,2022-10-11,2D soil moisture field | convolutional neural networks | machine learning | meteorological forcing scenarios | ParFlow-CLM | physics-based hydrological model,2022
Shipping regulations lead to large reduction in cloud perturbations,2022-10-11,aerosol | climate | machine learning | shipping,2022
Policy interventions and competing management paradigms shape the long-term distribution of forest harvesting across the landscape,2022-10-11,forest harvesting patterns | government policies | serial depletion | shifting baseline | stewardship,2022
Disaster assessment using computer vision and satellite imagery: Applications in detecting water-related building damages,2022-10-10,computer vision | damage detection | daytime satellite imagery | disaster response | machine learning | natural disaster,2022
Agricultural research updates,2022-10-06,,2022
The effect of psychological disorders on students' academic performance,2022-10-06,Academic performance | COVID-19 | Educational institutions | Pandemic,2022
IC Engine Dynamic oil Life Prediction Using Machine Learning Approach,2022-10-05,Classification | Cost of Ownership | Degradation | Engine Oil | Machine Learning | Mobile Application | Remainder oil life,2022
"Quantitative Hedge Funds: Discretionary, Systematic, Ai, Esg And Quantamental",2022-10-04,,2022
A formal forecasting approach to predict flood disaster and recovery strategy using machine learning,2022-10-03,Climatic rainfall | Forecasting | Random Forest | SPSS | SVM,2022
"Attempts at seismic characterization of a deepwater turbidite channel in Taranaki Basin, New Zealand",2022-10-01,,2022
Mapping clear-sky surface solar ultraviolet radiation in China at 1 km spatial resolution using Machine Learning technique and Google Earth Engine,2022-10-01,1 km spatial Resolution | China | Clear-sky Ultraviolet radiation | Google earth engine | Machine learning technique,2022
An Artificial Intelligence Approach to Waterbody Detection of the Agricultural Reservoirs in South Korea Using Sentinel-1 SAR Images,2022-10-01,Artificial neural network | Automated machine learning | AutoML | Machine learning | Reservoir | Sentinel-1 | Water-body detection,2022
Detection of Wildfire Smoke Plumes Using GEMS Images and Machine Learning,2022-10-01,False color composite | GEMS | Machine learning | Smoke detection,2022
Modeling of Vegetation Phenology Using MODIS and ASOS Data,2022-10-01,Climate change | Machine learning | Plant phenology | Remote sensing,2022
Assessment of Stand-alone Utilization of Sentinel-1 SAR for High Resolution Soil Moisture Retrieval Using Machine Learning,2022-10-01,Artificial neural network | Machine learning | Sentinel-1 | Soil moisture | Synthetic aperture radar,2022
"Evaluation of Different Modelling Techniques with Fusion of Satellite, Soil and Agro-Meteorological Data for the Assessment of Durum Wheat Yield under a Large Scale Application",2022-10-01,AquaCrop | data fusion | machine learning | publicly available datasets | yield prediction,2022
Coupling Machine Learning Into Hydrodynamic Models to Improve River Modeling With Complex Boundary Conditions,2022-10-01,downstream boundary conditions | hydrodynamic models | machine learning | river modeling | water exchange,2022
Deep Learning Provides Substantial Improvements to County-Level Fire Weather Forecasting Over the Western United States,2022-10-01,bias correction | deep learning | downscaling | fire weather prediction | wildfire,2022
Crop Water Requirements with Changing Climate in an Arid Region of Saudi Arabia,2022-10-01,agriculture | CWR | evapotranspiration | Saudi Arabia,2022
Declined peat heterotrophic respiration as consequences from zeolite amendment simulation: coupling descriptive and predictive modelling approaches,2022-10-01,artificial intelligence | CO2 emission | machine learning | multivariate analysis | pedotransfer modelling,2022
A Machine Learning Strategy for the Quantitative Analysis of the Global Warming Impact on Marine Ecosystems,2022-10-01,artificial neural network | greenhouse gases | Levenberg–Marquardt method | machine learning | marine ecosystem | numerical simulations,2022
Using Deep Learning to Formulate the Landslide Rainfall Threshold of the Potential Large-Scale Landslide,2022-10-01,deep learning | hyperparameter tuning | Keras | mountain disaster risk reduction | multilayer perceptron | rainfall-induced landslide | sediment disaster,2022
Survey on the Application of Artificial Intelligence in ENSO Forecasting,2022-10-01,artificial intelligence | climate disasters | deep learning | ENSO forecasting | machine learning,2022
Estimating Carbon Sink Strength of Norway Spruce Forests Using Machine Learning,2022-10-01,carbon balance | climate change | eddy covariance | forest stand age | net ecosystem exchange | XGBoost,2022
Forestry Big Data: A Review and Bibliometric Analysis,2022-10-01,bibliometric analysis | Bibliometrix | big data | Citespace | forestry | VOSviewer,2022
Dengue Prediction in Latin America Using Machine Learning and the One Health Perspective: A Literature Review,2022-10-01,climate change | dengue | epidemiology | Latin America | machine learning | one health | prediction,2022
Spatial Evaluation of Machine Learning-Based Species Distribution Models for Prediction of Invasive Ant Species Distribution,2022-10-01,Anoplolepis gracilipes | artificial intelligence | climate change | Solenopsis invicta | species distribution modeling,2022
Off-Label Use of Dalbavancin for Sequential Treatment of Spondylodiscitis by Methicillin-Resistant Staphylococcus aureus: A Retrospective Single-Centre Experience,2022-10-01,dalbavancin | MRSA | off-label | spondylodiscitis | TDM | vertebral infections,2022
Multivariable Characterization of Atmospheric Environment with Data Collected in Flight,2022-10-01,airborne | classification | clouds | Convair-580 | flight | ICICLE | mixed phase | troposphere,2022
Routes Alternatives with Reduced Emissions: Large-Scale Statistical Analysis of Probe Vehicle Data in Lyon,2022-10-01,air pollutant | air quality | COPERT | eco-routing | FCD (floating car data) | GPS data | machine learning | missing data | time-dependent Dijkstra,2022
Non-Invasive Methods of Quantifying Heat Stress Response in Farm Animals with Special Reference to Dairy Cattle,2022-10-01,animal welfare | heat stress | IRT | machine learning | non-invasive | sensors,2022
Machine Learning-Based Forest Burned Area Detection with Various Input Variables: A Case Study of South Korea,2022-10-01,forest fire burned area detection | input variables analysis | LightGBM | model performance analysis | Random Forest | Sentinel-2 | U-Net,2022
Predicting Flood Hazards in the Vietnam Central Region: An Artificial Neural Network Approach,2022-10-01,artificial neural networks | flood forecasting | flood risk assessment | machine learning | natural hazards,2022
Improving Estimates and Change Detection of Forest Above-Ground Biomass Using Statistical Methods,2022-10-01,above-ground biomass | carbon cycle | change detection | forest degradation | machine learning | modelling | remote sensing | spatial modelling | statistics | uncertainty propagation | validation,2022
Satellite Soil Moisture Data Reconstruction in the Temporal and Spatial Domains: Latent Error Assessments and Performances for Tracing Rainstorms and Droughts,2022-10-01,rainstorm and drought events | reconstruction | soil moisture | spatial domain | temporal domain,2022
"Evaluation and Prediction of Low-Carbon Economic Efficiency in China, Japan and South Korea: Based on DEA and Machine Learning",2022-10-01,data envelopment analysis | low-carbon economic efficiency | low-carbon economy | machine learning,2022
Classification of Aggregates Using Multispectral Two-Dimensional Angular Light Scattering Simulations,2022-10-01,aggregates | classification | clusters | light scattering | machine learning | T-matrix,2022
"Using Deep Learning Algorithms for Intermittent Streamflow Prediction in the Headwaters of the Colorado River, Texas",2022-10-01,CNN | ELM | hydrological extremes | LSTM | temporary rivers,2022
Machine Learning Assessment of the Impact of Global Warming on the Climate Drivers of Water Supply to Australia’s Northern Murray-Darling Basin,2022-10-01,climate change and drivers | machine learning techniques | northern Murray-Darling Basin | precipitation and temperature trends | river water management | southeast Australia,2022
"What Do Twitter Users Think about Climate Change? Characterization of Twitter Interactions Considering Geographical, Gender, and Account Typologies Perspectives",2022-10-01,Algorithms | Data science | Machine learning | Other artificial intelligence/machine learning,2022
Genomic selection in tropical perennial crops and plantation trees: a review,2022-10-01,Crop growth models | Genomic predictions | Genotype-by-environment interaction | Machine learning | Pangenomes | Reaction norms,2022
"Land use change and climate dynamics in the Rift Valley Lake Basin, Ethiopia",2022-10-01,Change point analysis | Climate dynamics | Land use dynamics | Principal component analysis | Random forest | Rift Valley,2022
"Estimation of the Visibility in Seoul, South Korea, Based on Particulate Matter and Weather Data, Using Machine-learning Algorithm",2022-10-01,Extreme gradient boosting algorithm | Machine learning | Meteorological data | PM10 | PM2.5 | Seoul | Visibility estimation,2022
Application of extreme gradient boosting and Shapley Additive explanations to predict temperature regimes inside forests from standard open-field meteorological data,2022-10-01,Cooling effect | Ecosystem services | Ensemble method | Machine learning,2022
Freshwater crabs of the Near East: Increased extinction risk from climate change and underrepresented within protected areas,2022-10-01,Climate change | Conservation | Freshwater species | Protected areas,2022
This is FAST: multivariate Full-permutAtion based Stochastic foresT method—improving the retrieval of fine-mode aerosol microphysical properties with multi-wavelength lidar,2022-10-01,Aerosol microphysical properties | Fine-mode aerosols | Machine learning method | Multi-wavelength lidar,2022
Deep learning and statistical methods for short- and long-term solar irradiance forecasting for Islamabad,2022-10-01,Convolutional neural network | Deep learning | Forecasting | Long short term memory | Recurrent neural network | Solar irradiance,2022
Using machine learning to model technological heterogeneity in carbon emission efficiency evaluation: The case of China's cities,2022-10-01,Carbon emission efficiency | Directional distance function | Heterogeneity | Index decomposition analysis | Machine learning | Reduction potential,2022
Contributions of meteorology to ozone variations: Application of deep learning and the Kolmogorov-Zurbenko filter,2022-10-01,Deep learning | Kolmogorov-zurbenko filter | Meteorological factors | Ozone | Precursor emissions | Texas metropolitan areas,2022
A new modelling framework to assess changes in groundwater level,2022-10-01,Deep Belief Network | Deep learning | GRACE | Groundwater | Prediction,2022
Multiparametric sea state fields from synthetic aperture radar for maritime situational awareness,2022-10-01,Climate change initiative CCI | Machine learning | Near real time services NRT | SAR | Sea state parameters | Sea state processor SSP | Sentinel-1 | TerraSAR-X | Wave height | Wave period,2022
An artificial intelligence approach to remotely assess pale lichen biomass,2022-10-01,Artificial intelligence | cladonia | Deep neural networks | Landsat | Lichens | Light coloured lichens | Light lichens | Pale lichens | Reindeer lichen | Remote sensing | Terricolous lichens,2022
Integrating building energy simulation with a machine learning algorithm for evaluating indoor living walls’ impacts on cooling energy use in commercial buildings,2022-10-01,EnergyPlus | Evapotranspiration | Indoor living walls | Machine learning | Python,2022
Reconstructing GRACE-like time series of high mountain glacier mass anomalies,2022-10-01,A statistical model | Glaciers and snow | Hydrological signal | Reconstruction | Separation,2022
Dynamics of soil organic carbon and nitrogen and their relations to hydrothermal variability in dryland,2022-10-01,Climate change | Machine learning | Soil organic carbon | Soil total nitrogen | Structural equation model,2022
Barking up the wrong tree? Can forest expansion help meet climate goals?,2022-10-01,Carbon footprint | Climate change | Ground preparation methods | Mitigation | Net zero | Soil organic carbon,2022
Integrating weather observations and local-climate-zone-based landscape patterns for regional hourly air temperature mapping using machine learning,2022-10-01,High spatial resolution | Hourly air temperature mapping | Local climate zone | Machine learning,2022
"Predicting the habitat suitability of the invasive white mango scale, Aulacaspis tubercularis; Newstead, 1906 (Hemiptera: Diaspididae) using bioclimatic variables",2022-10-01,climate change | ecological niche modelling | habitat suitability | machine-learning algorithms | Mangifera indica L. | scale insects,2022
Associations between ambient temperature and risk of preterm birth in Sweden: A comparison of analytical approaches,2022-10-01,Ambient air temperature | Case-crossover | Climate change | Preterm births | Quantile regression | Time-to-event analyses,2022
Do young people really engage in sustainable behaviors in their lifestyles?,2022-10-01,Classification and regression trees | Environmental problems | Random forest | Sustainable behaviors,2022
Hybridization of ResNet with YOLO classifier for automated paddy leaf disease recognition: An optimized model,2022-10-01,adaptive K-means clustering | fitness sorted-shark smell optimization | hybrid learning | paddy leaf disease recognition | ResNet classifier | YOLO classifier,2022
Shorter blooms expected with longer warm periods under climate change: an example from a shallow meso-eutrophic Mediterranean lake,2022-10-01,Chlorophyll-a | Climate change | Cyanobacteria | Remote sensing | Shallow lakes,2022
Assessment of coastal variations due to climate change using remote sensing and machine learning techniques: A case study from west coast of India,2022-09-30,Climate change | Coastal dynamics | Coastal erosion | Kerala | Machine learning | Shoreline changes | SW coast of India,2022
Accounting for regional water recyclability or scarcity using Machine Learning and Pinch Analysis,2022-09-25,Industrial symbiosis | Water integration | Water network | Water stress,2022
An ensemble learning approach to map the genetic connectivity of the parasitoid Stethynium empoasca (Hymenoptera: Mymaridae) and identify the key influencing environmental and landscape factors,2022-09-23,biology conservation | climate change | landscape genetics | machine learning | parasitoid,2022
Spatial prediction of organic carbon in German agricultural topsoil using machine learning algorithms,2022-09-22,,2022
Prediction of Wave Overtopping Characteristics at Coastal Flood Defences Using Machine Learning Algorithms: A Systematic Rreview,2022-09-21,,2022
Spatiotemporal trends of black walnut forest stocking under climate change,2022-09-20,basal area | black walnut (Juglans nigra L.) | climate change | forest | random forest (bagging) and machine learning | tree migration,2022
Pollution Control and Monitoring System with ML Based Analysis,2022-09-16,air pollution | climate change | ML for pollution control | Pollution | smart city | water pollution,2022
Wildfire Danger Prediction and Understanding With Deep Learning,2022-09-16,Deep Learning | explainable AI | fire | Machine Learning | wildfires,2022
"The ""water machine"" of Bengal",2022-09-16,,2022
Effects of stand factors on tree growth of Chinese fir in the subtropics of China depends on climate conditions from predictions of a deep learning algorithm: A long-term spacing trial,2022-09-15,Chinese fir | Climate factors | Deep learning | Sensitive analysis | Stand factors | Tree growth,2022
A new approach to evaluate the risk of bark beetle outbreaks using multi-step machine learning methods,2022-09-15,Climate change | Dendroctonus frontalis | Forest health | Forest pest | Pinus | Southern pine beetle,2022
Compilation of a city-scale black carbon emission inventory: Challenges in developing countries based on a case study in Brazil,2022-09-15,Burning of household solid waste | Elemental carbon | Emission factors | PM 2.5 | Random Forest | Short-lived climate pollutants,2022
Monitoring 23-year of shoreline changes of the Zengwun Estuary in Southern Taiwan using time-series Landsat data and edge detection techniques,2022-09-15,Coastal management and governance | Coastline mapping | Integrated coastal zone management (ICZM) | Machine learning | Sustainability | Tidal height,2022
A catchment-scale model of river water quality by Machine Learning,2022-09-10,Deep feed-forward | Linear Regression | Neural Network | Random Forest | Regression Features Importance Assessment,2022
Can water composition and weather factors predict fecal indicator bacteria removal in retention ponds in variable weather conditions?,2022-09-10,Local weather | Machine learning | Microbial health risk | Pathogens | Ponds | Stormwater | Water quality,2022
Probabilistic forecasting of remotely sensed cropland vegetation health and its relevance for food security,2022-09-10,Food security | Probabilistic machine learning | Remote sensing of the environment | Vegetation health | Vulnerability analysis,2022
Digital transformation of peatland eco-innovations (‘Paludiculture’): Enabling a paradigm shift towards the real-time sustainable production of ‘green-friendly’ products and services,2022-09-10,Climate change | Digital transformation | Disruption | Natural-based solutions | Peatlands | Sustainability innovation,2022
Can in situ spectral measurements under disturbance-reduced environmental conditions help improve soil organic carbon estimation?,2022-09-10,Agricultural soil | In situ spectroscopy | Machine learning algorithms | Pre-treatment algorithms | SOC,2022
"Interannual and seasonal variations of permafrost thaw depth on the Qinghai-Tibetan Plateau: A comparative study using long short-term memory, convolutional neural networks, and random forest",2022-09-10,Active layer thickness | Deep learning | Machine learning | Permafrost | Qinghai-Tibetan Plateau | Seasonal thaw depth,2022
"Carbon neutrality cognition, environmental value, and consumption preference of low-carbon products",2022-09-08,carbon footprint label | carbon neutrality cognition | environmental value | face consciousness | machine learning,2022
Measuring the Uncertainty of Environmental Good Preferences with Bayesian Deep Learning,2022-09-07,Contingent valuation | Environmental conservation | Random utility model | Sustainability,2022
"Combining machine learning and SMILEs to classify, better understand, and project changes in ENSO events",2022-09-06,,2022
Autonomous Chemical Experiments: Challenges and Perspectives on Establishing a Self-Driving Lab,2022-09-06,,2022
High-throughput phenotyping of physiological traits for wheat resilience to high temperature and drought stress,2022-09-03,Carbohydrate metabolism | climate change | drought resilience | food security | high temperature | high-throughput plant phenotyping | multispectral imaging | Triticum aestivum | water deficit | wheat,2022
Comparative study of statistical and machine learning techniques for fish production forecasting in Andhra Pradesh under climate change scenario,2022-09-01,ARIMAX | Climate change | EMD-ANN | Marine fish production | NARX,2022
Emerging Technological Frameworks for the Sustainable Agriculture and Environmental Management,2022-09-01,Agriculture | Artificial Intelligence | Bioenergy | Biofuels | Environment | GM crops,2022
FINETUNA: fine-tuning accelerated molecular simulations,2022-09-01,active learning | DFT | fine tuning | graph potential energy surface,2022
Towards Resilient Agriculture to Hostile Climate Change in the Sahel Region: A Case Study of Machine Learning-Based Weather Prediction in Senegal,2022-09-01,Africa | ensemble model | food security | machine learning | regressors | weather forecasting,2022
A short-term water demand forecasting model using multivariate long short-term memory with meteorological data,2022-09-01,artificial neural network | deep learning | long short-term memory | machine learning | water demand forecasting | water distribution systems,2022
Machine Learning Based Prediction of Urban Flood Susceptibility from Selected Rivers in a Tropical Catchment Area,2022-09-01,Autoregression | Climate Change | Flood Prediction | Hydrologic Extremes | Machine Learning | Susceptibility,2022
An Automated Analysis Tool for the Classification of Sea Surface Temperature Imagery,2022-09-01,climate change | image processing | machine learning | mesoscale patterns | remote sensing | sea surface temperature,2022
Environmental and safety issues associated with geological carbon storage: a review,2022-09-01,CO  leakage and Africa 2 | Geologic formations | Groundwater | Soil chemistry,2022
Mathematical and Machine Learning Models for Groundwater Level Changes: A Systematic Review and Bibliographic Analysis,2022-09-01,climate | groundwater | groundwater level | machine learning | mathematical model | statistical model | systematic review,2022
Crop Yield Loss Risk Is Modulated by Anthropogenic Factors,2022-09-01,crop yield variability | food production shocks | food security | machine learning,2022
Learning the Indicative Patterns of Simulated Force Changes in Soil Moisture by BP Neural Networks and Finding Differences with SMAP Observations,2022-09-01,earth science | geoscience | machine learning | soil moisture modeling,2022
Counteracting French Fake News on Climate Change Using Language Models,2022-09-01,climate change | fake news detection | Language Models | Natural Language Processing | sustainable education,2022
"Mapping Crop Types Using Sentinel-2 Data Machine Learning and Monitoring Crop Phenology with Sentinel-1 Backscatter Time Series in Pays de Brest, Brittany, France",2022-09-01,Google Earth Engine (GEE) | hierarchical classification | machine learning | object-based classification | pixel-based classification | Sentinel-1 | Sentinel-2 | winter crops mapping | winter crops phenology,2022
Predicting Factors Affecting Preparedness of Volcanic Eruption for a Sustainable Community: A Case Study in the Philippines,2022-09-01,artificial neural network | machine learning algorithm | natural disaster | random forest classifier | volcanic eruption,2022
Predicting Monthly Runoff of the Upper Yangtze River Based on Multiple Machine Learning Models,2022-09-01,copula entropy | machine learning | monthly runoff prediction | stepwise regression | Upper Yangtze River,2022
Towards Forecasting Future Snow Cover Dynamics in the European Alps—The Potential of Long Optical Remote-Sensing Time Series,2022-09-01,Alps | Earth Observation | environmental modeling | forecast | machine learning | mountains | Snow Line Elevation | time series,2022
Machine learning model for snow depth estimation using a multisensory ubiquitous platform,2022-09-01,Machine learning | Random forest classifier | Snow depth | Wearable technology,2022
An Integrated Monitoring System for Coastal and Riparian Areas Based on Remote Sensing and Machine Learning,2022-09-01,GIS | land cover land use | land deformation | machine learning | remote sensing | soil erosion | subsidence,2022
Uncertainty Analysis of Numerical Simulation of Seawater Intrusion Using Deep Learning-Based Surrogate Model,2022-09-01,artificial intelligence | deep learning | seawater intrusion | surrogate model | uncertainty analysis,2022
Evaluation of Maximum Entropy (Maxent) Machine Learning Model to Assess Relationships between Climate and Corn Suitability,2022-09-01,agriculture | climate | corn | crops | machine learning | Maxent | species distribution | suitability,2022
Prediction of PM<inf>2.5</inf> Concentration in Ningxia Hui Autonomous Region Based on PCA-Attention-LSTM,2022-09-01,machine learning | meteorological elements | PCA-attention-LSTM | PM 2.5 | prediction,2022
Development of a Temperature-Based Model Using Machine Learning Algorithms for the Projection of Evapotranspiration of Peninsular Malaysia,2022-09-01,climate change | evapotranspiration projections | GEP | machine learning | temperature,2022
Deep Learning Model for Global Spatio-Temporal Image Prediction,2022-09-01,aerosol | climate change | deep learning model | spatio-temporal image prediction,2022
A Multi-Matrix Metabolomic Approach in Ringed Seals and Beluga Whales to Evaluate Contaminant and Climate-Related Stressors,2022-09-01,beluga whales | climate change | mercury | metabolites | organohalogens | ringed seals,2022
"Agronomic Improvements, Not Climate, Underpin Recent Rice Yield Gains in Changing Environments",2022-09-01,agronomic improvements | climate change | relative contribution | rice yield,2022
A Development of a Robust Machine for Removing Irregular Noise with the Intelligent System of Auto-Encoder for Image Classification of Coastal Waste,2022-09-01,auto-encoder | coastal waste | image classification | image denoise,2022
"Study and Prediction of Surface Deformation Characteristics of Different Vegetation Types in the Permafrost Zone of Linzhi, Tibet",2022-09-01,InSAR | machine learning | permafrost | surface deformation | Tibet | vegetation,2022
Does Human Capital Matter for China’s Green Growth?—Examination Based on Econometric Model and Machine Learning Methods,2022-09-01,green economy efficiency | green growth | green innovation | human capital | industrial upgrading | LightGBM machine learning,2022
Large-Scale Sequencing of Borreliaceae for the Construction of Pan-Genomic-Based Diagnostics,2022-09-01,borrelia | diagnostics | distributed genome hypothesis | Lyme disease | pangenomics | tick-borne diseases,2022
Evaluation of Nonparametric Machine-Learning Algorithms for an Optimal Crop Classification Using Big Data Reduction Strategy,2022-09-01,Agriculture | Artificial neural network | Lebanon | Machine learning | Nonparametric | Sentinel-1 | Sentinel-2 | Supervised classification,2022
Dummy regression to predict dry fiber in Agave lechuguilla Torr in two large-scale bioclimatic regions in Mexico,2022-09-01,,2022
Does climate help modeling COVID-19 risk and to what extent?,2022-09-01,,2022
Spatial and Machine Learning Approach to Model Childhood Stunting in Pakistan: Role of Socio-Economic and Environmental Factors,2022-09-01,child malnutrition | climate vulnerability | multi-dimensional poverty | spatial clustering | spatial regression,2022
Predicting Modified Fournier Index by Using Artificial Neural Network in Central Europe,2022-09-01,climate change | Hungary | land degradation | machine learning,2022
High-Coverage Reconstruction of XCO<inf>2</inf> Using Multisource Satellite Remote Sensing Data in Beijing–Tianjin–Hebei Region,2022-09-01,CO 2 | mapping | random forest | remote sensing | satellite,2022
Improved Infilling of Missing Metadata from Expendable Bathythermographs (XBTs) Using Multiple Machine Learning Methods,2022-09-01,"Classification | Data quality control | Data science | Decision trees | Machine learning | Ocean | Profilers, oceanic | Software",2022
Temperature impacts on hate speech online: evidence from 4 billion geolocated tweets from the USA,2022-09-01,,2022
"Economic development, weather shocks and child marriage in South Asia: A machine learning approach",2022-09-01,,2022
Spatiotemporal dynamics of global population and heat exposure (2020-2100): based on improved SSP-consistent population projections,2022-09-01,climate variability and global change | extreme heat | gridded global population projections | Shared Socioeconomic Pathways (SSPs) | sustainable development,2022
Constructing high-resolution groundwater drought at spatio-temporal scale using GRACE satellite data based on machine learning in the Indus Basin,2022-09-01,Downscaling | Drought | GGDI | GRACE | GWS | Machine learning models | TWS,2022
Mapping the groundwater memory across Ireland: A step towards a groundwater drought susceptibility assessment,2022-09-01,Hydrogeology | Machine learning | Numerical modelling | Random Forest | Time series analysis,2022
The transformation of our food system using cellular agriculture: What lies ahead and who will lead it?,2022-09-01,,2022
Factors affecting the presence of Arctic charr in streams based on a jittered binary genetic programming model,2022-09-01,Arctic Charr | Ecohydrological modelling | Genetic Programming | Jittering | Scarce data,2022
Assessing and forecasting the effects of submersion on biodiversity. A method to implement an ecological-quality indicator in a context of coastal realignment and rising sea levels,2022-09-01,Climate change | Habitats | Machine learning | Marine submersion | Saltmarsh | Sea-level rise,2022
Soil hydrology in the Earth system,2022-09-01,,2022
Using Machine Learning to Identify Heterogeneous Impacts of Agri-Environment Schemes in the EU: A Case Study,2022-09-01,Agri-environment schemes | causal machine learning | EU common agricultural policy (CAP) | heterogeneous treatment effects | impact evaluation | random forests (RFs),2022
